,topic_id,filename,header,section_text,Question,Answer
149,3.0,"Uitgezaaid melanoom, PIM",Oncologische revalidatie,"Revalideren bij kanker noemen we ook wel oncologische revalidatie. . Revalidatie is erop gericht klachten tijdens de verschillende fasen van het ziekteproces te voorkomen of te verminderen. Afhankelijk van uw situatie en hulpvraag zijn allerlei therapiecombinaties mogelijk, onder meer: 
- Training onder begeleiding van een fysiotherapeut. Zo verbetert u uw conditie en spierkracht. Een trainingsprogramma is vaak een combinatie van kracht en conditietraining. Soms aangevuld met sport en spel. 
- Praten met een psycholoog of maatschappelijk werker is soms een mogelijkheid. Als u psychisch meer weerstand opbouwt, kunt u het dagelijks leven beter aan. Ook als u heel erg vermoeid blijft helpen zij u verder. 
- Een bezoek aan een diëtiste die u voedingstips geeft om weer op krachten te komen. Voor bovenbeschreven therapieën kunt u binnen het ziekenhuis terecht. Als er sprake is van complexe problematiek en behandeling onder begeleiding van een revalidatie-arts nodig is dan kunt u terecht bij het revalidatiecentrum Roessingh of bij Ziekenhuisgroep Twente. U kunt zowel zelfstandig als in een groep revalideren. Revalideren is mogelijk tijdens de behandeling en daarna. Ook als u niet meer kunt genezen heeft revalidatie zin. Bespreek met uw arts of oncologie verpleegkundige / casemanager waar u last van heeft en welke ondersteuning u wilt. Ze geven u advies en kunnen u verwijzen naar een zorgverlener of revalidatieprogramma.",Waar kan ik terecht voor de therapieën binnen het ziekenhuis?,Voor de therapieën binnen het ziekenhuis kunt u terecht bij het revalidatiecentrum Roessingh of bij Ziekenhuisgroep Twente.
150,3.0,Valpolikliniek,Wat gebeurt er bij de valpolikliniek?,"Binnen de valpolikliniek wordt u onderzocht door een team van specialisten: een klinisch geriater, een fysiotherapeut en een klinisch geriatrie verpleegkundige. Het team van de valpolikliniek onderzoekt waar het probleem ligt.",Wat gebeurt er bij de valpolikliniek?,"Binnen de valpolikliniek wordt u onderzocht door een team van specialisten: een klinisch geriater, een fysiotherapeut en een klinisch geriatrie verpleegkundige. Het team van de valpolikliniek onderzoekt waar het probleem ligt."
153,3.0,Wie zorgt er voor mij,Wie zorgt er voor mij?,"U bent zojuist, of wordt binnenkort opgenomen in ZGT op de afdeling heelkunde (chirurgie). In het ziekenhuis werken veel verschillende zorgverleners die gezamenlijk voor u zorgen. Voor u is het belangrijk om te weten wie dit zijn en wat u van hen mag verwachten. In deze folder leest u daar meer over.",Wie zorgt er voor mij in ZGT?,In ZGT op de afdeling heelkunde (chirurgie) werken veel verschillende zorgverleners die gezamenlijk voor u zorgen.
28,31.0,Acupunctuur  (Nocepta),Nacontrole,In overleg met u wordt een afspraak voor de volgende behandeling gepland. Tijdens deze afspraken bespreekt u het resultaat van de behandeling.,Wie plant de afspraak voor de volgende Acupunctuur behandeling?,In overleg met u wordt een afspraak gepland voor de volgende Acupunctuur behandeling.
211,31.0,Neusschelpverkleining (coblatie),Controleafspraak,Uw KNO-arts bespreekt met u wanneer de controleafspraak moet worden gemaakt.,Wanneer moet ik een controleafspraak maken voor mijn neusschelpverkleining?,Uw KNO-arts zal met u bespreken wanneer de controleafspraak voor uw neusschelpverkleining moet worden gemaakt.
58,32.0,"Afwijkend uitstrijkje, colposcopie en lisexcissie",Samenvatting,"Een uitstrijkje wordt gemaakt om te onderzoeken of u (een voorstadium van) baarmoederhalskanker hebt. Bij patiënten met een afwijkend uitstrijkje is bijna nooit sprake van ontwikkelde baarmoederhalskanker. Bij sommige uitslagen wordt zelfs vaak géén afwijking gevonden die behandeld moet worden. De uitslag van het uitstrijkje kan niet precies aangeven wat er aan de hand is. Daarom is verder onderzoek nodig. U zult op de polikliniek een gynaecoloog zien die gespecialiseerd is in het onderzoek en de behandeling van patiënten met een afwijkend uitstrijkje. Tijdens uw afspraak stelt een arts u enkele vragen. Ook krijgt u informatie over wat er aan de hand kan zijn en over het virus dat de afwijking veroorzaakte. U krijgt ook informatie over hoe het onderzoek gaat. Bij het onderzoek krijgt u een ‘eendenbek’ ingebracht, zoals bij het maken van het uitstrijkje. De baarmoedermond wordt goed bekeken met een apparaat, u kunt soms meekijken. Er wordt kleurstof bij u ingebracht. Dit kan een wat prikkend gevoel geven. Als er een verkleuring te zien is wordt een klein stukje weefsel weggenomen voor onderzoek. Dit doet geen of maar weinig pijn. Na het onderzoek wordt bekeken wat er verder moet worden afgesproken. Sommige afwijkingen kunnen, als we ze niet behandelen, kanker worden. Als dat gebeurt, duurt dat meestal een aantal jaren. Een voorloper van zo’n afwijking is nog niet gevaarlijk voor uw gezondheid. Afhankelijk van de ernst wordt een afwijking wel of niet behandeld. Een behandeling gebeurt tijdens een nieuwe afspraak. Er wordt weer een ‘eendenbek’ ingebracht. De baarmoedermond wordt weer gekleurd. De baarmoedermond zal worden verdoofd. Zo’n verdoving kan een beetje gevoelig zijn. De behandeling daarna is niet pijnlijk. Met een elektrisch snijdende lus zal de afwijking worden weggehaald. Het wondje kan na de behandeling een beetje bloedverlies geven. Na tien dagen neemt het vocht of bloedverlies wat toe. Na drie tot zes weken zal het wondje genezen zijn. Na de behandeling is het voor een goede genezing beter om geen tampon te gebruiken, niet lang te zwemmen of baden, geen geslachtsgemeenschap te hebben en om niet intensief te sporten. Bij de meeste beroepen is het mogelijk de dag na de ingreep te werken. Een half jaar of een jaar na uw eerste bezoek komt u voor controle bij ons terug. Dit is afhankelijk van uw situatie. Er wordt dan een uitstrijkje gemaakt. Er wordt daarbij gekeken of de baarmoedermond normale cellen heeft. Ook wordt gekeken of het virus (humaan papillomavirus = HPV) dat uw afwijking veroorzaakte verdwenen is.",Wat is het doel van een uitstrijkje?,Een uitstrijkje wordt gemaakt om te onderzoeken of u (een voorstadium van) baarmoederhalskanker hebt.
213,32.0,"Afwijkend uitstrijkje, colposcopie en lisexcissie",Uitgebreide informatie Inleiding,"U heeft een afspraak bij een gynaecoloog van ZGT omdat er in uw uitstrijkje afwijkende cellen gevonden zijn. Het uitstrijkje wordt gemaakt om afwijkingen op te sporen en te kunnen behandelen voordat er baarmoederhalskanker heeft kunnen ontstaan. Een deel van de afwijkingen die bij een afwijkend uitstrijkje worden gevonden, zijn goedaardige afwijkingen. Wanneer hier niets mee gebeurt, kunnen deze afwijkingen op lange termijn uitgroeien tot baarmoederhalskanker. In de rest van deze folder wordt deze afwijking ‘voorstadium’ genoemd. Vanwege de afwijkende cellen in uw uitstrijkje werd in overleg met uw huisarts besloten een kolposcopie te doen. Dit kijkonderzoek van de baarmoedermond waarbij de gynaecoloog een aangepaste microscoop (kolposcoop) gebruikt. Hiermee kan de gynaecoloog bekijken of er afwijkende cellen zitten bij uw baarmoederhals. Met deze brief hopen we al voor uw bezoek aan onze polikliniek wat bezorgdheid en spanning bij u weg te nemen. Op de polikliniek heeft u contact met één van de gynaecologen gespecialiseerd in afwijkende uitstrijkjes en kolposcopisch onderzoek. Wanneer behandeling nodig is kan dit ook bij een andere gynaecoloog van ons team gebeuren. Wilt u dezelfde gynaecoloog? Geef dit gerust aan.",Waarom krijg ik een afspraak bij een gynaecoloog na een afwijkend uitstrijkje?,Een afwijkend uitstrijkje kan een voorstadium zijn van baarmoederhalskanker. Daarom is het belangrijk om dit te onderzoeken en eventueel te behandelen.
217,32.0,NovaSure bij overmatig bloedverlies,Overmatig bloedverlies,"Eén op de vijf vrouwen heeft last van overmatig bloedverlies tijdens de menstruatie. Dit wordt ook wel menorragie genoemd. Meestal kan dit geen kwaad, maar soms kan het leiden tot bloedarmoede. Overmatig bloedverlies kan veroorzaakt worden door een verstoorde hormoonbalans, vooral in de periode tussen 35 en 45 jaar, of door afwijkingen aan de baarmoeder zoals infecties, goedaardige poliepen en vleesbomen.",Hoeveel vrouwen hebben last van overmatig bloedverlies tijdens de menstruatie?,Eén op de vijf vrouwen heeft last van overmatig bloedverlies tijdens de menstruatie.
90,38.0,Bijschildklierscan preoperatief,Bijschildklierscan preoperatief,Deze procedure wordt uitgevoerd naar aanleiding van een eerder uitgevoerde bijschildklierscan waarbij een te snel functionerende bijschildklier is vastgesteld. Bij bijschildklierscan preoperatief wordt een licht radioactieve injectie één tot twee uur voor de operatie toegediend. De chirurg kan dan tijdens de operatie met behulp van een gammaprobe (een apparaatje dat een geluidsignaal afgeeft wanneer radioactiviteit gemeten wordt) de bijschildklier opsporen en verwijderen.,Wat is een gammaprobe?,Een gammaprobe is een apparaatje dat een geluidssignaal afgeeft wanneer radioactiviteit wordt gemeten. Deze wordt gebruikt tijdens een bijschildklierscan preoperatief om de bijschildklier op te sporen en te verwijderen.
221,38.0,Jodium-131-therapie poliklinisch,Hoe gaat de behandeling in zijn werk,Op de dag van de behandeling meldt u zich aan de balie bij de secretaresse. Vervolgens wordt u meegenomen naar een kamer. U krijgt een capsule met jodium-131 die u moet innemen. Na inname van de capsule wordt gemeten hoeveel straling u uitzendt. Direct daarna kunt u weer naar huis.,Wat is de exacte naam van de behandeling waarin de patiënt een capsule met jodium-131 moet innemen?,De exacte naam van deze behandeling is de Jodium-131-therapie.
44,4.0,Borstkliniek Oost-Nederland,Beeldvormend onderzoek,"Mammografie Er is bijna altijd een mammografie (röntgenfoto van de borsten) nodig. Als u naar aanleiding van de foto’s van het bevolkingsonderzoek bent verwezen, worden aanvullende foto’s gemaakt. Een standaardonderzoek bestaat uit foto’s van beide borsten in twee richtingen, waarbij de borst wordt samengedrukt. Dit kan een pijnlijk gevoel geven. Daarna kan de radioloog besluiten dat het nodig is detailfoto’s te maken van een bepaald gebied. Echografie Meestal wordt aansluitend door de radioloog een echografie gemaakt van de afwijking/het gebied waar het om gaat. Soms is het nodig met echografie het weefsel te vergelijken met de andere borst. Daarnaast kan het nodig zijn om de oksel echografisch te onderzoeken. Echogeleide cystepunctie, naaldbiopsie en cytologie Als bij de echografie een afwijking zichtbaar is, kan het nodig zijn om aanvullend een punctie te doen. 
- Als het om een cyste (goedaardige ophoping met vocht) gaat, kan deze geheel worden leeggezogen. Meestal blijft de cyste daarna weg. Voor het leegzuigen is geen verdoving nodig en het cystevocht hoeft niet onderzocht te worden. 
- Gaat het om een vaste (solide) afwijking, dan kan het nodig zijn om weefselonderzoek te doen. De radioloog haalt dan met een naald een klein reepje weefsel uit de afwijking (naaldbiopsie). Dit kan pijnlijk zijn, daarom wordt voor deze punctie een verdoving gegeven. Als er een afwijking in de oksel te zien is, wordt daarin een prik gegeven om cellen op te zuigen (cytologische punctie). Daarbij is geen verdoving nodig, u voelt slechts een kleine prik. De cellen/het weefsel worden opgestuurd naar de patholoog die het zal beoordelen. Röntgengeleide biopsie Als er op het mammogram een afwijking zichtbaar is, die bij echografie niet kan worden teruggevonden (bijvoorbeeld kleine verkalkingen), dan kan geen echogeleide naaldbiopsie verricht worden. In dat geval wordt een afspraak gemaakt voor het verrichten van een stereotactische naaldbiopsie (naaldbiopsie onder röntgenbegeleiding). De cellen/het weefsel worden opgestuurd naar de patholoog die het zal beoordelen. Nadat alle onderzoeken zijn verricht maakt de secretaresse van de chirurg een afspraak voor een volgend polikliniekbezoek binnen twee werkdagen. Wanneer geen aanvullende punctie is verricht wordt u dezelfde dag nog geïnformeerd over de uitslag en het eventuele noodzakelijke behandelbeleid.",Wat is een mammografie en waarom is het bijna altijd nodig?,Een mammografie is een röntgenfoto van de borsten. Het wordt bijna altijd gedaan omdat het nodig is voor aanvullend onderzoek.
168,4.0,"CT Abdomen zonder oraal contrast, patiëntvoorbereiding",Verloop van het onderzoek,"De radiodiagnostisch laborant haalt u op uit de wachtkamer en brengt u naar de kamer waar het onderzoek zal plaatsvinden. Bij het maken van de CT is het belangrijk dat het lichaamsdeel waar het om gaat zo min mogelijk door kleding wordt bedekt. De laborant zegt u welke kleding u uit moet doen. U komt op de verschuifbare onderzoekstafel te liggen. De laborant vraagt u uw armen boven uw hoofd te leggen en schuift de tafel in de ring van de CT-scanner. Het is belangrijk dat u goed stil ligt. Tijdens het maken van de scan zit de laborant radiologie achter de schakeltafel in een kamer naast u. De laborant kan u zien en horen en zal u vragen de adem in te houden als de scan gemaakt wordt. Via de intercom krijgt u duidelijke instructies. Eerst maakt de laborant een overzichtsfoto, de tafel verschuift een eind. Hierna schuift de tafel terug. Daarna maakt de laborant een lange opname; u moet de adem inhouden, terwijl de tafel steeds een stuk verschuift. De laborant zegt u wanneer u weer normaal kunt ademen. De computer maakt vervolgens van het gescande gebied de beelden.",Wat gebeurt er tijdens het maken van de scan?,"Eerst maakt de laborant een overzichtsfoto, daarna schuift de tafel terug en maakt de laborant een lange opname terwijl de tafel steeds een stuk verschuift. U krijgt instructies via de intercom."
165,4.0,Fistulografie,23,"Foto’s van fistelgang (Fistulografie) Uw behandelend specialist heeft u voor het maken van foto’s verwezen naar de afdeling radiologie (röntgen). Dit is een afdeling waar radiologen (artsen) en radiodiagnostisch laboranten met behulp van verschillende technieken, afbeeldingen van het lichaam maken. Bij het maken van foto’s wordt gebruik gemaakt van röntgenstralen. Deze stralen kunnen verschillende delen in het lichaam zichtbaar maken en geven daarvan een afbeelding op een beeldscherm. Nadat de foto’s gemaakt zijn, worden deze door een radioloog beoordeeld.",Waarvoor wordt Fistulografie gebruikt?,Fistulografie is een procedure waarbij foto's van de fistelgang worden gemaakt om deze te beoordelen en te diagnosticeren.
62,40.0,Bijschildklierscan preoperatief,Voorbereidingen op de procedure,"Voor de procedure op de afdeling nucleaire geneeskunde is geen speciale voorbereiding noodzakelijk. Het kan echter zijn dat u voor de operatie andere instructies krijgt en dat u nuchter moet zijn. Bent u zwanger, denkt u dit te zijn, of geeft u op dit moment borstvoeding, neem dan zo snel mogelijk contact op met de afdeling nucleaire geneeskunde.",Is er enige voorbereiding nodig voor de bijschildklierscan preoperatief?,"Er is geen speciale voorbereiding nodig voor deze procedure op de afdeling nucleaire geneeskunde, maar het kan zijn dat u voor de operatie andere instructies krijgt en dat u nuchter moet zijn."
226,40.0,Ioniserende straling en zwangere of borstvoeding gevende patiënten,Zwangerschap pas achteraf bekend,De kans op schade voor het ongeboren kind is bij een röntgen- of nucleair onderzoek erg klein. Is er bij u een onderzoek uitgevoerd waarbij ioniserende straling is gebruikt en u wist op het moment van onderzoek nog niet dat u zwanger was? Dan adviseren wij u om contact op te nemen met uw aanvragend medisch specialist. Deze weet welke onderzoeken u heeft ondergaan en kan u meer informatie geven.,Wat is de kans op schade voor het ongeboren kind bij een röntgen- of nucleair onderzoek?,De kans op schade voor het ongeboren kind bij een röntgen- of nucleair onderzoek is erg klein.
1,46.0,Dagopname,De dag van de opname,"Op het afgesproken tijdstip kunt u zich melden bij de receptie in de centrale hal. Eventueel kan een vrijwilliger van de gastenbegeleiding u naar de verpleegafdeling begeleiden. In het ZGT-ziekenhuis wordt gemengd verpleegd. Dit betekent dat mannen en vrouwen op één kamer liggen. Voordat u naar de behandelkamer of operatiekamer wordt gebracht, vinden er een aantal voorbereidingen plaats zoals: 
- Een anamnese gesprek. 
- Het eventueel controleren van temperatuur, pols en bloeddruk.",Worden mannen en vrouwen gemengd verpleegd in het ZGT-ziekenhuis?,"Ja, in het ZGT-ziekenhuis liggen mannen en vrouwen op één kamer."
50,47.0,Aanvraagformulier kopie medische gegevens,Geschillen,"Bij meningsverschillen over verzoeken tot inzage, afschrift of vernietiging beslist de Raad van Bestuur, zo nodig na het inwinnen van juridisch advies. Binnen de grenzen van de wet heeft de Raad van Bestuur de bevoegdheid af te wijken van het gestelde in deze toelichting. Onderstaande ruimte a.u.b. openlaten voor aantekeningen van ziekenhuismedewerkers. Naam Legitimatienummer Datum Handtekening","Hoe worden geschillen over verzoeken tot inzage, afschrift of vernietiging beslist?","De Raad van Bestuur beslist over geschillen, indien nodig na het inwinnen van juridisch advies."
5,48.0,Afdeling 4 west Neuro Care Unit (ZGT Almelo),Informatie,In de eerste dagen van uw opname komt er veel informatie op u en uw familie af. In de informatiemap; CVA Keten Twente kunt u deze informatie teruglezen. Informatie over de globale dagindeling kunt u vinden op het whiteboard op de patiëntenkamer.,Welke specifieke informatie is beschikbaar in de informatiemap?,In de informatiemap kunt u informatie vinden over bijvoorbeeld de globale dagindeling en andere belangrijke zaken omtrent uw opname.
229,48.0,Uw baby thuis,Uw baby thuis,"Deze folder is bedoeld als steun in de rug wanneer uw baby, na een (vaak lange) opnameperiode op onze afdeling, thuiskomt. De onderwerpen die hierin aan de orde komen worden niet gedetailleerd besproken. Wij beseffen dat iedere situatie uniek is. En niet alle informatie in deze uitgave hoeft voor u van toepassing te zijn.",Wat is de aanbeveling voor patiënten met unieke situaties?,Wij beseffen dat iedere situatie uniek is.
16,49.0,Acupunctuur  (Nocepta),Vergoeding,"Acupunctuur wordt niet vergoed vanuit de basisverzekering. U betaalt de kosten van € 55,60 vooraf aan de behandeling bij de secretaresse van de polikliniek Pijnbestrijding. Er staat een pin automaat bij de receptie. U krijgt een nota mee voor declaratie bij uw zorgverzekeraar. De vergoeding van de zorgverzekeraar is afhankelijk van hoe u verzekerd bent. Informeert u daarom vooraf bij uw zorgverzekeraar of deze behandeling wordt vergoed.",Wordt acupunctuur vergoed vanuit de basisverzekering?,"Nee, acupunctuur wordt niet vergoed vanuit de basisverzekering."
39,52.0,Aanvraagformulier kopie medische gegevens,Identificatie,Voeg voor het aanvragen een kopie legitimatie (rijbewijs/ID-kaart/paspoort) toe aan dit formulier. Bij het ophalen van de gegevens dient een geldige legitimatie te worden getoond. Bij machtiging dient de patiënt en de gemachtigde het aanvraagformulier te tekenen. Hierbij geeft de patiënt toestemming dat betreffende gemachtigde zijn of haar gegevens in ontvangst kan nemen. In dat geval moet bij het afhalen behalve een ingevuld formulier ook een kopie van het legitimatiebewijs van de patiënt worden overgelegd.,Moet er bij het ophalen van de gegevens ook een geldig legitimatiebewijs worden getoond?,"Ja, bij het ophalen van de gegevens dient een geldig legitimatiebewijs getoond te worden."
234,52.0,Afdeling medische psychologie,Beroepsgeheim,De psycholoog heeft geheimhoudingsplicht en verstrekt zonder uw toestemming geen informatie aan derden (buiten het behandelteam). Dit blijft gelden ook na het beëindigen van het contact. De psycholoog mag de geheimhoudingsplicht alleen doorbreken als hij of zij gegronde redenen heeft om te menen dat het doorbreken van de geheimhouding het enige en laatste middel is om direct gevaar voor personen te voorkomen. Of wanneer hij of zij door wettelijke bepalingen of een rechterlijke beslissing daartoe wordt gedwongen.,Wat is de geheimhoudingsplicht van een psycholoog?,"Een psycholoog heeft geheimhoudingsplicht en verstrekt zonder uw toestemming geen informatie aan derden, tenzij dit noodzakelijk is om direct gevaar te voorkomen of door wettelijke bepalingen of een rechterlijke beslissing wordt gevraagd."
19,53.0,Bipolaire enucleatie van de prostaat,Tot slot,Deze folder betreft een algemene voorlichting en is bedoeld als extra informatie naast het gesprek met uw behandelend specialist. Bijzondere omstandigheden kunnen tot wijzigingen aanleiding geven. Dit zal altijd door uw behandelend specialist aan u kenbaar worden gemaakt. Bij vragen kunt u contact opnemen met de polikliniek urologie.,Wat is de naam van deze folder?,De naam van deze folder is 'Bipolaire enucleatie van de prostaat'.
235,53.0,Urethraplastiek,Tot slot,Deze folder geeft algemene voorlichting en is bedoeld als extra informatie naast het gesprek met uw behandelend specialist. In bijzondere situaties kunnen er veranderingen plaatsvinden. Uw behandelend medisch specialist laat u dit altijd weten. Heeft u na het lezen van deze folder nog vragen dan kunt u contact opnemen met de polikliniek urologie.,Wat is urethraplastiek en waar is het voor bedoeld?,Urethraplastiek is een chirurgische ingreep die wordt uitgevoerd om de plasbuis te herstellen of te vervangen. Het doel van de ingreep is om de functie van de plasbuis te herstellen en eventuele problemen met plassen te verhelpen.
93,54.0,Afdeling moeder en kind (neonatologie),Ontwikkelingsgerichte zorg,"Ontwikkelingsgerichte zorg voor uw baby is het verminderen van prikkels en stress, het stimuleren van de ontwikkeling en het bevorderen van de band tussen kind en ouders. Bij te vroeg geboren kinderen is de hersenontwikkeling nog niet helemaal voltooid. Daarom streven wij ernaar om sommige prikkels zoveel mogelijk te voorkomen. Dit zijn bijvoorbeeld prikkels als harde geluiden, een onrustige omgeving, veel licht en verstoringen van de slaap. U bent als ouder(s) de belangrijkste en meest constante personen in het leven van uw baby. Daarom betrekken wij u zoveel mogelijk bij de zorg van uw baby. Wij begeleiden u graag om het gedrag van uw baby te leren (her)kennen, zodat de zorg zo goed mogelijk op uw baby wordt afgestemd. Wij begeleiden u in wat uw baby nodig heeft om zich zo goed mogelijk te kunnen ontwikkelen. Op deze manier maken we een zorgplan dat inspeelt op de persoonlijke behoeftes van uw baby. Om de relatie en hechting tussen u en uw baby te bevorderen, wordt het kangoeroeën oftewel buidelen aanbevolen. Hierbij legt de moeder of vader de baby bloot op haar/zijn borst. In verband met de veiligheid tijdens het huid-op-huidcontact is het belangrijk dat één van de beide ouders wakker is, ouder en baby half rechtop zitten zodat de baby goed kan ademen en dat één van de ouders aandacht voor het kind heeft. U kunt als moeder ook een doekje dat u op de blote huid gedragen hebt onder het hoofdje van uw baby leggen. Uw baby zal uw vertrouwde geur herkennen. Video Interactie Begeleiding (VIB) VIB geeft de mogelijkheid om u bewust te worden van het contact dat u en uw baby hebben. We maken video-opnamen van u en uw baby en later kijken we deze beelden samen met u terug. Dagboekje U kunt een dagboekje bijhouden. Hierin kunt u zo vaak u wilt uw ervaringen en gevoelens opschrijven. Hierbij mag u ook gebruik maken van de gegevens uit het zorgdossier. Ook kan de verpleegkundige die voor uw kind zorgt een stukje in het dagboekje schrijven.",Wat is ontwikkelingsgerichte zorg?,"Ontwikkelingsgerichte zorg voor uw baby is het verminderen van prikkels en stress, het stimuleren van de ontwikkeling en het bevorderen van de band tussen kind en ouders."
237,54.0,Uw baby thuis,Gedrag en groei van de baby,"Uw kind heeft al wat meer ‘levenservaring’ dan een baby die ‘op tijd’ is geboren. U moet echter bij het volgen van de groei en ontwikkeling het aantal weken dat uw kind te vroeg is geboren aftrekken van de leeftijd na de geboorte. Is uw kind bijvoorbeeld zestien weken oud, maar negen weken te vroeg geboren, dan is de ontwikkelingsleeftijd zestien min negen, dus zeven weken. Daarom mag u uw kind niet vergelijken met een ‘op tijd’ geboren baby van dezelfde leeftijd. Ouders vragen al snel aan elkaar hoe oud de baby is, om vervolgens onderling te vergelijken. Laat u niet ontmoedigen als uw kind in de ogen van anderen ‘achter’ is. Ieder kind ontwikkelt zich in zijn eigen tempo. Een te vroeg geboren baby haalt de ‘achterstand’ over het algemeen snel in. U zult zich al snel niet meer kunnen voorstellen dat uw kind zo klein was bij de geboorte. Twijfelt u of maakt u zich zorgen, neem dan contact op met de arts van het consultatiebureau of de kinderarts. Zij kunnen u duidelijk maken wat u bij de ontwikkeling van uw kind kunt verwachten. Voor advies kunt u ook altijd contact opnemen met de JGZ verpleegkundige. Zij is ook altijd bereid u in contact te brengen met andere ouders van couveusekinderen. Uw kind zal door de ervaring die het heeft opgedaan in het ziekenhuis, vaak meer willen dan hij of zij lichamelijk aankan. Dit kan een reden zijn voor de onrust. U helpt uw baby in deze periode door met hem of haar te spelen en aandacht te geven. U leert bovendien de behoeften van uw kind kennen door hem of haar goed in de gaten te houden en op de reacties te letten. Probeer niets te forceren, maar geef uzelf en de baby juist de tijd om aan elkaar te wennen. Geduld en vertrouwen zijn hiervoor belangrijke factoren. Samen moet u het juiste ritme vinden.",Waarom mogen ouders van te vroeg geboren baby's hen niet vergelijken met 'op tijd' geboren baby's van dezelfde leeftijd?,Ouders mogen hun te vroeg geboren baby's niet vergelijken met 'op tijd' geboren baby's van dezelfde leeftijd omdat de ontwikkelingsleeftijd van de te vroeg geboren baby's aftrek van het aantal weken dat ze te vroeg zijn geboren.
36,55.0,Gemalen voeding,Vragen,Heeft u na het lezen van deze folder nog vragen? Neem dan gerust contact op met de diëtist. Zij wil uw vragen graag beantwoorden. Afdeling diëtetiek ZGT Telefoonnummer: 088 708 32 20 Bereikbaar op werkdagen van 8.30 – 12.30 uur. E-mail: dietisten@zgt.nl,Hoe kan ik contact opnemen met de diëtist?,U kunt telefonisch of per e-mail contact opnemen met de diëtist van de Afdeling diëtetiek ZGT.
70,58.0,Actigrafie bij kinderen,Check het dossier van uw kind op MijnZGT,"MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van het medisch dossier van uw kind inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij hebben klaargezet. Kijk voor meer informatie de folder ‘MijnZGT machtiging ouders’.",Kan ik ook vragenlijsten invullen voor mijn kind via MijnZGT?,"Ja, u kunt vragenlijsten invullen voor uw kind via MijnZGT. Deze worden klaargezet door het ziekenhuis."
83,59.0,Afdeling 3 zuid (ZGT Almelo),VOD (voorlopige ontslagdatum),"Op de afdeling longgeneeskunde werken we met een VOD. Dit houdt in dat de longarts/arts-assistent al direct bij opname een ontslagdatum vaststelt. Dit is een streefdatum waar we met u naar toe werken. Dagelijks wordt in de artsenvisite de VOD geëvalueerd en zo nodig aangepast, als blijkt dat ontslag nog niet haalbaar is.","Wordt de VOD ook besproken tijdens de artsenvisite en zo ja, hoe vaak?","Ja, de VOD wordt dagelijks besproken tijdens de artsenvisite en eventueel aangepast."
41,61.0,Congenitale heupdysplasie,Informatie,Vereniging aangeboren heupafwijkingen Oudstraat 2 3404 HC IJSSELSTEIN heupafwijkingen.nl e-mail: info@heupafwijkingen.nl maxi-cosi.nl/nl-nl/service/heupdysplasie- service.aspx,Wat is congenitale heupdysplasie?,Congenitale heupdysplasie is een aangeboren afwijking waarbij de heupkop niet goed in de heupkom past.
72,7.0,(Langdurig) gebroken vliezen,(Langdurig) gebroken vliezen,"Als de vliezen gebroken zijn, bij een zwangerschapsduur van 37 tot 42 weken, kan het zijn dat de weeën nog even op zich laten wachten en de bevalling dus nog niet begint. De kans is wel groot dat u spontaan weeën krijgt binnen 24 uur. In deze folder leest u wat u kunt verwachten en wat u kunt doen wanneer uw vliezen gebroken zijn.",Wat is de kans dat spontaan weeën ontstaan binnen 24 uur na het breken van de vliezen?,De kans is groot dat u spontaan weeën krijgt binnen 24 uur na het breken van de vliezen.
177,7.0,Bisfosfonaten,"Vruchtbaarheid, zwangerschap en borstvoeding","Omdat er onvoldoende gegevens bekend zijn over het gebruik van bisfosfonaten tijdens de zwangerschap of borstvoeding, wordt geadviseerd deze middelen niet te gebruiken als u zwanger bent, bij zwangerschapswens of tijdens borstvoeding. Neem tijdig contact op (minimaal drie maanden voordat u zwanger wilt worden) met uw reumatoloog of reumaverpleegkundige wanneer u een zwangerschapswens heeft en een bisfosfonaat gebruikt. Indien u tijdens het gebruik van een bisfosfonaat zwanger wordt neem dan contact op met uw reumatoloog of huisarts.",Wat is het advies voor vrouwen die zwanger willen worden en bisfosfonaten gebruiken?,"Het wordt afgeraden om bisfosfonaten te gebruiken als u zwanger bent, een zwangerschapswens heeft of borstvoeding geeft. Neem minstens drie maanden voordat u zwanger wilt worden contact op met uw reumatoloog of reumaverpleegkundige als u een bisfosfonaat gebruikt en een zwangerschapswens heeft."
