topic_id,filename,header,section_text
56,Hyperventilatie,Vragen,"Mocht u na het lezen van deze brochure nog vragen hebben, stel ze dan gerust. Tijdens kantooruren kunt u bellen naar de afdeling fysiotherapie ZGT. 
- Locatie Almelo: 088 708 32 10 
- Locatie Hengelo: 088 708 52 00"
56,Ileostoma _ colostoma,Vragen,"Heeft u na het lezen van deze folder nog vragen, neemt u dan contact op met de stomapolikliniek: 
- Ziekenhuislocatie Almelo, telefoonnummer 088 708 36 74."
56,Het gebruik van hoeveelheid corticosteroïdzalf,Vragen,"Heeft u naar aanleiding van deze folder vragen, neem dan contact op met de polikliniek dermatologie, via telefoonnummer 088 708 31 30 (locatie Almelo) of 088 708 53 41 (locatie Hengelo)."
56,Focale vulvitis,Vragen,"Heeft u na het lezen van deze folder nog vragen, stel ze dan gerust. Uw gynaecoloog wil ze graag beantwoorden. U kunt bellen met de polikliniek gynaecologie via telefoonnummer 088 708 33 60 (Almelo) of 088 708 52 50 (Hengelo)."
56,"Lymfoedeem, fysiotherapie",Afspraak maken,"Voor het maken van een afspraak kunt u contact opnemen met het secretariaat van de afdeling fysiotherapie/ergotherapie. Tijdens kantooruren bereikbaar op onderstaande telefoonnummers. 
- Locatie Almelo: 088 708 32 10, Route: 0.12; 
- Locatie Hengelo: 088 708 52 00, Route: 0.15."
56,"Methotrexaat (MTX), instructie zelftoedienen van",Vragen,"Mocht u na het lezen van de folder nog vragen hebben, dan kunt u contact opnemen met de polikliniek dermatologie. 
- Ziekenhuislocatie Hengelo, telefoonnummer 088 708 53 40. 
- Ziekenhuislocatie Almelo, telefoonnummer 088 708 31 30."
59,Skin-tear (stroopwond),Vragen,"Heeft u na het lezen van deze folder nog vragen of signaleert u onderstaande problemen? 
- Koorts (38,5 en hoger) 
- Nabloeding 
- Roodheid 
- Zwelling 
- Aanhoudende pijnklachten Tijdens kantooruren kunt u contact opnemen met het secretariaat polikliniek chirurgie, telefoonnummer 088 708 52 33. Buiten kantooruren kunt u contact opnemen met de spoedeisende hulp, telefoonnummer 088 708 78 78."
59,Blindedarm operatie nazorg,Vragen,"Heeft u na het lezen van deze folder nog vragen, stel ze dan gerust. Heeft u na de operatie thuis nog vragen of doen zich problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31 
- Buiten kantooruren kunt u contact opnemen met de afdeling spoedeisende hulp telefoonnummer 088 708 78 78."
59,Liesbreukbehandeling - regulier,Vragen,"Heeft u na de operatie thuis nog vragen of doen zich thuis problemen voor, neem dan als volgt contact op met het ziekenhuis: 
- Tijdens kantooruren kunt u contact opnemen met het secretariaat van de chirurgen, telefoonnummer 088 708 52 31. 
- Buiten kantooruren kunt u contact opnemen met de spoedeisende hulp, telefoonnummer 088 708 78 78. Neem ook contact op indien u thuis klachten krijgt van onderstaande punten 
- Koorts (38.5 oC en hoger langer dan twee dagen); 
- Nabloeding; 
- Zwelling; 
- Aanhoudende pijn."
59,Thuistoediening chemokuur 5 FU,Oncologieverpleegkundige,"Wanneer u vragen heeft over de chemokuur die u krijgt of wanneer u hier bijwerkingen van ervaart neemt u contact op met de oncologieverpleegkundige. Er is 24 uur per dag een oncologieverpleegkundige bereikbaar. Binnen kantoortijden 08.00 – 17.00 uur Dagbehandeling Oncologie ZGT telefoonnummer 088 708 35 64 Buiten kantoortijden Afdeling 5 west/Oncologie, telefoonnummer 088 708 34 20"
