,Document,Question,Answer,Question-Context N-gram Similarity,Answer-Context N-gram Similarity,TF-IDF,Max TF-IDF
55,"Locatie Almelo Telefoonnummer 088 - 708 3210 Locatie Hengelo Telefoonnummer 088 - 708 5200 Kinderfysiotherapeuten Ziekenhuisgroep Twente 
- Martijn van den Bosch 
- Jose Holshof 
- Mirjam Liedenbaum 
- Hilde Monnikhof 
- Danielle Schepers",Wat zijn de telefoonnummers van de locaties van Ziekenhuisgroep Twente in Almelo en Hengelo?,Het telefoonnummer van de locatie in Almelo is 088 - 708 3210 en het telefoonnummer van de locatie in Hengelo is 088 -708 5200.,0.037037037037037035,0.13793103448275862,"[0, 0, 0, 0, 0, 0, 0]",0
56,"Locatie Almelo Telefoonnummer 088 - 708 3210 Locatie Hengelo Telefoonnummer 088 - 708 5200 Kinderfysiotherapeuten Ziekenhuisgroep Twente 
- Martijn van den Bosch 
- Jose Holshof 
- Mirjam Liedenbaum 
- Hilde Monnikhof 
- Danielle Schepers",Hoeveel kinderfysiotherapeuten zijn er werkzaam bij Ziekenhuisgroep Twente?,"Er zijn vijf kinderfysiotherapeuten werkzaam bij Ziekenhuisgroep Twente: Martijn van den Bosch, Jose Holshof, Mirjam Liedenbaum, Hilde Monnikhof en Danielle Schepers.",0.038461538461538464,0.46153846153846156,"[0, 0, 0, 0, 0]",0
57,"Locatie Almelo Telefoonnummer 088 - 708 3210 Locatie Hengelo Telefoonnummer 088 - 708 5200 Kinderfysiotherapeuten Ziekenhuisgroep Twente 
- Martijn van den Bosch 
- Jose Holshof 
- Mirjam Liedenbaum 
- Hilde Monnikhof 
- Danielle Schepers",Waar bevinden zich de locaties van Ziekenhuisgroep Twente?,De locatie in Almelo bevindt zich in Almelo en de locatie in Hengelo bevindt zich in Hengelo.,0.038461538461538464,0.07142857142857142,"[0, 0, 0, 0, 0]",0
58,"Locatie Almelo Telefoonnummer 088 - 708 3210 Locatie Hengelo Telefoonnummer 088 - 708 5200 Kinderfysiotherapeuten Ziekenhuisgroep Twente 
- Martijn van den Bosch 
- Jose Holshof 
- Mirjam Liedenbaum 
- Hilde Monnikhof 
- Danielle Schepers",Welk telefoonnummer moet ik bellen als ik een afspraak wil maken bij Ziekenhuisgroep Twente?,U kunt bellen naar het algemene telefoonnummer van Ziekenhuisgroep Twente: 088 - 708 3210.,0.03571428571428571,0.10714285714285714,"[0, 0, 0, 0, 0, 0, 0]",0
59,"Locatie Almelo Telefoonnummer 088 - 708 3210 Locatie Hengelo Telefoonnummer 088 - 708 5200 Kinderfysiotherapeuten Ziekenhuisgroep Twente 
- Martijn van den Bosch 
- Jose Holshof 
- Mirjam Liedenbaum 
- Hilde Monnikhof 
- Danielle Schepers",Wie zijn de kinderfysiotherapeuten bij Ziekenhuisgroep Twente?,"De kinderfysiotherapeuten bij Ziekenhuisgroep Twente zijn Martijn van den Bosch, Jose Holshof, Mirjam Liedenbaum, Hilde Monnikhof en Danielle Schepers.",0.08695652173913043,0.5652173913043478,"[0, 0, 0, 0]",0
60,Het verwijderde weefsel wordt opgestuurd naar de patholoog. Die onderzoekt het weefsel onder de microscoop en na ongeveer veertien dagen krijgt u (telefonisch) de uitslag.,Wie onderzoekt het verwijderde weefsel onder de microscoop?,Een patholoog onderzoekt het verwijderde weefsel onder de microscoop.,0.15384615384615385,0.23076923076923078,"[0, 0, 0, 0, 0]",0
61,Het verwijderde weefsel wordt opgestuurd naar de patholoog. Die onderzoekt het weefsel onder de microscoop en na ongeveer veertien dagen krijgt u (telefonisch) de uitslag.,Wat gebeurt er met het verwijderde weefsel na de procedure?,Het verwijderde weefsel wordt opgestuurd naar een patholoog voor onderzoek.,0.07142857142857142,0.23076923076923078,"[0, 0, 0, 0, 0]",0
62,Het verwijderde weefsel wordt opgestuurd naar de patholoog. Die onderzoekt het weefsel onder de microscoop en na ongeveer veertien dagen krijgt u (telefonisch) de uitslag.,Hoe lang duurt het onderzoek van het verwijderde weefsel ongeveer?,Het onderzoek van het verwijderde weefsel kan tussen enkele dagen en enkele weken duren.,0.0625,0.05263157894736842,"[0, 0, 0, 0, 0, 0, 0]",0
63,Bij vragen of problemen kunt u tijdens kantooruren (8.00 tot 16.30 uur) contact opnemen met de polikliniek plastische chirurgie via telefoonnummer: 088 708 52 45. Bij complicaties buiten kantooruren kunt u bellen met ZGT (088 708 78 78) en u laten doorverbinden met de afdeling spoedeisende hulp.,Hoe kan ik contact opnemen met de polikliniek plastische chirurgie?,U kunt tijdens kantooruren (8.00 tot 16.30 uur) contact opnemen met de polikliniek plastische chirurgie via telefoonnummer: 088 708 52 45.,0.125,0.45454545454545453,"[0, 0, 0, 0, 0, 0]",0
64,Bij vragen of problemen kunt u tijdens kantooruren (8.00 tot 16.30 uur) contact opnemen met de polikliniek plastische chirurgie via telefoonnummer: 088 708 52 45. Bij complicaties buiten kantooruren kunt u bellen met ZGT (088 708 78 78) en u laten doorverbinden met de afdeling spoedeisende hulp.,Hoe laat kan ik bellen met de afdeling spoedeisende hulp?,U kunt tijdens kantooruren bellen met de afdeling spoedeisende hulp via telefoonnummer: 088 708 78 78.,0.058823529411764705,0.2571428571428571,"[0, 0, 0, 0, 0, 0]",0
65,Bij vragen of problemen kunt u tijdens kantooruren (8.00 tot 16.30 uur) contact opnemen met de polikliniek plastische chirurgie via telefoonnummer: 088 708 52 45. Bij complicaties buiten kantooruren kunt u bellen met ZGT (088 708 78 78) en u laten doorverbinden met de afdeling spoedeisende hulp.,Met wie moet ik bellen voor complicaties buiten kantooruren?,U kunt bellen met ZGT via telefoonnummer: 088 708 78 78.,0.06060606060606061,0.21212121212121213,"[0, 0, 0, 0, 0]",0
66,Bij vragen of problemen kunt u tijdens kantooruren (8.00 tot 16.30 uur) contact opnemen met de polikliniek plastische chirurgie via telefoonnummer: 088 708 52 45. Bij complicaties buiten kantooruren kunt u bellen met ZGT (088 708 78 78) en u laten doorverbinden met de afdeling spoedeisende hulp.,Hoe laat kan ik bellen met ZGT?,U kunt buiten kantooruren bellen met ZGT via telefoonnummer: 088 708 78 78.,0.030303030303030304,0.2,"[0, 0, 0, 0]",0
67,Bij vragen of problemen kunt u tijdens kantooruren (8.00 tot 16.30 uur) contact opnemen met de polikliniek plastische chirurgie via telefoonnummer: 088 708 52 45. Bij complicaties buiten kantooruren kunt u bellen met ZGT (088 708 78 78) en u laten doorverbinden met de afdeling spoedeisende hulp.,Hoe kan ik in contact komen met de polikliniek plastische chirurgie?,U kunt tijdens kantooruren contact opnemen met de polikliniek plastische chirurgie via telefoonnummer: 088 708 52 45.,0.058823529411764705,0.3235294117647059,"[0, 0, 0, 0, 0, 0]",0
68,"Heeft u naar aanleiding van deze folder vragen, neem dan contact op met de poli traumachirurgie van ZGT via telefoonnummer 088 708 52 33",Hoe kan ik contact opnemen met de poli traumachirurgie van ZGT?,Neem dan contact op met de poli traumachirurgie van ZGT via telefoonnummer 088 708 52 33.,0.13333333333333333,0.7692307692307693,"[0, 0, 0, 0, 0, 0]",0
69,"Heeft u naar aanleiding van deze folder vragen, neem dan contact op met de poli traumachirurgie van ZGT via telefoonnummer 088 708 52 33",Hoe kan ik een afspraak maken met de poli traumachirurgie van ZGT?,"Om een afspraak te maken met de poli traumachirurgie van ZGT, kunt u bellen naar telefoonnummer 088 708 52 33.",0.13333333333333333,0.3333333333333333,"[0, 0, 0, 0, 0, 0]",0
70,"Heeft u naar aanleiding van deze folder vragen, neem dan contact op met de poli traumachirurgie van ZGT via telefoonnummer 088 708 52 33",Wat is het telefoonnummer van de poli traumachirurgie van ZGT?,Het telefoonnummer van de poli traumachirurgie van ZGT is 088 708 52 33.,0.14285714285714285,0.3333333333333333,"[0, 0, 0, 0, 0]",0
71,"Heeft u naar aanleiding van deze folder vragen, neem dan contact op met de poli traumachirurgie van ZGT via telefoonnummer 088 708 52 33",Wat is het belangrijkste wat ik moet weten over de poli traumachirurgie van ZGT?,Het belangrijkste om te weten over de poli traumachirurgie van ZGT is dat u contact kunt opnemen via telefoonnummer 088 708 52 33 voor eventuele vragen.,0.13333333333333333,0.3333333333333333,"[0, 0, 0, 0, 0, 0]",0
72,Voor vragen of meer informatie kunt u contact opnemen met het secretariaat afdeling psychiatrie 088 708 31 50.,Hoe kan ik contact opnemen met het secretariaat afdeling psychiatrie?,U kunt contact opnemen met het secretariaat afdeling psychiatrie door te bellen naar 088 708 31 50.,0.36363636363636365,0.6153846153846154,"[0, 0, 0, 0, 0, 0]",0
73,Voor vragen of meer informatie kunt u contact opnemen met het secretariaat afdeling psychiatrie 088 708 31 50.,Wat is het telefoonnummer van het secretariaat afdeling psychiatrie?,Het telefoonnummer van het secretariaat afdeling psychiatrie is 088 708 31 50.,0.16666666666666666,0.5,"[0, 0, 0, 0, 0]",0
74,Voor vragen of meer informatie kunt u contact opnemen met het secretariaat afdeling psychiatrie 088 708 31 50.,Kan ik voor meer informatie terecht bij het secretariaat afdeling psychiatrie?,"Ja, voor meer informatie kunt u contact opnemen met het secretariaat afdeling psychiatrie door te bellen naar 088 708 31 50.",0.15384615384615385,0.6923076923076923,"[0, 0, 0, 0, 0, 0]",0
75,Voor vragen of meer informatie kunt u contact opnemen met het secretariaat afdeling psychiatrie 088 708 31 50.,Wat is het belang van het vermelden van het specifieke telefoonnummer?,Het specifieke telefoonnummer is belangrijk omdat het direct verwijst naar het secretariaat afdeling psychiatrie en daarmee nauwkeurigheid en duidelijkheid bevordert.,0.0,0.1,"[0, 0, 0, 0, 0]",0
76,Voor vragen of meer informatie kunt u contact opnemen met het secretariaat afdeling psychiatrie 088 708 31 50.,Moet ik bij het contact opnemen met het secretariaat afdeling psychiatrie rekening houden met bepaalde openingstijden?,"Ja, het secretariaat afdeling psychiatrie is op specifieke tijden bereikbaar. Het is raadzaam om de openingstijden te raadplegen voordat u contact opneemt.",0.26666666666666666,0.1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
77,Heeft u nog vragen of wilt u meer informatie? Kijk dan op onze website of neem contact op met het secretariaat van de polikliniek oogheelkunde. Polikliniek oogheelkunde telefoonnummer: 088 708 31 40 Website: zgt.nl/oogheelkunde Bron: Folder NOG ‘Glaucoom’ oogheelkunde.org,Waar kan ik meer informatie vinden over glaucoom?,U kunt meer informatie vinden over glaucoom op onze website of door contact op te nemen met het secretariaat van de polikliniek oogheelkunde.,0.0,0.0967741935483871,"[0, 0, 0, 0]",0
78,Heeft u nog vragen of wilt u meer informatie? Kijk dan op onze website of neem contact op met het secretariaat van de polikliniek oogheelkunde. Polikliniek oogheelkunde telefoonnummer: 088 708 31 40 Website: zgt.nl/oogheelkunde Bron: Folder NOG ‘Glaucoom’ oogheelkunde.org,Wat is het telefoonnummer van de polikliniek oogheelkunde?,Het telefoonnummer van de polikliniek oogheelkunde is 088 708 31 40.,0.04,0.15384615384615385,"[0, 0, 0, 0]",0
79,Heeft u nog vragen of wilt u meer informatie? Kijk dan op onze website of neem contact op met het secretariaat van de polikliniek oogheelkunde. Polikliniek oogheelkunde telefoonnummer: 088 708 31 40 Website: zgt.nl/oogheelkunde Bron: Folder NOG ‘Glaucoom’ oogheelkunde.org,Wat is het emailadres van het secretariaat van de polikliniek oogheelkunde?,Het secretariaat van de polikliniek oogheelkunde is te bereiken via het emailadres oogheelkunde@zgt.nl.,0.08,0.06896551724137931,"[0, 0, 0, 0, 0]",0
80,Heeft u nog vragen of wilt u meer informatie? Kijk dan op onze website of neem contact op met het secretariaat van de polikliniek oogheelkunde. Polikliniek oogheelkunde telefoonnummer: 088 708 31 40 Website: zgt.nl/oogheelkunde Bron: Folder NOG ‘Glaucoom’ oogheelkunde.org,Waar kan ik terecht voor meer informatie over glaucoom?,U kunt terecht op onze website of neem contact op met het secretariaat van de polikliniek oogheelkunde voor meer informatie over glaucoom.,0.0,0.21428571428571427,"[0, 0, 0, 0]",0
81,"ziekenhuis? Hebt u na afloop van het onderzoek buikpijn, koorts en/of bloedverlies dan belt u met het MDL-centrum. Bereikbaar van maandag tot en met vrijdag van 08.30 uur tot 16.30 uur. Telefoonnummer 088 708 34 00. U kunt dit nummer ook bellen als u vragen heeft na het lezen van deze folder. Mochten de complicaties optreden buiten kantooruren dan kunt u tot 3 dagen na de colonoscopie bellen naar de klinische MDL- afdeling 5 West; telefoonnummer 088 708 34 20.","Wat moet ik doen als ik buikpijn, koorts en/of bloedverlies krijg na het onderzoek?",Neem direct contact op met het MDL-centrum op maandag tot en met vrijdag tussen 08.30 uur en 16.30 uur op telefoonnummer 088 708 34 00. Dit nummer kunt u ook bellen als u vragen heeft na het lezen van deze folder.,0.06521739130434782,0.22641509433962265,"[0, 0, 0, 0, 0, 0, 0]",0
82,"ziekenhuis? Hebt u na afloop van het onderzoek buikpijn, koorts en/of bloedverlies dan belt u met het MDL-centrum. Bereikbaar van maandag tot en met vrijdag van 08.30 uur tot 16.30 uur. Telefoonnummer 088 708 34 00. U kunt dit nummer ook bellen als u vragen heeft na het lezen van deze folder. Mochten de complicaties optreden buiten kantooruren dan kunt u tot 3 dagen na de colonoscopie bellen naar de klinische MDL- afdeling 5 West; telefoonnummer 088 708 34 20.",Hoe lang kan ik contact opnemen met de klinische MDL-afdeling als ik buiten kantooruren complicaties ervaar?,U kunt tot 3 dagen na de colonoscopie contact opnemen met de klinische MDL-afdeling 5 West op telefoonnummer 088 708 34 20.,0.0196078431372549,0.1836734693877551,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
83,"ziekenhuis? Hebt u na afloop van het onderzoek buikpijn, koorts en/of bloedverlies dan belt u met het MDL-centrum. Bereikbaar van maandag tot en met vrijdag van 08.30 uur tot 16.30 uur. Telefoonnummer 088 708 34 00. U kunt dit nummer ook bellen als u vragen heeft na het lezen van deze folder. Mochten de complicaties optreden buiten kantooruren dan kunt u tot 3 dagen na de colonoscopie bellen naar de klinische MDL- afdeling 5 West; telefoonnummer 088 708 34 20.","Wanneer kan ik het MDL-centrum bellen als ik buikpijn, koorts en/of bloedverlies krijg na het onderzoek?",U kunt het MDL-centrum bellen op maandag tot en met vrijdag tussen 08.30 uur en 16.30 uur op telefoonnummer 088 708 34 00.,0.061224489795918366,0.16,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0
84,"ziekenhuis? Hebt u na afloop van het onderzoek buikpijn, koorts en/of bloedverlies dan belt u met het MDL-centrum. Bereikbaar van maandag tot en met vrijdag van 08.30 uur tot 16.30 uur. Telefoonnummer 088 708 34 00. U kunt dit nummer ook bellen als u vragen heeft na het lezen van deze folder. Mochten de complicaties optreden buiten kantooruren dan kunt u tot 3 dagen na de colonoscopie bellen naar de klinische MDL- afdeling 5 West; telefoonnummer 088 708 34 20.",Wat is het telefoonnummer van de klinische MDL-afdeling als ik buiten kantooruren complicaties ervaar?,Het telefoonnummer van de klinische MDL-afdeling 5 West is 088 708 34 20.,0.02040816326530612,0.08333333333333333,"[0, 0, 0, 0, 0, 0, 0, 0]",0
85,"ziekenhuis? Hebt u na afloop van het onderzoek buikpijn, koorts en/of bloedverlies dan belt u met het MDL-centrum. Bereikbaar van maandag tot en met vrijdag van 08.30 uur tot 16.30 uur. Telefoonnummer 088 708 34 00. U kunt dit nummer ook bellen als u vragen heeft na het lezen van deze folder. Mochten de complicaties optreden buiten kantooruren dan kunt u tot 3 dagen na de colonoscopie bellen naar de klinische MDL- afdeling 5 West; telefoonnummer 088 708 34 20.",Binnen welke termijn kan ik contact opnemen met de klinische MDL-afdeling als ik buiten kantooruren complicaties ervaar?,U kunt tot 3 dagen na de colonoscopie contact opnemen met de klinische MDL-afdeling 5 West.,0.018867924528301886,0.08163265306122448,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
86,"Tijdens kantooruren Telefoonnummer 088 708 33 90. In zeer dringende gevallen, welke niet kunnen wachten tot de volgende werkdag, kunt u buiten kantooruren bellen met de spoedeisende hulp. Telefoonnummer 088 708 78 78.",Wat is het telefoonnummer van de spoedeisende hulp tijdens kantooruren?,Het telefoonnummer van de spoedeisende hulp tijdens kantooruren is 088 708 33 90.,0.08333333333333333,0.15384615384615385,"[0, 0, 0, 0, 0, 0]",0
87,"Tijdens kantooruren Telefoonnummer 088 708 33 90. In zeer dringende gevallen, welke niet kunnen wachten tot de volgende werkdag, kunt u buiten kantooruren bellen met de spoedeisende hulp. Telefoonnummer 088 708 78 78.",Wat is het telefoonnummer van de spoedeisende hulp buiten kantooruren?,Het telefoonnummer van de spoedeisende hulp buiten kantooruren is 088 708 78 78.,0.08333333333333333,0.2,"[0, 0, 0, 0, 0, 0]",0
88,"Tijdens kantooruren Telefoonnummer 088 708 33 90. In zeer dringende gevallen, welke niet kunnen wachten tot de volgende werkdag, kunt u buiten kantooruren bellen met de spoedeisende hulp. Telefoonnummer 088 708 78 78.",Wat moet ik doen bij zeer dringende gevallen buiten kantooruren?,Bij zeer dringende gevallen buiten kantooruren kunt u bellen met de spoedeisende hulp op telefoonnummer 088 708 78 78.,0.13043478260869565,0.4,"[0, 0, 0, 0, 0, 0]",0
89,"Tijdens kantooruren Telefoonnummer 088 708 33 90. In zeer dringende gevallen, welke niet kunnen wachten tot de volgende werkdag, kunt u buiten kantooruren bellen met de spoedeisende hulp. Telefoonnummer 088 708 78 78.",Wat is het algemene telefoonnummer tijdens kantooruren?,Het algemene telefoonnummer tijdens kantooruren is 088 708 33 90.,0.041666666666666664,0.11538461538461539,"[0, 0, 0, 0, 0]",0
90,"Tijdens kantooruren Telefoonnummer 088 708 33 90. In zeer dringende gevallen, welke niet kunnen wachten tot de volgende werkdag, kunt u buiten kantooruren bellen met de spoedeisende hulp. Telefoonnummer 088 708 78 78.",Wanneer moet ik bellen met de spoedeisende hulp?,U kunt bellen met de spoedeisende hulp in zeer dringende gevallen die niet kunnen wachten tot de volgende werkdag. Bijvoorbeeld bij een noodgeval of levensbedreigende situatie.,0.08695652173913043,0.20689655172413793,"[0, 0, 0, 0]",0
91,"Heeft u vragen of wilt u meer informatie? Wij zijn de hele week aanwezig, behalve op vrijdag. Telefoonnummer: 088 708 31 20. Mailen mag ook. E-mail: plasenpoeppoli@zgt.nl",Wanneer is de plas- en poeppoli aanwezig en wanneer niet?,"De plas- en poeppoli is elke week aanwezig, behalve op vrijdag.",0.0,0.14285714285714285,"[0, 0, 0, 0, 0]",0
92,"Heeft u vragen of wilt u meer informatie? Wij zijn de hele week aanwezig, behalve op vrijdag. Telefoonnummer: 088 708 31 20. Mailen mag ook. E-mail: plasenpoeppoli@zgt.nl",Wat is het telefoonnummer van de plas- en poeppoli?,Het telefoonnummer van de plas- en poeppoli is 088 708 31 20.,0.0,0.09090909090909091,"[0, 0, 0, 0]",0
93,"Mocht u na het lezen van deze informatie nog vragen hebben, stel deze gerust. Wij willen ze graag voor u beantwoorden. Op werkdagen zijn wij tussen 08.00 en 16.30 uur telefonisch bereikbaar via secretariaat urologie, telefoonnummer 088 708 33 60 of 088 708 52 60.",Waar kan ik terecht met vragen over een verstopte voedingssonde?,U kunt op werkdagen tussen 08.00 en 16.30 uur telefonisch contact opnemen met het secretariaat urologie voor vragen over een verstopte voedingssonde.,0.0,0.1388888888888889,"[0, 0, 0, 0, 0]",0
94,"Mocht u na het lezen van deze informatie nog vragen hebben, stel deze gerust. Wij willen ze graag voor u beantwoorden. Op werkdagen zijn wij tussen 08.00 en 16.30 uur telefonisch bereikbaar via secretariaat urologie, telefoonnummer 088 708 33 60 of 088 708 52 60.",Op welke momenten kan ik telefonisch contact opnemen met het secretariaat urologie?,U kunt op werkdagen tussen 08.00 en 16.30 uur telefonisch contact opnemen met het secretariaat urologie voor vragen over een verstopte voedingssonde.,0.030303030303030304,0.1388888888888889,"[0, 0, 0, 0, 0, 0, 0, 0]",0
95,"Mocht u na het lezen van deze informatie nog vragen hebben, stel deze gerust. Wij willen deze graag voor u beantwoorden. Op werkdagen zijn wij tussen 08.00 en 16.30 uur telefonisch bereikbaar via secretariaat dialyse: 088 708 43 50.",Hoe kan ik contact opnemen met het secretariaat van de dialyseafdeling?,U kunt op werkdagen tussen 08.00 en 16.30 uur telefonisch contact opnemen met het secretariaat via het nummer 088 708 43 50.,0.0,0.21875,"[0, 0, 0, 0, 0]",0
96,"Mocht u na het lezen van deze informatie nog vragen hebben, stel deze gerust. Wij willen deze graag voor u beantwoorden. Op werkdagen zijn wij tussen 08.00 en 16.30 uur telefonisch bereikbaar via secretariaat dialyse: 088 708 43 50.",Wanneer is het secretariaat van de dialyseafdeling telefonisch bereikbaar?,U kunt op werkdagen tussen 08.00 en 16.30 uur telefonisch contact opnemen met het secretariaat via het nummer 088 708 43 50.,0.037037037037037035,0.21875,"[0, 0, 0, 0, 0]",0
97,"Mocht u na het lezen van deze informatie nog vragen hebben, stel deze gerust. Wij willen deze graag voor u beantwoorden. Op werkdagen zijn wij tussen 08.00 en 16.30 uur telefonisch bereikbaar via secretariaat dialyse: 088 708 43 50.",Wat zijn de openingstijden van het secretariaat van de dialyseafdeling?,Het secretariaat is op werkdagen geopend tussen 08.00 en 16.30 uur.,0.0,0.1111111111111111,"[0, 0, 0, 0]",0
98,"Mocht u na het lezen van deze informatie nog vragen hebben, stel deze gerust. Wij willen deze graag voor u beantwoorden. Op werkdagen zijn wij tussen 08.00 en 16.30 uur telefonisch bereikbaar via secretariaat dialyse: 088 708 43 50.",Kan ik ook buiten openingstijden contact opnemen met het secretariaat van de dialyseafdeling?,"Nee, het secretariaat is alleen op werkdagen tussen 08.00 en 16.30 uur telefonisch bereikbaar.",0.0,0.17857142857142858,"[0, 0, 0, 0, 0, 0, 0]",0
99,"Mocht u na het lezen van deze informatie nog vragen hebben, stel deze gerust. Wij willen deze graag voor u beantwoorden. Op werkdagen zijn wij tussen 08.00 en 16.30 uur telefonisch bereikbaar via secretariaat dialyse: 088 708 43 50.",Wat is het telefoonnummer van het secretariaat van de dialyseafdeling?,Het telefoonnummer van het secretariaat is 088 708 43 50.,0.0,0.11538461538461539,"[0, 0, 0, 0]",0
100,"Uw verzoek om inzage in uw dossier, een afschrift van uw dossier of vernietiging kunt u kenbaar maken door een mail te sturen naar MijnZGT@ZGT.nl. U ontvangt een aanvraagformulier met het verzoek dit ingevuld te retourneren. Op werkdagen mag u ook tijdens kantooruren bellen naar het informatiepunt MijnZGT, telefoonnummer 088 708 57 77.",Hoe kan ik aanspraak maken op inzage in mijn dossier?,"Om aanspraak te maken op inzage in uw dossier, kunt u een mail sturen naar MijnZGT@ZGT.nl met het verzoek om uw dossier in te zien. U ontvangt een aanvraagformulier dat u ingevuld kunt terugsturen.",0.03225806451612903,0.125,"[0, 0, 0, 0, 0]",0
101,"Uw verzoek om inzage in uw dossier, een afschrift van uw dossier of vernietiging kunt u kenbaar maken door een mail te sturen naar MijnZGT@ZGT.nl. U ontvangt een aanvraagformulier met het verzoek dit ingevuld te retourneren. Op werkdagen mag u ook tijdens kantooruren bellen naar het informatiepunt MijnZGT, telefoonnummer 088 708 57 77.",Hoe kan ik een afschrift van mijn dossier ontvangen?,"Als u een afschrift van uw dossier wilt ontvangen, kunt u een mail sturen naar MijnZGT@ZGT.nl met het verzoek om een kopie van uw dossier. U ontvangt een aanvraagformulier dat u ingevuld kunt terugsturen.",0.03333333333333333,0.125,"[0, 0, 0, 0]",0
102,"Uw verzoek om inzage in uw dossier, een afschrift van uw dossier of vernietiging kunt u kenbaar maken door een mail te sturen naar MijnZGT@ZGT.nl. U ontvangt een aanvraagformulier met het verzoek dit ingevuld te retourneren. Op werkdagen mag u ook tijdens kantooruren bellen naar het informatiepunt MijnZGT, telefoonnummer 088 708 57 77.",Hoe kan ik mijn dossier laten vernietigen?,"Als u uw dossier wilt laten vernietigen, kunt u een mail sturen naar MijnZGT@ZGT.nl met het verzoek om uw dossier te laten vernietigen. U ontvangt een aanvraagformulier dat u ingevuld kunt terugsturen.",0.0,0.0975609756097561,"[0, 0, 0, 0]",0
103,"Uw verzoek om inzage in uw dossier, een afschrift van uw dossier of vernietiging kunt u kenbaar maken door een mail te sturen naar MijnZGT@ZGT.nl. U ontvangt een aanvraagformulier met het verzoek dit ingevuld te retourneren. Op werkdagen mag u ook tijdens kantooruren bellen naar het informatiepunt MijnZGT, telefoonnummer 088 708 57 77.","Waar kan ik het aanvraagformulier voor inzage, afschrift of vernietiging van mijn dossier vinden?","U kunt het aanvraagformulier voor inzage, afschrift of vernietiging van uw dossier ontvangen door een mail te sturen naar MijnZGT@ZGT.nl. U ontvangt het formulier per mail.",0.0,0.10256410256410256,"[0, 0, 0, 0, 0, 0, 0]",0
104,"Uw verzoek om inzage in uw dossier, een afschrift van uw dossier of vernietiging kunt u kenbaar maken door een mail te sturen naar MijnZGT@ZGT.nl. U ontvangt een aanvraagformulier met het verzoek dit ingevuld te retourneren. Op werkdagen mag u ook tijdens kantooruren bellen naar het informatiepunt MijnZGT, telefoonnummer 088 708 57 77.","Kan ik ook telefonisch aanspraak maken op inzage, afschrift of vernietiging van mijn dossier?","Op werkdagen kunt u ook tijdens kantooruren bellen naar het informatiepunt MijnZGT, telefoonnummer 088 708 57 77, om aanspraak te maken op inzage, afschrift of vernietiging van uw dossier.",0.0,0.24324324324324326,"[0, 0, 0, 0, 0, 0, 0, 0]",0
105,"Als er tijdens het herstel vragen of problemen zijn, kunt u op maandag t/m vrijdag 08.00 - 16.30 uur contact opnemen met ZGT via de Breuklijn: 088 708 52 33.",Wanneer kan ik contact opnemen met ZGT voor vragen of problemen tijdens mijn herstel?,U kunt op maandag t/m vrijdag 08.00 - 16.30 uur contact opnemen met ZGT via de Breuklijn: 088 708 52 33.,0.18181818181818182,0.7894736842105263,"[0, 0, 0, 0, 0, 0, 0, 0]",0
106,"Als er tijdens het herstel vragen of problemen zijn, kunt u op maandag t/m vrijdag 08.00 - 16.30 uur contact opnemen met ZGT via de Breuklijn: 088 708 52 33.",Welk telefoonnummer moet ik bellen om contact op te nemen met ZGT tijdens mijn herstel?,U kunt bellen naar de Breuklijn: 088 708 52 33,0.04,0.19047619047619047,"[0, 0, 0, 0, 0, 0, 0, 0]",0
107,"Als er tijdens het herstel vragen of problemen zijn, kunt u op maandag t/m vrijdag 08.00 - 16.30 uur contact opnemen met ZGT via de Breuklijn: 088 708 52 33.",Wat zijn de openingstijden van de Breuklijn van ZGT?,De Breuklijn is geopend op maandag t/m vrijdag van 08.00 - 16.30 uur.,0.0,0.23809523809523808,"[0, 0, 0, 0]",0
108,"Als er tijdens het herstel vragen of problemen zijn, kunt u op maandag t/m vrijdag 08.00 - 16.30 uur contact opnemen met ZGT via de Breuklijn: 088 708 52 33.",Op welke dagen kan ik contact opnemen met ZGT voor vragen of problemen tijdens mijn herstel?,U kunt van maandag t/m vrijdag contact opnemen met ZGT via de Breuklijn: 088 708 52 33.,0.17391304347826086,0.55,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
109,"Als er tijdens het herstel vragen of problemen zijn, kunt u op maandag t/m vrijdag 08.00 - 16.30 uur contact opnemen met ZGT via de Breuklijn: 088 708 52 33.",Hoe kan ik ZGT bereiken voor vragen of problemen tijdens mijn herstel?,U kunt contact opnemen met ZGT via de Breuklijn: 088 708 52 33 op maandag t/m vrijdag van 08.00 - 16.30 uur.,0.09090909090909091,0.6190476190476191,"[0, 0, 0, 0, 0, 0, 0]",0
110,Telefoonnummer 06 30 37 73 65 E-mail: secretariaat@schisis-team.nl. Kijk voor meer informatie ook op: www.schisis-team.nl.,Wat is het telefoonnummer van Schisis Team?,Het telefoonnummer van Schisis Team is 06 30 37 73 65.,0.0,0.2857142857142857,"[0, 0, 0, 0]",0
