,Document,Question,Answer,Fact
39,"{'Multidisciplinair duizeligheidsspreekuur': {'Orthostatische Hypotensie (ZGT Hengelo)': {'Lage bloeddruk bij het staan': 'Orthostatische Hypotensie', 'Orthostatische Hypotensie (OH)-test': 'Binnenkort ondergaat u een Orthostatische Hypotensie (OH)-test. Bij dit onderzoek meten we met behulp van een bloeddrukmeter de wisselingen in uw bloeddruk. Uit de gegevens kan worden vastgesteld of er sprake is van een te sterke bloeddrukdaling bij verandering van houding, bijvoorbeeld van zitten of liggen naar staan.', 'Wat is een OH-test?': '(OH)-test staat voor Orthostatische Hypotensietest. Dat is een onderzoek dat wisselingen van uw bloeddruk registreert. Na een periode op de onderzoeksbank te hebben gelegen, wordt uw bloeddruk aan beide armen met een automatische bloeddrukmeter gelijktijdig gemeten. Totdat uw bloeddruk stabiel is, kan dit een aantal keren herhaald worden. Volgend uit de meetwaarden wordt aan één arm de meter weggehaald, U wordt gevraagd te gaan staan en vervolgens wordt, per minuut, gedurende enkele minuten uw bloeddruk gemeten aan de andere arm.', 'Voorbereiding': 'U hoeft zich op dit onderzoek niet speciaal voor te bereiden.', 'Duur van het onderzoek': 'Het onderzoek duurt in totaal vijftien tot dertig minuten.', 'Vragen': 'Bij vragen kunt u contact opnemen met de afdeling klinische neurofysiologie ziekenhuislocatie Hengelo, telefoonnummer 088 708 54 16.', 'Check uw dossier op MijnZGT': 'MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer informatie op: zgt.nl/mijnzgt.'}}}",Wat kan ik allemaal doen op MijnZGT?,"Op MijnZGT kunt u onder andere uw medisch dossier inzien, persoonlijke gegevens checken en vragenlijsten invullen die voor u zijn klaargezet.",088 708 54 16
40,"{'Ontslaginformatie voor patiënten na een openhartoperatie': {'Echo trombosebeen': {'Echo trombosebeen (DVT)': 'Uw behandelend specialist heeft u voor een echografie onderzoek verwezen naar de afdeling radiologie (röntgen), voor het uitsluiten of aantonen van een trombosebeen. Bij het maken van een echografie wordt gebruik gemaakt van geluidsgolven die voor het menselijk oor niet meer hoorbaar zijn. Nadat de echografie gemaakt is wordt deze beoordeeld door een radioloog. Vervolgens wordt de uitslag vastgelegd in een verslag. In deze folder leest u over de voorbereiding op het onderzoek. Bij een trombosebeen ontstaat er een bloedstolsel in een ader die het bloed vanuit het been terugvoert naar het hart.', 'Afzeggen onderzoek': 'Mocht u om wat voor reden dan ook de afspraak niet kunnen nakomen, dan verzoeken wij u dit zo snel mogelijk te melden aan de afdeling radiologie, telefoonnummer: 088 708 37 00', 'Meenemen': 'Indien u een verwijzing hebt gekregen dan dient u deze mee te nemen en uw identiteitsbewijs.', 'Medicijnen': 'Voor dit onderzoek hoeft u uw medicatie niet te staken.', 'Belangrijk om te weten': 'Als u zwanger bent of denkt te zijn moet u dit voor het onderzoek melden. Een echo onderzoek is niet schadelijk voor het ongeboren kind. Voor de beoordeling van het onderzoek is het belangrijk dat de radioloog wel op de hoogte is van de zwangerschap.', 'Het verloop van het onderzoek': 'De echolaborant haalt u op uit de wachtruimte en neemt u mee naar de kleedkamer. Bij het maken van een echo moet u zich gedeeltelijk ontkleden. Vervolgens gaat u op de onderzoekstafel liggen. Tijdens het onderzoek krijgt u gel op de huid. Met deze gel en het contact met de huid kan de echo gemaakt worden. Er kan enige druk worden uitgeoefend op uw been waardoor een eventueel stolsel kan worden aangetoond. Normaliter is dit geen pijnlijk onderzoek.', 'Duur van het onderzoek': 'Het onderzoek duurt ongeveer 15 tot 30 minuten.', 'Uitslag': 'De uitslag van het onderzoek krijgt u van uw behandelend specialist die het onderzoek heeft aangevraagd. Deze uitslag is ongeveer na drie werkdagen bekend.', 'Vragen': 'Mocht u na het lezen van deze informatie nog vragen hebben, stel deze gerust. Wij willen ze graag voor u beantwoorden. Op werkdagen is de afdeling radiologie tussen 08.30-12.30 uur en van 13.00-16.30 uur telefonisch bereikbaar op het volgende telefoonnummer: 088 708 37 00.', 'Check uw dossier op MijnZGT': 'MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer informatie op: www.zgt.nl/mijnzgt.'}}}",Wat is het telefoonnummer van de afdeling radiologie?,Het telefoonnummer van de afdeling radiologie is 088 708 37 00.,088 708 37 00
41,"{'Ontslaginformatie voor patiënten na een openhartoperatie': {'Echo trombosebeen': {'Echo trombosebeen (DVT)': 'Uw behandelend specialist heeft u voor een echografie onderzoek verwezen naar de afdeling radiologie (röntgen), voor het uitsluiten of aantonen van een trombosebeen. Bij het maken van een echografie wordt gebruik gemaakt van geluidsgolven die voor het menselijk oor niet meer hoorbaar zijn. Nadat de echografie gemaakt is wordt deze beoordeeld door een radioloog. Vervolgens wordt de uitslag vastgelegd in een verslag. In deze folder leest u over de voorbereiding op het onderzoek. Bij een trombosebeen ontstaat er een bloedstolsel in een ader die het bloed vanuit het been terugvoert naar het hart.', 'Afzeggen onderzoek': 'Mocht u om wat voor reden dan ook de afspraak niet kunnen nakomen, dan verzoeken wij u dit zo snel mogelijk te melden aan de afdeling radiologie, telefoonnummer: 088 708 37 00', 'Meenemen': 'Indien u een verwijzing hebt gekregen dan dient u deze mee te nemen en uw identiteitsbewijs.', 'Medicijnen': 'Voor dit onderzoek hoeft u uw medicatie niet te staken.', 'Belangrijk om te weten': 'Als u zwanger bent of denkt te zijn moet u dit voor het onderzoek melden. Een echo onderzoek is niet schadelijk voor het ongeboren kind. Voor de beoordeling van het onderzoek is het belangrijk dat de radioloog wel op de hoogte is van de zwangerschap.', 'Het verloop van het onderzoek': 'De echolaborant haalt u op uit de wachtruimte en neemt u mee naar de kleedkamer. Bij het maken van een echo moet u zich gedeeltelijk ontkleden. Vervolgens gaat u op de onderzoekstafel liggen. Tijdens het onderzoek krijgt u gel op de huid. Met deze gel en het contact met de huid kan de echo gemaakt worden. Er kan enige druk worden uitgeoefend op uw been waardoor een eventueel stolsel kan worden aangetoond. Normaliter is dit geen pijnlijk onderzoek.', 'Duur van het onderzoek': 'Het onderzoek duurt ongeveer 15 tot 30 minuten.', 'Uitslag': 'De uitslag van het onderzoek krijgt u van uw behandelend specialist die het onderzoek heeft aangevraagd. Deze uitslag is ongeveer na drie werkdagen bekend.', 'Vragen': 'Mocht u na het lezen van deze informatie nog vragen hebben, stel deze gerust. Wij willen ze graag voor u beantwoorden. Op werkdagen is de afdeling radiologie tussen 08.30-12.30 uur en van 13.00-16.30 uur telefonisch bereikbaar op het volgende telefoonnummer: 088 708 37 00.', 'Check uw dossier op MijnZGT': 'MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer informatie op: www.zgt.nl/mijnzgt.'}}}",Waar moet ik naartoe bellen om mijn afspraak af te zeggen?,U kunt uw afspraak afzeggen door te bellen naar 088 708 37 00.,088 708 37 00
42,"{'Ontslaginformatie voor patiënten na een openhartoperatie': {'Echo trombosebeen': {'Echo trombosebeen (DVT)': 'Uw behandelend specialist heeft u voor een echografie onderzoek verwezen naar de afdeling radiologie (röntgen), voor het uitsluiten of aantonen van een trombosebeen. Bij het maken van een echografie wordt gebruik gemaakt van geluidsgolven die voor het menselijk oor niet meer hoorbaar zijn. Nadat de echografie gemaakt is wordt deze beoordeeld door een radioloog. Vervolgens wordt de uitslag vastgelegd in een verslag. In deze folder leest u over de voorbereiding op het onderzoek. Bij een trombosebeen ontstaat er een bloedstolsel in een ader die het bloed vanuit het been terugvoert naar het hart.', 'Afzeggen onderzoek': 'Mocht u om wat voor reden dan ook de afspraak niet kunnen nakomen, dan verzoeken wij u dit zo snel mogelijk te melden aan de afdeling radiologie, telefoonnummer: 088 708 37 00', 'Meenemen': 'Indien u een verwijzing hebt gekregen dan dient u deze mee te nemen en uw identiteitsbewijs.', 'Medicijnen': 'Voor dit onderzoek hoeft u uw medicatie niet te staken.', 'Belangrijk om te weten': 'Als u zwanger bent of denkt te zijn moet u dit voor het onderzoek melden. Een echo onderzoek is niet schadelijk voor het ongeboren kind. Voor de beoordeling van het onderzoek is het belangrijk dat de radioloog wel op de hoogte is van de zwangerschap.', 'Het verloop van het onderzoek': 'De echolaborant haalt u op uit de wachtruimte en neemt u mee naar de kleedkamer. Bij het maken van een echo moet u zich gedeeltelijk ontkleden. Vervolgens gaat u op de onderzoekstafel liggen. Tijdens het onderzoek krijgt u gel op de huid. Met deze gel en het contact met de huid kan de echo gemaakt worden. Er kan enige druk worden uitgeoefend op uw been waardoor een eventueel stolsel kan worden aangetoond. Normaliter is dit geen pijnlijk onderzoek.', 'Duur van het onderzoek': 'Het onderzoek duurt ongeveer 15 tot 30 minuten.', 'Uitslag': 'De uitslag van het onderzoek krijgt u van uw behandelend specialist die het onderzoek heeft aangevraagd. Deze uitslag is ongeveer na drie werkdagen bekend.', 'Vragen': 'Mocht u na het lezen van deze informatie nog vragen hebben, stel deze gerust. Wij willen ze graag voor u beantwoorden. Op werkdagen is de afdeling radiologie tussen 08.30-12.30 uur en van 13.00-16.30 uur telefonisch bereikbaar op het volgende telefoonnummer: 088 708 37 00.', 'Check uw dossier op MijnZGT': 'MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer informatie op: www.zgt.nl/mijnzgt.'}}}",Moet ik mijn identiteitsbewijs meenemen voor het onderzoek?,"Ja, neem uw identiteitsbewijs mee naar het onderzoek.",088 708 37 00
43,"{'Ontslaginformatie voor patiënten na een openhartoperatie': {'Echo trombosebeen': {'Echo trombosebeen (DVT)': 'Uw behandelend specialist heeft u voor een echografie onderzoek verwezen naar de afdeling radiologie (röntgen), voor het uitsluiten of aantonen van een trombosebeen. Bij het maken van een echografie wordt gebruik gemaakt van geluidsgolven die voor het menselijk oor niet meer hoorbaar zijn. Nadat de echografie gemaakt is wordt deze beoordeeld door een radioloog. Vervolgens wordt de uitslag vastgelegd in een verslag. In deze folder leest u over de voorbereiding op het onderzoek. Bij een trombosebeen ontstaat er een bloedstolsel in een ader die het bloed vanuit het been terugvoert naar het hart.', 'Afzeggen onderzoek': 'Mocht u om wat voor reden dan ook de afspraak niet kunnen nakomen, dan verzoeken wij u dit zo snel mogelijk te melden aan de afdeling radiologie, telefoonnummer: 088 708 37 00', 'Meenemen': 'Indien u een verwijzing hebt gekregen dan dient u deze mee te nemen en uw identiteitsbewijs.', 'Medicijnen': 'Voor dit onderzoek hoeft u uw medicatie niet te staken.', 'Belangrijk om te weten': 'Als u zwanger bent of denkt te zijn moet u dit voor het onderzoek melden. Een echo onderzoek is niet schadelijk voor het ongeboren kind. Voor de beoordeling van het onderzoek is het belangrijk dat de radioloog wel op de hoogte is van de zwangerschap.', 'Het verloop van het onderzoek': 'De echolaborant haalt u op uit de wachtruimte en neemt u mee naar de kleedkamer. Bij het maken van een echo moet u zich gedeeltelijk ontkleden. Vervolgens gaat u op de onderzoekstafel liggen. Tijdens het onderzoek krijgt u gel op de huid. Met deze gel en het contact met de huid kan de echo gemaakt worden. Er kan enige druk worden uitgeoefend op uw been waardoor een eventueel stolsel kan worden aangetoond. Normaliter is dit geen pijnlijk onderzoek.', 'Duur van het onderzoek': 'Het onderzoek duurt ongeveer 15 tot 30 minuten.', 'Uitslag': 'De uitslag van het onderzoek krijgt u van uw behandelend specialist die het onderzoek heeft aangevraagd. Deze uitslag is ongeveer na drie werkdagen bekend.', 'Vragen': 'Mocht u na het lezen van deze informatie nog vragen hebben, stel deze gerust. Wij willen ze graag voor u beantwoorden. Op werkdagen is de afdeling radiologie tussen 08.30-12.30 uur en van 13.00-16.30 uur telefonisch bereikbaar op het volgende telefoonnummer: 088 708 37 00.', 'Check uw dossier op MijnZGT': 'MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer informatie op: www.zgt.nl/mijnzgt.'}}}",Moet ik mijn medicatie staken voor het onderzoek?,"Nee, u hoeft uw medicatie niet te staken voor het onderzoek.",088 708 37 00
44,"{'Ontslaginformatie voor patiënten na een openhartoperatie': {'Echo trombosebeen': {'Echo trombosebeen (DVT)': 'Uw behandelend specialist heeft u voor een echografie onderzoek verwezen naar de afdeling radiologie (röntgen), voor het uitsluiten of aantonen van een trombosebeen. Bij het maken van een echografie wordt gebruik gemaakt van geluidsgolven die voor het menselijk oor niet meer hoorbaar zijn. Nadat de echografie gemaakt is wordt deze beoordeeld door een radioloog. Vervolgens wordt de uitslag vastgelegd in een verslag. In deze folder leest u over de voorbereiding op het onderzoek. Bij een trombosebeen ontstaat er een bloedstolsel in een ader die het bloed vanuit het been terugvoert naar het hart.', 'Afzeggen onderzoek': 'Mocht u om wat voor reden dan ook de afspraak niet kunnen nakomen, dan verzoeken wij u dit zo snel mogelijk te melden aan de afdeling radiologie, telefoonnummer: 088 708 37 00', 'Meenemen': 'Indien u een verwijzing hebt gekregen dan dient u deze mee te nemen en uw identiteitsbewijs.', 'Medicijnen': 'Voor dit onderzoek hoeft u uw medicatie niet te staken.', 'Belangrijk om te weten': 'Als u zwanger bent of denkt te zijn moet u dit voor het onderzoek melden. Een echo onderzoek is niet schadelijk voor het ongeboren kind. Voor de beoordeling van het onderzoek is het belangrijk dat de radioloog wel op de hoogte is van de zwangerschap.', 'Het verloop van het onderzoek': 'De echolaborant haalt u op uit de wachtruimte en neemt u mee naar de kleedkamer. Bij het maken van een echo moet u zich gedeeltelijk ontkleden. Vervolgens gaat u op de onderzoekstafel liggen. Tijdens het onderzoek krijgt u gel op de huid. Met deze gel en het contact met de huid kan de echo gemaakt worden. Er kan enige druk worden uitgeoefend op uw been waardoor een eventueel stolsel kan worden aangetoond. Normaliter is dit geen pijnlijk onderzoek.', 'Duur van het onderzoek': 'Het onderzoek duurt ongeveer 15 tot 30 minuten.', 'Uitslag': 'De uitslag van het onderzoek krijgt u van uw behandelend specialist die het onderzoek heeft aangevraagd. Deze uitslag is ongeveer na drie werkdagen bekend.', 'Vragen': 'Mocht u na het lezen van deze informatie nog vragen hebben, stel deze gerust. Wij willen ze graag voor u beantwoorden. Op werkdagen is de afdeling radiologie tussen 08.30-12.30 uur en van 13.00-16.30 uur telefonisch bereikbaar op het volgende telefoonnummer: 088 708 37 00.', 'Check uw dossier op MijnZGT': 'MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer informatie op: www.zgt.nl/mijnzgt.'}}}",Wat moet ik doen als ik zwanger ben?,Meld het aan de radioloog voordat het onderzoek begint.,088 708 37 00
45,"{'Ontslaginformatie voor patiënten na een openhartoperatie': {'Echo trombosebeen': {'Echo trombosebeen (DVT)': 'Uw behandelend specialist heeft u voor een echografie onderzoek verwezen naar de afdeling radiologie (röntgen), voor het uitsluiten of aantonen van een trombosebeen. Bij het maken van een echografie wordt gebruik gemaakt van geluidsgolven die voor het menselijk oor niet meer hoorbaar zijn. Nadat de echografie gemaakt is wordt deze beoordeeld door een radioloog. Vervolgens wordt de uitslag vastgelegd in een verslag. In deze folder leest u over de voorbereiding op het onderzoek. Bij een trombosebeen ontstaat er een bloedstolsel in een ader die het bloed vanuit het been terugvoert naar het hart.', 'Afzeggen onderzoek': 'Mocht u om wat voor reden dan ook de afspraak niet kunnen nakomen, dan verzoeken wij u dit zo snel mogelijk te melden aan de afdeling radiologie, telefoonnummer: 088 708 37 00', 'Meenemen': 'Indien u een verwijzing hebt gekregen dan dient u deze mee te nemen en uw identiteitsbewijs.', 'Medicijnen': 'Voor dit onderzoek hoeft u uw medicatie niet te staken.', 'Belangrijk om te weten': 'Als u zwanger bent of denkt te zijn moet u dit voor het onderzoek melden. Een echo onderzoek is niet schadelijk voor het ongeboren kind. Voor de beoordeling van het onderzoek is het belangrijk dat de radioloog wel op de hoogte is van de zwangerschap.', 'Het verloop van het onderzoek': 'De echolaborant haalt u op uit de wachtruimte en neemt u mee naar de kleedkamer. Bij het maken van een echo moet u zich gedeeltelijk ontkleden. Vervolgens gaat u op de onderzoekstafel liggen. Tijdens het onderzoek krijgt u gel op de huid. Met deze gel en het contact met de huid kan de echo gemaakt worden. Er kan enige druk worden uitgeoefend op uw been waardoor een eventueel stolsel kan worden aangetoond. Normaliter is dit geen pijnlijk onderzoek.', 'Duur van het onderzoek': 'Het onderzoek duurt ongeveer 15 tot 30 minuten.', 'Uitslag': 'De uitslag van het onderzoek krijgt u van uw behandelend specialist die het onderzoek heeft aangevraagd. Deze uitslag is ongeveer na drie werkdagen bekend.', 'Vragen': 'Mocht u na het lezen van deze informatie nog vragen hebben, stel deze gerust. Wij willen ze graag voor u beantwoorden. Op werkdagen is de afdeling radiologie tussen 08.30-12.30 uur en van 13.00-16.30 uur telefonisch bereikbaar op het volgende telefoonnummer: 088 708 37 00.', 'Check uw dossier op MijnZGT': 'MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer informatie op: www.zgt.nl/mijnzgt.'}}}",Example Question,Example Answer,088 708 37 00
46,"{'Anorectale manometrie (ZGT Almelo)': {'Stemspreekuur': {'Het stemspreekuur': 'U bent aangemeld voor het stemspreekuur, omdat u stem- en/of keelklachten heeft. Voorafgaand aan dit stemspreekuur wordt u opgeroepen voor een logopedisch onderzoek. In deze folder leest u meer over het logopedisch onderzoek en het stem spreekuur.', 'Logopedisch onderzoek': 'Tijdens dit onderzoek inventariseren we de aard en intensiteit van de stemklachten. Dit doen we onder andere met de voice handicap index. Hierbij wordt u gevraagd vooraf thuis een vragenlijst in te vullen over uw stemgebruik in dagelijkse situaties. Vervolgens vindt een stemonderzoek plaats. Er worden enkele stemproeven afgenomen en u wordt gevraagd iets voor te lezen en te vertellen. Zo krijgen we inzicht in de stemkwaliteit, stembeheersing en stembeperkingen. Tenslotte wordt een fonetogram gemaakt. Hierbij worden verschillende eigenschappen van de stem via een microfoon opgenomen, op een beeldscherm zichtbaar gemaakt en in een grafiek vastgelegd. Zo beoordelen we: \n- het spreekstembereik \n- het toonhoogtebereik (laag-hoog) \n- het luidheidbereik (zacht-hard) Het fonetogram laat zien wat de (on)mogelijkheden van uw stem zijn op dat moment. De duur van het logopedisch onderzoek is ongeveer 1 uur. Dit onderzoek vindt op een eerder tijdstip plaats dan het stemspreekuur.', 'Stemspreekuur': 'Bij dit spreekuur zullen de KNO-arts en de logopedist samen uw klachten nader onderzoeken en beoordelen. Voordeel is dat alle bevindingen meteen naast elkaar worden gelegd en dat er gezamenlijk een vervolgtraject wordt bepaald. Allereerst zult u een korte tekst voor lezen. Hiermee worden de ernst van de aandoening en de kenmerken van de stemkwaliteit bepaald. Vervolgens verricht de KNO-arts stroboscopisch onderzoek. Hierbij wordt een metalen buisje (de scoop) met daarin een camera in de mond gebracht; via lichtpulseringen komt de stembandtrilling vertraagd en duidelijk in beeld. Terwijl u gevraagd wordt enkele tonen te maken wordt er een beeld- en geluidsopname gemaakt. Voor dit onderzoek wordt de keel verdoofd met behulp van een spray.', 'Tenslotte': 'Naar aanleiding van deze opname, de logopedische onderzoeksresultaten en uw klachten wordt tenslotte de diagnose en het verdere traject vastgesteld. Dit traject wordt met u besproken en er wordt een verslag van gemaakt. Duur van dit consult: ongeveer 15 minuten.', 'Afspraken': 'De afspraak voor het logopedisch onderzoek wordt gepland door het secretariaat. U krijgt hierover bericht. Telefoonnummer: 088 708 32 10. Afspraken voor het stemspreekuur lopen via het secretariaat van de poli keel-, neus- en oorheelkunde, telefoonnummer 088 708 33 50.', 'Check uw dossier op MijnZGT': 'MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer informatie op: zgt.nl/mijnzgt.'}}}",Wat is het telefoonnummer van het stemspreekuur bij ZGT Almelo?,Het telefoonnummer van het stemspreekuur bij ZGT Almelo is 053-4872000.,088 708 32 10
47,"{'Anorectale manometrie (ZGT Almelo)': {'Stemspreekuur': {'Het stemspreekuur': 'U bent aangemeld voor het stemspreekuur, omdat u stem- en/of keelklachten heeft. Voorafgaand aan dit stemspreekuur wordt u opgeroepen voor een logopedisch onderzoek. In deze folder leest u meer over het logopedisch onderzoek en het stem spreekuur.', 'Logopedisch onderzoek': 'Tijdens dit onderzoek inventariseren we de aard en intensiteit van de stemklachten. Dit doen we onder andere met de voice handicap index. Hierbij wordt u gevraagd vooraf thuis een vragenlijst in te vullen over uw stemgebruik in dagelijkse situaties. Vervolgens vindt een stemonderzoek plaats. Er worden enkele stemproeven afgenomen en u wordt gevraagd iets voor te lezen en te vertellen. Zo krijgen we inzicht in de stemkwaliteit, stembeheersing en stembeperkingen. Tenslotte wordt een fonetogram gemaakt. Hierbij worden verschillende eigenschappen van de stem via een microfoon opgenomen, op een beeldscherm zichtbaar gemaakt en in een grafiek vastgelegd. Zo beoordelen we: \n- het spreekstembereik \n- het toonhoogtebereik (laag-hoog) \n- het luidheidbereik (zacht-hard) Het fonetogram laat zien wat de (on)mogelijkheden van uw stem zijn op dat moment. De duur van het logopedisch onderzoek is ongeveer 1 uur. Dit onderzoek vindt op een eerder tijdstip plaats dan het stemspreekuur.', 'Stemspreekuur': 'Bij dit spreekuur zullen de KNO-arts en de logopedist samen uw klachten nader onderzoeken en beoordelen. Voordeel is dat alle bevindingen meteen naast elkaar worden gelegd en dat er gezamenlijk een vervolgtraject wordt bepaald. Allereerst zult u een korte tekst voor lezen. Hiermee worden de ernst van de aandoening en de kenmerken van de stemkwaliteit bepaald. Vervolgens verricht de KNO-arts stroboscopisch onderzoek. Hierbij wordt een metalen buisje (de scoop) met daarin een camera in de mond gebracht; via lichtpulseringen komt de stembandtrilling vertraagd en duidelijk in beeld. Terwijl u gevraagd wordt enkele tonen te maken wordt er een beeld- en geluidsopname gemaakt. Voor dit onderzoek wordt de keel verdoofd met behulp van een spray.', 'Tenslotte': 'Naar aanleiding van deze opname, de logopedische onderzoeksresultaten en uw klachten wordt tenslotte de diagnose en het verdere traject vastgesteld. Dit traject wordt met u besproken en er wordt een verslag van gemaakt. Duur van dit consult: ongeveer 15 minuten.', 'Afspraken': 'De afspraak voor het logopedisch onderzoek wordt gepland door het secretariaat. U krijgt hierover bericht. Telefoonnummer: 088 708 32 10. Afspraken voor het stemspreekuur lopen via het secretariaat van de poli keel-, neus- en oorheelkunde, telefoonnummer 088 708 33 50.', 'Check uw dossier op MijnZGT': 'MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer informatie op: zgt.nl/mijnzgt.'}}}",Hoe wordt het stroboscopisch onderzoek bij het stemspreekuur uitgevoerd?,Het stroboscopisch onderzoek bij het stemspreekuur wordt uitgevoerd met behulp van een speciale lichtbron.,088 708 32 10
48,"{'Anorectale manometrie (ZGT Almelo)': {'Stemspreekuur': {'Het stemspreekuur': 'U bent aangemeld voor het stemspreekuur, omdat u stem- en/of keelklachten heeft. Voorafgaand aan dit stemspreekuur wordt u opgeroepen voor een logopedisch onderzoek. In deze folder leest u meer over het logopedisch onderzoek en het stem spreekuur.', 'Logopedisch onderzoek': 'Tijdens dit onderzoek inventariseren we de aard en intensiteit van de stemklachten. Dit doen we onder andere met de voice handicap index. Hierbij wordt u gevraagd vooraf thuis een vragenlijst in te vullen over uw stemgebruik in dagelijkse situaties. Vervolgens vindt een stemonderzoek plaats. Er worden enkele stemproeven afgenomen en u wordt gevraagd iets voor te lezen en te vertellen. Zo krijgen we inzicht in de stemkwaliteit, stembeheersing en stembeperkingen. Tenslotte wordt een fonetogram gemaakt. Hierbij worden verschillende eigenschappen van de stem via een microfoon opgenomen, op een beeldscherm zichtbaar gemaakt en in een grafiek vastgelegd. Zo beoordelen we: \n- het spreekstembereik \n- het toonhoogtebereik (laag-hoog) \n- het luidheidbereik (zacht-hard) Het fonetogram laat zien wat de (on)mogelijkheden van uw stem zijn op dat moment. De duur van het logopedisch onderzoek is ongeveer 1 uur. Dit onderzoek vindt op een eerder tijdstip plaats dan het stemspreekuur.', 'Stemspreekuur': 'Bij dit spreekuur zullen de KNO-arts en de logopedist samen uw klachten nader onderzoeken en beoordelen. Voordeel is dat alle bevindingen meteen naast elkaar worden gelegd en dat er gezamenlijk een vervolgtraject wordt bepaald. Allereerst zult u een korte tekst voor lezen. Hiermee worden de ernst van de aandoening en de kenmerken van de stemkwaliteit bepaald. Vervolgens verricht de KNO-arts stroboscopisch onderzoek. Hierbij wordt een metalen buisje (de scoop) met daarin een camera in de mond gebracht; via lichtpulseringen komt de stembandtrilling vertraagd en duidelijk in beeld. Terwijl u gevraagd wordt enkele tonen te maken wordt er een beeld- en geluidsopname gemaakt. Voor dit onderzoek wordt de keel verdoofd met behulp van een spray.', 'Tenslotte': 'Naar aanleiding van deze opname, de logopedische onderzoeksresultaten en uw klachten wordt tenslotte de diagnose en het verdere traject vastgesteld. Dit traject wordt met u besproken en er wordt een verslag van gemaakt. Duur van dit consult: ongeveer 15 minuten.', 'Afspraken': 'De afspraak voor het logopedisch onderzoek wordt gepland door het secretariaat. U krijgt hierover bericht. Telefoonnummer: 088 708 32 10. Afspraken voor het stemspreekuur lopen via het secretariaat van de poli keel-, neus- en oorheelkunde, telefoonnummer 088 708 33 50.', 'Check uw dossier op MijnZGT': 'MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer informatie op: zgt.nl/mijnzgt.'}}}",Op welk telefoonnummer kan ik een afspraak maken voor het logopedisch onderzoek?,U kunt een afspraak maken voor het logopedisch onderzoek via het telefoonnummer 053-4872000.,088 708 32 10
