,Document,Question,Answer,Question-Context N-gram Similarity,Answer-Context N-gram Similarity,Question-Context BLEU,Answer-Context BLEU,Question-Context ROUGE,Answer-Context ROUGE,Question-Context ROUGE-L F1,Answer-Context ROUGE-L F1
918,"Als de conditie van moeder en baby dit toelaat, mag uw baby daarna bloot bij moeder liggen op de borst. Huid-op-huid contact verbetert de hechting tussen moeder en baby. Het eerste contact hoort ongestoord plaats te vinden tot en met de eerste voeding, ongeacht uw voedingskeuze. Als huidcontact niet mogelijk is, wordt dit later ingehaald.",Hoe lang hoort het eerste contact tussen moeder en baby te duren?,"Het eerste contact hoort ongestoord plaats te vinden tot en met de eerste voeding, ongeacht uw voedingskeuze.",0.08823529411764706,0.3,0.00570111167958685,0.10402147666803763,"[{'rouge-1': {'r': 0.1951219512195122, 'p': 0.6666666666666666, 'f': 0.3018867889498042}, 'rouge-2': {'r': 0.07692307692307693, 'p': 0.36363636363636365, 'f': 0.12698412410178894}, 'rouge-l': {'r': 0.14634146341463414, 'p': 0.5, 'f': 0.22641509083659667}}]","[{'rouge-1': {'r': 0.3902439024390244, 'p': 1.0, 'f': 0.5614035047337643}, 'rouge-2': {'r': 0.3076923076923077, 'p': 1.0, 'f': 0.4705882316955018}, 'rouge-l': {'r': 0.3902439024390244, 'p': 1.0, 'f': 0.5614035047337643}}]",0.22641509083659667,0.5614035047337643
919,"Als de conditie van moeder en baby dit toelaat, mag uw baby daarna bloot bij moeder liggen op de borst. Huid-op-huid contact verbetert de hechting tussen moeder en baby. Het eerste contact hoort ongestoord plaats te vinden tot en met de eerste voeding, ongeacht uw voedingskeuze. Als huidcontact niet mogelijk is, wordt dit later ingehaald.",Wat gebeurt er als huidcontact niet mogelijk is na de geboorte?,"Als huidcontact niet mogelijk is, wordt dit later ingehaald.",0.03125,0.1,0.003475488551525304,0.009692880458015281,"[{'rouge-1': {'r': 0.0975609756097561, 'p': 0.36363636363636365, 'f': 0.1538461505103551}, 'rouge-2': {'r': 0.038461538461538464, 'p': 0.2, 'f': 0.0645161263267431}, 'rouge-l': {'r': 0.0975609756097561, 'p': 0.36363636363636365, 'f': 0.1538461505103551}}]","[{'rouge-1': {'r': 0.21951219512195122, 'p': 1.0, 'f': 0.35999999704800006}, 'rouge-2': {'r': 0.15384615384615385, 'p': 1.0, 'f': 0.26666666435555564}, 'rouge-l': {'r': 0.21951219512195122, 'p': 1.0, 'f': 0.35999999704800006}}]",0.1538461505103551,0.35999999704800006
920,"Als de conditie van moeder en baby dit toelaat, mag uw baby daarna bloot bij moeder liggen op de borst. Huid-op-huid contact verbetert de hechting tussen moeder en baby. Het eerste contact hoort ongestoord plaats te vinden tot en met de eerste voeding, ongeacht uw voedingskeuze. Als huidcontact niet mogelijk is, wordt dit later ingehaald.",Op welk moment vindt het eerste contact tussen moeder en baby plaats?,Het eerste contact tussen moeder en baby hoort ongestoord plaats te vinden tot en met de eerste voeding.,0.08571428571428572,0.25,0.005513933978919114,0.07889353499390375,"[{'rouge-1': {'r': 0.14634146341463414, 'p': 0.5, 'f': 0.22641509083659667}, 'rouge-2': {'r': 0.07692307692307693, 'p': 0.36363636363636365, 'f': 0.12698412410178894}, 'rouge-l': {'r': 0.14634146341463414, 'p': 0.5, 'f': 0.22641509083659667}}]","[{'rouge-1': {'r': 0.36585365853658536, 'p': 0.9375, 'f': 0.5263157854355187}, 'rouge-2': {'r': 0.2692307692307692, 'p': 0.8235294117647058, 'f': 0.4057970977357699}, 'rouge-l': {'r': 0.36585365853658536, 'p': 0.9375, 'f': 0.5263157854355187}}]",0.22641509083659667,0.5263157854355187
921,"We proberen uw baby naar een hoofdligging te draaien. De risico's voor baby en moeder zijn het kleinst bij een vaginale geboorte in hoofdligging. Hierbij ligt het hoofdje bij de ingang van het bekken. Dit doen we met een zogenaamde uitwendige versie. Tot 36 weken van de zwangerschap draaien veel baby’s zelf nog tot een hoofdligging. Het is dan ook goed om pas na deze tijd de baby te draaien. Soms is het advies iets eerder of later te draaien. Dit hangt meestal af van de hoeveelheid vruchtwater. Als we de stuitligging later ontdekken, kunnen we bijna altijd tot aan de bevalling proberen te draaien. Bij een meerlingzwangerschap kunnen de baby’s niet gedraaid worden. Soms zijn er contra indicaties voor het draaien van de baby in de baarmoeder en kan de gynaecoloog besluiten om niet te draaien. Bij de uitwendige versie proberen we uw baby aan de buitenkant van uw buik te draaien. Dit doet een gynaecoloog samen met een (klinisch)verloskundige op de afdeling geboorte. Het draaien is voor u en uw baby veilig.",Wat is een uitwendige versie?,Een uitwendige versie is een procedure waarbij de gynaecoloog en verloskundige proberen om de baby aan de buitenkant van de buik te draaien.,0.0125,0.058823529411764705,1.348546395672363e-168,0.00025277909580205977,"[{'rouge-1': {'r': 0.031914893617021274, 'p': 0.6, 'f': 0.060606059646974804}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.031914893617021274, 'p': 0.6, 'f': 0.060606059646974804}}]","[{'rouge-1': {'r': 0.1702127659574468, 'p': 0.8, 'f': 0.280701751492767}, 'rouge-2': {'r': 0.06369426751592357, 'p': 0.45454545454545453, 'f': 0.11173184141943136}, 'rouge-l': {'r': 0.1702127659574468, 'p': 0.8, 'f': 0.280701751492767}}]",0.060606059646974804,0.280701751492767
926,"Zolang de baby nog niet goed aan de borst gaat, blijft u de eerste weken ongeveer zeven tot acht keer per 24 uur (na)kolven. U kolft minimaal vijftien minuten in het MAINTAIN- programma. Dit is van belang om te zorgen dat de melkproductie goed gestimuleerd blijft, zodat ook op langere termijn er voldoende melk voor uw baby (‘s) zal zijn.",Hoe vaak moet ik kolven in het MAINTAIN-programma?,U moet minimaal 7-8 keer per 24 uur kolven in het MAINTAIN-programma zolang de baby nog niet goed aan de borst gaat.,0.0,0.20512820512820512,6.867726229230427e-158,0.06325796198925418,"[{'rouge-1': {'r': 0.03636363636363636, 'p': 0.25, 'f': 0.0634920612748804}, 'rouge-2': {'r': 0.01694915254237288, 'p': 0.14285714285714285, 'f': 0.03030302840679534}, 'rouge-l': {'r': 0.03636363636363636, 'p': 0.25, 'f': 0.0634920612748804}}]","[{'rouge-1': {'r': 0.2727272727272727, 'p': 0.7142857142857143, 'f': 0.39473683810595567}, 'rouge-2': {'r': 0.1864406779661017, 'p': 0.5238095238095238, 'f': 0.27499999612812503}, 'rouge-l': {'r': 0.2, 'p': 0.5238095238095238, 'f': 0.2894736802112189}}]",0.0634920612748804,0.2894736802112189
928,"Zolang de baby nog niet goed aan de borst gaat, blijft u de eerste weken ongeveer zeven tot acht keer per 24 uur (na)kolven. U kolft minimaal vijftien minuten in het MAINTAIN- programma. Dit is van belang om te zorgen dat de melkproductie goed gestimuleerd blijft, zodat ook op langere termijn er voldoende melk voor uw baby (‘s) zal zijn.",Waarom is het belangrijk om te blijven kolven?,"Het is belangrijk om te blijven kolven om de melkproductie goed gestimuleerd te houden, zodat er ook op langere termijn voldoende melk voor uw baby zal zijn.",0.0,0.175,7.803243545248185e-158,0.08615886356607262,"[{'rouge-1': {'r': 0.07272727272727272, 'p': 0.5, 'f': 0.12698412476694382}, 'rouge-2': {'r': 0.01694915254237288, 'p': 0.14285714285714285, 'f': 0.03030302840679534}, 'rouge-l': {'r': 0.07272727272727272, 'p': 0.5, 'f': 0.12698412476694382}}]","[{'rouge-1': {'r': 0.36363636363636365, 'p': 0.8, 'f': 0.49999999570312514}, 'rouge-2': {'r': 0.2033898305084746, 'p': 0.46153846153846156, 'f': 0.2823529369301039}, 'rouge-l': {'r': 0.34545454545454546, 'p': 0.76, 'f': 0.474999995703125}}]",0.12698412476694382,0.474999995703125
929,"Zolang de baby nog niet goed aan de borst gaat, blijft u de eerste weken ongeveer zeven tot acht keer per 24 uur (na)kolven. U kolft minimaal vijftien minuten in het MAINTAIN- programma. Dit is van belang om te zorgen dat de melkproductie goed gestimuleerd blijft, zodat ook op langere termijn er voldoende melk voor uw baby (‘s) zal zijn.",Moet ik blijven kolven als de baby wel goed aan de borst gaat?,"Als de baby goed aan de borst gaat, is het niet meer nodig om te kolven in het MAINTAIN-programma. U kunt dan stoppen met kolven.",0.05128205128205128,0.07317073170731707,0.0053912878304981605,0.05543734331168817,"[{'rouge-1': {'r': 0.09090909090909091, 'p': 0.4166666666666667, 'f': 0.14925372840276235}, 'rouge-2': {'r': 0.06779661016949153, 'p': 0.3333333333333333, 'f': 0.11267605352906178}, 'rouge-l': {'r': 0.09090909090909091, 'p': 0.4166666666666667, 'f': 0.14925372840276235}}]","[{'rouge-1': {'r': 0.23636363636363636, 'p': 0.5909090909090909, 'f': 0.337662333580705}, 'rouge-2': {'r': 0.11864406779661017, 'p': 0.2916666666666667, 'f': 0.16867469468427937}, 'rouge-l': {'r': 0.21818181818181817, 'p': 0.5454545454545454, 'f': 0.31168830760667904}}]",0.14925372840276235,0.31168830760667904
930,"Zolang de baby nog niet goed aan de borst gaat, blijft u de eerste weken ongeveer zeven tot acht keer per 24 uur (na)kolven. U kolft minimaal vijftien minuten in het MAINTAIN- programma. Dit is van belang om te zorgen dat de melkproductie goed gestimuleerd blijft, zodat ook op langere termijn er voldoende melk voor uw baby (‘s) zal zijn.",Hoe lang moet ik blijven kolven?,U moet blijven kolven zolang de baby nog niet goed aan de borst gaat. Dit kan enkele weken duren. Raadpleeg uw arts of lactatiekundige voor advies over wanneer u kunt stoppen met kolven.,0.0,0.08333333333333333,1.1982333626827553e-235,0.10367621318410024,"[{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}]","[{'rouge-1': {'r': 0.23636363636363636, 'p': 0.41935483870967744, 'f': 0.30232557678474853}, 'rouge-2': {'r': 0.11864406779661017, 'p': 0.21875, 'f': 0.1538461492863182}, 'rouge-l': {'r': 0.21818181818181817, 'p': 0.3870967741935484, 'f': 0.2790697628312602}}]",0.0,0.2790697628312602
932,"Aan iedere kolf hangt een uitleg. 
- Zorg dat alle benodigdheden klaar staan en was uw handen. 
- Voor extra ontspanning helpt het om naast uw baby te kolven. Mocht u niet naast u baby liggen kijk dan naar een foto van uw baby of gebruik de camera- of internetverbinding. Om de toeschietreflex te bevorderen kunt u een hete natte pamper op uw borst leggen of ze zachtjes masseren, strijken en schudden. 
- Plaats het borstschild op uw borst met uw tepel midden in het schild (wij hebben verschillende maten, mocht het kolven pijnlijk zijn, neem dan contact op met de verpleegkundige). 
- Gebruik bij langdurig kolven eventueel de CTG-band om handsfree te kolven.",Waar moet het borstschild geplaatst worden?,"Het borstschild moet op de borst geplaatst worden met de tepel in het midden van het schild. Er zijn verschillende maten beschikbaar, dus neem contact op met de verpleegkundige als het kolven pijnlijk is.",0.0,0.109375,2.8847700444085123e-162,0.01703944876784535,"[{'rouge-1': {'r': 0.02531645569620253, 'p': 0.3333333333333333, 'f': 0.04705882221730107}, 'rouge-2': {'r': 0.009174311926605505, 'p': 0.2, 'f': 0.01754385881040324}, 'rouge-l': {'r': 0.02531645569620253, 'p': 0.3333333333333333, 'f': 0.04705882221730107}}]","[{'rouge-1': {'r': 0.20253164556962025, 'p': 0.5714285714285714, 'f': 0.29906541669665476}, 'rouge-2': {'r': 0.06422018348623854, 'p': 0.21875, 'f': 0.09929077663296627}, 'rouge-l': {'r': 0.1518987341772152, 'p': 0.42857142857142855, 'f': 0.2242990615564679}}]",0.04705882221730107,0.2242990615564679
933,"Aan iedere kolf hangt een uitleg. 
- Zorg dat alle benodigdheden klaar staan en was uw handen. 
- Voor extra ontspanning helpt het om naast uw baby te kolven. Mocht u niet naast u baby liggen kijk dan naar een foto van uw baby of gebruik de camera- of internetverbinding. Om de toeschietreflex te bevorderen kunt u een hete natte pamper op uw borst leggen of ze zachtjes masseren, strijken en schudden. 
- Plaats het borstschild op uw borst met uw tepel midden in het schild (wij hebben verschillende maten, mocht het kolven pijnlijk zijn, neem dan contact op met de verpleegkundige). 
- Gebruik bij langdurig kolven eventueel de CTG-band om handsfree te kolven.",Hoe kan de toeschietreflex bevorderd worden?,"Om de toeschietreflex te bevorderen, kunt u een hete natte pamper op uw borst leggen of uw borsten zachtjes masseren, strijken en schudden.",0.0,0.16666666666666666,2.8847700444085123e-162,0.016211016201290854,"[{'rouge-1': {'r': 0.02531645569620253, 'p': 0.3333333333333333, 'f': 0.04705882221730107}, 'rouge-2': {'r': 0.009174311926605505, 'p': 0.2, 'f': 0.01754385881040324}, 'rouge-l': {'r': 0.02531645569620253, 'p': 0.3333333333333333, 'f': 0.04705882221730107}}]","[{'rouge-1': {'r': 0.25316455696202533, 'p': 0.9090909090909091, 'f': 0.396039600552887}, 'rouge-2': {'r': 0.1559633027522936, 'p': 0.7727272727272727, 'f': 0.25954198193811556}, 'rouge-l': {'r': 0.25316455696202533, 'p': 0.9090909090909091, 'f': 0.396039600552887}}]",0.04705882221730107,0.396039600552887
934,"Aan iedere kolf hangt een uitleg. 
- Zorg dat alle benodigdheden klaar staan en was uw handen. 
- Voor extra ontspanning helpt het om naast uw baby te kolven. Mocht u niet naast u baby liggen kijk dan naar een foto van uw baby of gebruik de camera- of internetverbinding. Om de toeschietreflex te bevorderen kunt u een hete natte pamper op uw borst leggen of ze zachtjes masseren, strijken en schudden. 
- Plaats het borstschild op uw borst met uw tepel midden in het schild (wij hebben verschillende maten, mocht het kolven pijnlijk zijn, neem dan contact op met de verpleegkundige). 
- Gebruik bij langdurig kolven eventueel de CTG-band om handsfree te kolven.",Wat moet er gedaan worden voor extra ontspanning tijdens het kolven?,"Voor extra ontspanning helpt het om naast uw baby te kolven. Als dit niet mogelijk is, kunt u naar een foto van uw baby kijken of de camera- of internetverbinding gebruiken.",0.01639344262295082,0.109375,5.539922019150992e-159,0.038000291986674116,"[{'rouge-1': {'r': 0.0379746835443038, 'p': 0.2727272727272727, 'f': 0.06666666452098773}, 'rouge-2': {'r': 0.009174311926605505, 'p': 0.1, 'f': 0.016806721149636467}, 'rouge-l': {'r': 0.0379746835443038, 'p': 0.2727272727272727, 'f': 0.06666666452098773}}]","[{'rouge-1': {'r': 0.27848101265822783, 'p': 0.7857142857142857, 'f': 0.4112149494069351}, 'rouge-2': {'r': 0.1651376146788991, 'p': 0.6206896551724138, 'f': 0.2608695618977106}, 'rouge-l': {'r': 0.27848101265822783, 'p': 0.7857142857142857, 'f': 0.4112149494069351}}]",0.06666666452098773,0.4112149494069351
937,"Als een baby al in de baarmoeder besmet wordt met GBS, gebeurt dat meestal na het breken van de vliezen. De streptokokken komen vanuit de vagina, via de baarmoedermond de baarmoeder in, waar ze in het vruchtwater terechtkomen. De baby drinkt vruchtwater en heeft ook vruchtwater in de longen. Zo kan de baby al voor de geboorte worden besmet en ziek worden. Hoe langer de tijd tussen het breken van de vliezen en de bevalling, hoe groter de kans op besmetting. Heel soms raakt een baby in de baarmoeder besmet en geïnfecteerd zonder dat de vliezen zijn gebroken. Temperatuurverhoging van de moeder en een snelle hartslag van de baby zijn aanwijzingen voor een infectie.",Wat zijn mogelijke symptomen van een GBS-infectie bij een baby?,Mogelijke symptomen van een GBS-infectie bij een baby zijn verhoogde lichaamstemperatuur bij de moeder en een snelle hartslag bij de baby.,0.0,0.05555555555555555,2.1736842586619646e-159,0.0027397164824400273,"[{'rouge-1': {'r': 0.046153846153846156, 'p': 0.3333333333333333, 'f': 0.08108107894448509}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.046153846153846156, 'p': 0.3333333333333333, 'f': 0.08108107894448509}}]","[{'rouge-1': {'r': 0.13846153846153847, 'p': 0.6, 'f': 0.224999996953125}, 'rouge-2': {'r': 0.08247422680412371, 'p': 0.42105263157894735, 'f': 0.1379310317434602}, 'rouge-l': {'r': 0.12307692307692308, 'p': 0.5333333333333333, 'f': 0.19999999695312504}}]",0.08108107894448509,0.19999999695312504
939,"Als een baby al in de baarmoeder besmet wordt met GBS, gebeurt dat meestal na het breken van de vliezen. De streptokokken komen vanuit de vagina, via de baarmoedermond de baarmoeder in, waar ze in het vruchtwater terechtkomen. De baby drinkt vruchtwater en heeft ook vruchtwater in de longen. Zo kan de baby al voor de geboorte worden besmet en ziek worden. Hoe langer de tijd tussen het breken van de vliezen en de bevalling, hoe groter de kans op besmetting. Heel soms raakt een baby in de baarmoeder besmet en geïnfecteerd zonder dat de vliezen zijn gebroken. Temperatuurverhoging van de moeder en een snelle hartslag van de baby zijn aanwijzingen voor een infectie.",Hoe groot is de kans op besmetting van de baby met GBS?,"Hoe langer de tijd tussen het breken van de vliezen en de bevalling, hoe groter de kans op besmetting van de baby met GBS.",0.0196078431372549,0.16,5.8019610301186705e-05,0.018805148667773535,"[{'rouge-1': {'r': 0.12307692307692308, 'p': 0.7272727272727273, 'f': 0.21052631331371197}, 'rouge-2': {'r': 0.05154639175257732, 'p': 0.45454545454545453, 'f': 0.09259259076303157}, 'rouge-l': {'r': 0.1076923076923077, 'p': 0.6363636363636364, 'f': 0.18421052384002776}}]","[{'rouge-1': {'r': 0.27692307692307694, 'p': 0.9473684210526315, 'f': 0.42857142507086177}, 'rouge-2': {'r': 0.1958762886597938, 'p': 0.8636363636363636, 'f': 0.31932772807852555}, 'rouge-l': {'r': 0.26153846153846155, 'p': 0.8947368421052632, 'f': 0.40476190126133793}}]",0.18421052384002776,0.40476190126133793
940,"Als een baby al in de baarmoeder besmet wordt met GBS, gebeurt dat meestal na het breken van de vliezen. De streptokokken komen vanuit de vagina, via de baarmoedermond de baarmoeder in, waar ze in het vruchtwater terechtkomen. De baby drinkt vruchtwater en heeft ook vruchtwater in de longen. Zo kan de baby al voor de geboorte worden besmet en ziek worden. Hoe langer de tijd tussen het breken van de vliezen en de bevalling, hoe groter de kans op besmetting. Heel soms raakt een baby in de baarmoeder besmet en geïnfecteerd zonder dat de vliezen zijn gebroken. Temperatuurverhoging van de moeder en een snelle hartslag van de baby zijn aanwijzingen voor een infectie.",Kan een baby al voor de geboorte besmet raken met GBS?,"Ja, een baby kan al voor de geboorte besmet raken met GBS door het drinken van besmet vruchtwater en het inademen van dit vruchtwater in de longen.",0.04,0.05454545454545454,3.552715700657964e-05,0.01018162263534805,"[{'rouge-1': {'r': 0.12307692307692308, 'p': 0.7272727272727273, 'f': 0.21052631331371197}, 'rouge-2': {'r': 0.05154639175257732, 'p': 0.5, 'f': 0.09345794223076252}, 'rouge-l': {'r': 0.12307692307692308, 'p': 0.7272727272727273, 'f': 0.21052631331371197}}]","[{'rouge-1': {'r': 0.23076923076923078, 'p': 0.6818181818181818, 'f': 0.3448275824283261}, 'rouge-2': {'r': 0.08247422680412371, 'p': 0.3076923076923077, 'f': 0.1300812974790139}, 'rouge-l': {'r': 0.2153846153846154, 'p': 0.6363636363636364, 'f': 0.32183907668119965}}]",0.21052631331371197,0.32183907668119965
947,"Als uw kind in het ziekenhuis op vaste tijden voeding kreeg, kunt u zich daar thuis eerst aan houden. Deze voedingstijden zijn richttijden, u kunt ze dus gerust aan het ritme van u en uw kind aanpassen. Er mag echter tussen de laatste avondvoeding en de eerste ochtendvoeding niet langer zitten dan: 
- Vier uur (bij gewicht onder 2500 gram); 
- Vijf uur (bij gewicht tussen 2500 en 3000 gram); 
- Zes uur (bij gewicht vanaf 3000 gram). Dit omdat jonge kinderen een tekort aan glucose (suiker) in hun bloed kunnen krijgen. ‘Op verzoek’ voeden bij borstvoeding is mogelijk. Dit betekent voeden als uw baby erom vraagt. Het is wel verstandig dit in overleg te doen met de kinderarts, lactatiekundige of verpleegkundige. Wanneer u uw baby op verzoek gaat voeden is het aan te raden om het aantal voedingen, plas en poepluiers en het gewicht extra in de gaten te houden. U kunt extra laten wegen op het weegspreekuur op het consultatiebureau. Voor meer informatie over borstvoeding verwijzen wij u naar de lactatiekundige of de vereniging ‘Borstvoeding Natuurlijk’.",Wat is de maximale tijd tussen de laatste avondvoeding en de eerste ochtendvoeding?,"De maximale tijd varieert afhankelijk van het gewicht van uw kind: vier uur bij gewicht onder 2500 gram, vijf uur bij gewicht tussen 2500 en 3000 gram, en zes uur bij gewicht vanaf 3000 gram.",0.041666666666666664,0.14,5.601880633397517e-07,0.005149746739373644,"[{'rouge-1': {'r': 0.059322033898305086, 'p': 0.6363636363636364, 'f': 0.10852713022294336}, 'rouge-2': {'r': 0.03571428571428571, 'p': 0.5, 'f': 0.06666666542222224}, 'rouge-l': {'r': 0.059322033898305086, 'p': 0.6363636363636364, 'f': 0.10852713022294336}}]","[{'rouge-1': {'r': 0.1016949152542373, 'p': 0.5217391304347826, 'f': 0.17021276322720189}, 'rouge-2': {'r': 0.05357142857142857, 'p': 0.3, 'f': 0.09090908833792477}, 'rouge-l': {'r': 0.1016949152542373, 'p': 0.5217391304347826, 'f': 0.17021276322720189}}]",0.10852713022294336,0.17021276322720189
948,"Als uw kind in het ziekenhuis op vaste tijden voeding kreeg, kunt u zich daar thuis eerst aan houden. Deze voedingstijden zijn richttijden, u kunt ze dus gerust aan het ritme van u en uw kind aanpassen. Er mag echter tussen de laatste avondvoeding en de eerste ochtendvoeding niet langer zitten dan: 
- Vier uur (bij gewicht onder 2500 gram); 
- Vijf uur (bij gewicht tussen 2500 en 3000 gram); 
- Zes uur (bij gewicht vanaf 3000 gram). Dit omdat jonge kinderen een tekort aan glucose (suiker) in hun bloed kunnen krijgen. ‘Op verzoek’ voeden bij borstvoeding is mogelijk. Dit betekent voeden als uw baby erom vraagt. Het is wel verstandig dit in overleg te doen met de kinderarts, lactatiekundige of verpleegkundige. Wanneer u uw baby op verzoek gaat voeden is het aan te raden om het aantal voedingen, plas en poepluiers en het gewicht extra in de gaten te houden. U kunt extra laten wegen op het weegspreekuur op het consultatiebureau. Voor meer informatie over borstvoeding verwijzen wij u naar de lactatiekundige of de vereniging ‘Borstvoeding Natuurlijk’.",Is 'op verzoek' voeden mogelijk bij borstvoeding?,"'Op verzoek' voeden betekent voeden wanneer uw baby erom vraagt. Dit is mogelijk bij borstvoeding, maar het is verstandig om dit in overleg te doen met een kinderarts, lactatiekundige, of verpleegkundige.",0.0,0.07920792079207921,2.1360085699653467e-164,0.003590244025652071,"[{'rouge-1': {'r': 0.025423728813559324, 'p': 0.42857142857142855, 'f': 0.04799999894272003}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.01694915254237288, 'p': 0.2857142857142857, 'f': 0.03199999894272003}}]","[{'rouge-1': {'r': 0.19491525423728814, 'p': 0.7931034482758621, 'f': 0.3129251669008284}, 'rouge-2': {'r': 0.06547619047619048, 'p': 0.36666666666666664, 'f': 0.11111110853994496}, 'rouge-l': {'r': 0.17796610169491525, 'p': 0.7241379310344828, 'f': 0.2857142825470869}}]",0.03199999894272003,0.2857142825470869
949,"Als uw kind in het ziekenhuis op vaste tijden voeding kreeg, kunt u zich daar thuis eerst aan houden. Deze voedingstijden zijn richttijden, u kunt ze dus gerust aan het ritme van u en uw kind aanpassen. Er mag echter tussen de laatste avondvoeding en de eerste ochtendvoeding niet langer zitten dan: 
- Vier uur (bij gewicht onder 2500 gram); 
- Vijf uur (bij gewicht tussen 2500 en 3000 gram); 
- Zes uur (bij gewicht vanaf 3000 gram). Dit omdat jonge kinderen een tekort aan glucose (suiker) in hun bloed kunnen krijgen. ‘Op verzoek’ voeden bij borstvoeding is mogelijk. Dit betekent voeden als uw baby erom vraagt. Het is wel verstandig dit in overleg te doen met de kinderarts, lactatiekundige of verpleegkundige. Wanneer u uw baby op verzoek gaat voeden is het aan te raden om het aantal voedingen, plas en poepluiers en het gewicht extra in de gaten te houden. U kunt extra laten wegen op het weegspreekuur op het consultatiebureau. Voor meer informatie over borstvoeding verwijzen wij u naar de lactatiekundige of de vereniging ‘Borstvoeding Natuurlijk’.",Welke aandachtspunten zijn er bij het 'op verzoek' voeden?,"Bij 'op verzoek' voeden is het belangrijk om goed te letten op het aantal voedingen, plas en poepluiers, en het gewicht. Het wordt aanbevolen om extra te laten wegen op het weegspreekuur op het consultatiebureau.",0.0,0.0784313725490196,2.732527945522545e-239,0.006770237295838023,"[{'rouge-1': {'r': 0.025423728813559324, 'p': 0.3333333333333333, 'f': 0.04724409317130639}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.025423728813559324, 'p': 0.3333333333333333, 'f': 0.04724409317130639}}]","[{'rouge-1': {'r': 0.1440677966101695, 'p': 0.6538461538461539, 'f': 0.23611110815200623}, 'rouge-2': {'r': 0.08333333333333333, 'p': 0.4375, 'f': 0.13999999731200002}, 'rouge-l': {'r': 0.1440677966101695, 'p': 0.6538461538461539, 'f': 0.23611110815200623}}]",0.04724409317130639,0.23611110815200623
952,"De ‘groep-B-streptokok’ is een bacterie die bij veel zwangere vrouwen in de vagina (schede) aanwezig is. Meestal kan dit geen kwaad voor de zwangere en haar baby, maar in een enkel geval wordt de baby ernstig ziek door een infectie met deze bacterie. In deze folder geven we informatie over de groep-B-streptokokkenziekte. Ook beschrijven wij in welke situaties voorzorgsmaatregelen genomen kunnen worden, om ziekte bij de baby te voorkomen.",Kan de groep-B-streptokok schadelijk zijn voor de zwangere of de baby?,"Meestal kan deze bacterie geen kwaad voor de zwangere en haar baby, maar in sommige gevallen kan de baby ernstig ziek worden door een infectie met deze bacterie.",0.02857142857142857,0.15789473684210525,1.6309347694940027e-80,0.1255325520102387,"[{'rouge-1': {'r': 0.05454545454545454, 'p': 0.3333333333333333, 'f': 0.09374999758300787}, 'rouge-2': {'r': 0.029850746268656716, 'p': 0.2, 'f': 0.05194804968797446}, 'rouge-l': {'r': 0.05454545454545454, 'p': 0.3333333333333333, 'f': 0.09374999758300787}}]","[{'rouge-1': {'r': 0.38181818181818183, 'p': 0.875, 'f': 0.531645565390162}, 'rouge-2': {'r': 0.26865671641791045, 'p': 0.6923076923076923, 'f': 0.38709677016533706}, 'rouge-l': {'r': 0.38181818181818183, 'p': 0.875, 'f': 0.531645565390162}}]",0.09374999758300787,0.531645565390162
956,"Wanneer een pasgeboren baby binnen drie dagen na de geboorte door een infectie ziek wordt, noemen wij dit vroege vorm van een infectie bij een pasgeboren baby. Deze infectie kan mild verlopen maar ook ernstig. Een bacterie die voor deze vroege infecties bij pasgeboren baby’s kan zorgen, is de groep B- streptokokken. GBS komt voor bij één op de vijf zwangere vrouwen, zonder dat zij hiervan klachten hebben. Deze vrouwen, ook wel draagster genoemd, dragen deze bacteriën dan bij zich in de vagina (schede). Dat kan meestal geen kwaad, maar een klein aantal baby’s wordt ziek. Naast GBS kunnen ook andere bacteriën leiden tot deze vroege vorm van een infectie bij baby's..",Wat verstaan we onder een vroege vorm van infectie bij pasgeboren baby's?,Een vroege vorm van infectie bij pasgeboren baby's is een infectie die binnen drie dagen na de geboorte optreedt.,0.08333333333333333,0.13114754098360656,1.2586263696257266e-81,0.002108606497305976,"[{'rouge-1': {'r': 0.09210526315789473, 'p': 0.5833333333333334, 'f': 0.15909090673553722}, 'rouge-2': {'r': 0.0392156862745098, 'p': 0.36363636363636365, 'f': 0.07079645841961005}, 'rouge-l': {'r': 0.09210526315789473, 'p': 0.5833333333333334, 'f': 0.15909090673553722}}]","[{'rouge-1': {'r': 0.2236842105263158, 'p': 0.9444444444444444, 'f': 0.3617021245631508}, 'rouge-2': {'r': 0.09803921568627451, 'p': 0.5555555555555556, 'f': 0.1666666641166667}, 'rouge-l': {'r': 0.21052631578947367, 'p': 0.8888888888888888, 'f': 0.34042552881846994}}]",0.15909090673553722,0.34042552881846994
