,Document,Question,Answer,Question-Context N-gram Similarity,Answer-Context N-gram Similarity,LLM Score
54,"Heeft u vóór of na de controleafspraak op de polikliniek vragen dan kan u tijdens kantooruren contact opnemen met de polikliniek chirurgie, telefoonnummer 088 708 52 33.",Welk telefoonnummer moet ik bellen als ik vragen heb na mijn controleafspraak op de polikliniek?,"Als u vragen heeft na uw controleafspraak op de polikliniek chirurgie, kunt u bellen naar 088 708 52 33.",0.05555555555555555,0.2777777777777778,100.0
55,"Als u zaken over de behandeling niet begrijpt of ergens ontevreden over bent, dan wil de betreffende behandelaar dit graag met u bespreken. Mocht dit niet tot duidelijkheid leiden, dan kunt u contact opnemen met uw behandelend revalidatiearts om het te bespreken. Indien dit onvoldoende oplevert, kunt u terecht bij de klachtenbemiddelaar van het ziekenhuis. Locatie Almelo/Locatie Hengelo Telefoonnummer: 088 708 57 83.",Hoe kan ik ervoor zorgen dat een behandeling duidelijk wordt besproken?,"Als u zaken over de behandeling niet begrijpt of ergens ontevreden over bent, dan wil de betreffende behandelaar dit graag met u bespreken.",0.0,0.2727272727272727,100.0
56,"Als u zaken over de behandeling niet begrijpt of ergens ontevreden over bent, dan wil de betreffende behandelaar dit graag met u bespreken. Mocht dit niet tot duidelijkheid leiden, dan kunt u contact opnemen met uw behandelend revalidatiearts om het te bespreken. Indien dit onvoldoende oplevert, kunt u terecht bij de klachtenbemiddelaar van het ziekenhuis. Locatie Almelo/Locatie Hengelo Telefoonnummer: 088 708 57 83.",Met wie kan ik contact opnemen als ik niet tevreden ben na het bespreken van een behandeling?,"Mocht dit niet tot duidelijkheid leiden, dan kunt u contact opnemen met uw behandelend revalidatiearts om het te bespreken.",0.027777777777777776,0.24242424242424243,100.0
57,"Als u zaken over de behandeling niet begrijpt of ergens ontevreden over bent, dan wil de betreffende behandelaar dit graag met u bespreken. Mocht dit niet tot duidelijkheid leiden, dan kunt u contact opnemen met uw behandelend revalidatiearts om het te bespreken. Indien dit onvoldoende oplevert, kunt u terecht bij de klachtenbemiddelaar van het ziekenhuis. Locatie Almelo/Locatie Hengelo Telefoonnummer: 088 708 57 83.",Wie kan ik benaderen als ik nog steeds ontevreden ben na het bespreken met mijn behandelend revalidatiearts?,"Indien dit onvoldoende oplevert, kunt u terecht bij de klachtenbemiddelaar van het ziekenhuis.",0.02702702702702703,0.18181818181818182,100.0
58,"Als u zaken over de behandeling niet begrijpt of ergens ontevreden over bent, dan wil de betreffende behandelaar dit graag met u bespreken. Mocht dit niet tot duidelijkheid leiden, dan kunt u contact opnemen met uw behandelend revalidatiearts om het te bespreken. Indien dit onvoldoende oplevert, kunt u terecht bij de klachtenbemiddelaar van het ziekenhuis. Locatie Almelo/Locatie Hengelo Telefoonnummer: 088 708 57 83.",Wat is het telefoonnummer van de klachtenbemiddelaar voor locatie Almelo en Hengelo?,Locatie Almelo/Locatie Hengelo Telefoonnummer: 088 708 57 83.,0.0,0.21212121212121213,100.0
59,"- U koorts krijgt (38,5°C of hoger). 
- De lies erg gevoelig/pijnlijk is. 
- Een zwelling in de lies op treedt. 
- De lies rood verkleurt en erg warm aanvoelt. 
- U huiduitslag heeft. Tijdens kantooruren kunt u telefonisch contact opnemen met het secretariaat urologie: 088 708 33 90. Buiten kantoortijden kunt u bij deze klachten en/of andere klachten die niet kunnen wachten tot de volgende werkdag, contact opnemen met de afdeling spoedeisende hulp: 088 708 78 78.",Bij welke symptomen moet u direct contact opnemen met het secretariaat urologie?,"Als u koorts krijgt (38,5°C of hoger), de lies erg gevoelig/pijnlijk is, er een zwelling in de lies optreedt, de lies rood verkleurt of erg warm aanvoelt, u huiduitslag heeft",0.06382978723404255,0.30434782608695654,95.0
60,"- U koorts krijgt (38,5°C of hoger). 
- De lies erg gevoelig/pijnlijk is. 
- Een zwelling in de lies op treedt. 
- De lies rood verkleurt en erg warm aanvoelt. 
- U huiduitslag heeft. Tijdens kantooruren kunt u telefonisch contact opnemen met het secretariaat urologie: 088 708 33 90. Buiten kantoortijden kunt u bij deze klachten en/of andere klachten die niet kunnen wachten tot de volgende werkdag, contact opnemen met de afdeling spoedeisende hulp: 088 708 78 78.",Waar moet u contact mee opnemen in geval van klachten buiten kantoortijden?,De afdeling spoedeisende hulp op 088 708 78 78,0.02,0.13636363636363635,100.0
61,"U mag tot twee weken na de operatie bij onderstaande problemen contact opnemen met het ziekenhuis. U neemt contact op bij: 
- koorts hoger dan 38.5oC; 
- pijn, roodheid, zwelling en lekkage van het wondgebied; 
- onbegrepen pijn of andere klachtenl; 
- misselijkheidklachten en problemen bij de stoelgang; 
- indien er geen/nauwelijks urine meer afloopt in de urinestomazak; 
- bij toenemende pijn in de onderbuik en/of zij; 
- problemen met urinestoma. Tijdens kantooruren belt u naar: 
- polikliniek urologie, telefoonnummer 088 708 33 90 Via bovenstaand nummer kunt u ook de stomaverpleegkundige bereiken. In zeer dringende gevallen, welke niet kunnen wachten tot de volgende werkdag, kunt u buiten kantoortijden bellen met: 
- spoedeisende hulp, telefoonnummer 088 708 78 78",Wat zijn de symptomen die wijzen op een infectie na de operatie?,"Symptomen die wijzen op een infectie na de operatie zijn onder andere koorts hoger dan 38.5oC, pijn, roodheid, zwelling en lekkage van het wondgebied, onbegrepen pijn of andere klachten, misselijkheidklachten en problemen bij de stoelgang, indien er geen/nauwelijks urine meer afloopt in de urinestomazak, bij toenemende pijn in de onderbuik en/of zij, en problemen met urinestoma.",0.0,0.3013698630136986,90.0
62,"U mag tot twee weken na de operatie bij onderstaande problemen contact opnemen met het ziekenhuis. U neemt contact op bij: 
- koorts hoger dan 38.5oC; 
- pijn, roodheid, zwelling en lekkage van het wondgebied; 
- onbegrepen pijn of andere klachtenl; 
- misselijkheidklachten en problemen bij de stoelgang; 
- indien er geen/nauwelijks urine meer afloopt in de urinestomazak; 
- bij toenemende pijn in de onderbuik en/of zij; 
- problemen met urinestoma. Tijdens kantooruren belt u naar: 
- polikliniek urologie, telefoonnummer 088 708 33 90 Via bovenstaand nummer kunt u ook de stomaverpleegkundige bereiken. In zeer dringende gevallen, welke niet kunnen wachten tot de volgende werkdag, kunt u buiten kantoortijden bellen met: 
- spoedeisende hulp, telefoonnummer 088 708 78 78",Wanneer moet ik contact opnemen met het ziekenhuis na de operatie?,"U mag tot twee weken na de operatie contact opnemen met het ziekenhuis bij problemen zoals koorts hoger dan 38.5oC, pijn, roodheid, zwelling en lekkage van het wondgebied, onbegrepen pijn of andere klachten, misselijkheidklachten en problemen bij de stoelgang, indien er geen/nauwelijks urine meer afloopt in de urinestomazak, bij toenemende pijn in de onderbuik en/of zij, en problemen met urinestoma.",0.028985507246376812,0.3698630136986301,100.0
63,"U mag tot twee weken na de operatie bij onderstaande problemen contact opnemen met het ziekenhuis. U neemt contact op bij: 
- koorts hoger dan 38.5oC; 
- pijn, roodheid, zwelling en lekkage van het wondgebied; 
- onbegrepen pijn of andere klachtenl; 
- misselijkheidklachten en problemen bij de stoelgang; 
- indien er geen/nauwelijks urine meer afloopt in de urinestomazak; 
- bij toenemende pijn in de onderbuik en/of zij; 
- problemen met urinestoma. Tijdens kantooruren belt u naar: 
- polikliniek urologie, telefoonnummer 088 708 33 90 Via bovenstaand nummer kunt u ook de stomaverpleegkundige bereiken. In zeer dringende gevallen, welke niet kunnen wachten tot de volgende werkdag, kunt u buiten kantoortijden bellen met: 
- spoedeisende hulp, telefoonnummer 088 708 78 78",Wat is het telefoonnummer van de polikliniek urologie?,Het telefoonnummer van de polikliniek urologie is 088 708 33 90.,0.014705882352941176,0.057971014492753624,100.0
64,"U mag tot twee weken na de operatie bij onderstaande problemen contact opnemen met het ziekenhuis. U neemt contact op bij: 
- koorts hoger dan 38.5oC; 
- pijn, roodheid, zwelling en lekkage van het wondgebied; 
- onbegrepen pijn of andere klachtenl; 
- misselijkheidklachten en problemen bij de stoelgang; 
- indien er geen/nauwelijks urine meer afloopt in de urinestomazak; 
- bij toenemende pijn in de onderbuik en/of zij; 
- problemen met urinestoma. Tijdens kantooruren belt u naar: 
- polikliniek urologie, telefoonnummer 088 708 33 90 Via bovenstaand nummer kunt u ook de stomaverpleegkundige bereiken. In zeer dringende gevallen, welke niet kunnen wachten tot de volgende werkdag, kunt u buiten kantoortijden bellen met: 
- spoedeisende hulp, telefoonnummer 088 708 78 78",Waar kan ik terecht voor dringende gevallen buiten kantoortijden?,"In zeer dringende gevallen, welke niet kunnen wachten tot de volgende werkdag, kunt u buiten kantoortijden bellen met de spoedeisende hulp op telefoonnummer 088 708 78 78.",0.02857142857142857,0.2537313432835821,100.0
65,"U mag tot twee weken na de operatie bij onderstaande problemen contact opnemen met het ziekenhuis. U neemt contact op bij: 
- koorts hoger dan 38.5oC; 
- pijn, roodheid, zwelling en lekkage van het wondgebied; 
- onbegrepen pijn of andere klachtenl; 
- misselijkheidklachten en problemen bij de stoelgang; 
- indien er geen/nauwelijks urine meer afloopt in de urinestomazak; 
- bij toenemende pijn in de onderbuik en/of zij; 
- problemen met urinestoma. Tijdens kantooruren belt u naar: 
- polikliniek urologie, telefoonnummer 088 708 33 90 Via bovenstaand nummer kunt u ook de stomaverpleegkundige bereiken. In zeer dringende gevallen, welke niet kunnen wachten tot de volgende werkdag, kunt u buiten kantoortijden bellen met: 
- spoedeisende hulp, telefoonnummer 088 708 78 78",Hoe kan ik de stomaverpleegkundige bereiken?,"U kunt de stomaverpleegkundige bereiken via het telefoonnummer van de polikliniek urologie, 088 708 33 90.",0.014925373134328358,0.08450704225352113,90.0
66,"Heeft u nog vragen over de behandeling met Mitomycinespoeling dan kunt u op werkdagen tijdens kantooruren contact opnemen met onderstaande telefoonnummers. In acute gevallen zoals bij koorts boven 38.5°C neemt u tijdens kantooruren contact op met: 
- Polikliniek urologie telefoonnummer: 088 708 33 90 In acute gevallen zoals bij koorts boven 38.5°C neemt u buiten kantooruren contact op met: 
- Afdeling 5 West/ Oncologie telefoonnummer: 088 708 34 20",Hoe kan ik contact opnemen tijdens kantooruren?,U kunt tijdens kantooruren contact opnemen met de polikliniek urologie via telefoonnummer 088 708 33 90.,0.05555555555555555,0.20512820512820512,100.0
67,"Heeft u nog vragen over de behandeling met Mitomycinespoeling dan kunt u op werkdagen tijdens kantooruren contact opnemen met onderstaande telefoonnummers. In acute gevallen zoals bij koorts boven 38.5°C neemt u tijdens kantooruren contact op met: 
- Polikliniek urologie telefoonnummer: 088 708 33 90 In acute gevallen zoals bij koorts boven 38.5°C neemt u buiten kantooruren contact op met: 
- Afdeling 5 West/ Oncologie telefoonnummer: 088 708 34 20",Wat moet ik doen in geval van koorts boven 38.5°C tijdens kantooruren?,"In geval van koorts boven 38.5°C tijdens kantooruren, neemt u contact op met de polikliniek urologie via telefoonnummer 088 708 33 90.",0.08108108108108109,0.21951219512195122,100.0
68,"Heeft u nog vragen over de behandeling met Mitomycinespoeling dan kunt u op werkdagen tijdens kantooruren contact opnemen met onderstaande telefoonnummers. In acute gevallen zoals bij koorts boven 38.5°C neemt u tijdens kantooruren contact op met: 
- Polikliniek urologie telefoonnummer: 088 708 33 90 In acute gevallen zoals bij koorts boven 38.5°C neemt u buiten kantooruren contact op met: 
- Afdeling 5 West/ Oncologie telefoonnummer: 088 708 34 20",Wat moet ik doen in geval van koorts boven 38.5°C buiten kantooruren?,"In geval van koorts boven 38.5°C buiten kantooruren, neemt u contact op met afdeling 5 West/Oncologie via telefoonnummer 088 708 34 20.",0.08108108108108109,0.21428571428571427,100.0
69,"Heeft u nog vragen over de behandeling met Mitomycinespoeling dan kunt u op werkdagen tijdens kantooruren contact opnemen met onderstaande telefoonnummers. In acute gevallen zoals bij koorts boven 38.5°C neemt u tijdens kantooruren contact op met: 
- Polikliniek urologie telefoonnummer: 088 708 33 90 In acute gevallen zoals bij koorts boven 38.5°C neemt u buiten kantooruren contact op met: 
- Afdeling 5 West/ Oncologie telefoonnummer: 088 708 34 20",Kan ik ook buiten kantooruren contact opnemen met de polikliniek urologie?,"Ja, in acute gevallen zoals bij koorts boven 38.5°C kunt u buiten kantooruren contact opnemen met afdeling 5 West/Oncologie via telefoonnummer 088 708 34 20.",0.1111111111111111,0.3170731707317073,100.0
70,"Heeft u nog vragen over de behandeling met Mitomycinespoeling dan kunt u op werkdagen tijdens kantooruren contact opnemen met onderstaande telefoonnummers. In acute gevallen zoals bij koorts boven 38.5°C neemt u tijdens kantooruren contact op met: 
- Polikliniek urologie telefoonnummer: 088 708 33 90 In acute gevallen zoals bij koorts boven 38.5°C neemt u buiten kantooruren contact op met: 
- Afdeling 5 West/ Oncologie telefoonnummer: 088 708 34 20",Waar kan ik terecht voor vragen over de behandeling met Mitomycinespoeling?,Voor vragen over de behandeling met Mitomycinespoeling kunt u tijdens kantooruren contact opnemen met de polikliniek urologie via telefoonnummer 088 708 33 90.,0.05405405405405406,0.28205128205128205,90.0
71,"Wij bieden 
- Live online meeting met mogelijkheid tot vragen stellen 
- Voorlichting d.m.v. verschillende sprekers, foto’s en filmmateriaal U kunt de onderdelen afzonderlijk of in combinatie volgen op de volgende data Voorlichting over de bevalling Tijd 19.00 - 20.15 uur Waar thuis op de bank Voorlichting over borstvoeding Tijd 20.15 - 22.00 uur Waar thuis op de bank dinsdag 17 januari 2023 donderdag 16 februari 2023 dinsdag 21 maart 2023 donderdag 13 april 2023 dinsdag 16 mei 2023 donderdag 15 juni 2023 dinsdag 11 juli 2023 donderdag 17 augustus 2023 dinsdag 12 september 2023 donderdag 12 oktober 2023 dinsdag 14 november 2023 donderdag 14 december 2023 Aanmelden kan digitaal via het aanmeldformulier op zgt.nl: Ga naar Aandoening en behandeling, onze specialismen, verloskunde, folders en voorlichting. U ontvangt een bevestiging van uw aanmelding per e-mail. Op een later tijdstip ontvangt u per mail informatie over de online meeting.",Hoe kan ik mij aanmelden voor de voorlichtingsbijeenkomsten over bevalling en borstvoeding?,"U kunt zich digitaal aanmelden via het aanmeldformulier op zgt.nl: Ga naar Aandoening en behandeling, onze specialismen, verloskunde, folders en voorlichting. U ontvangt een bevestiging van uw aanmelding per e-mail. Op een later tijdstip ontvangt u per mail informatie over de online meeting.",0.0,0.22115384615384615,100.0
72,Heeft u na het lezen van deze folder nog vragen? Neem dan contact op met ZGT via de Breuklijn op maandag t/m vrijdag 08.00 - 16.30 uur via telefoonnummer 088 708 52 33.,Wat is de beste manier om contact op te nemen met ZGT voor vragen over deze folder?,Neem contact op met ZGT via de Breuklijn op maandag t/m vrijdag 08.00 - 16.30 uur via telefoonnummer 088 708 52 33.,0.0,0.8421052631578947,100.0
73,Heeft u na het lezen van deze folder nog vragen? Neem dan contact op met ZGT via de Breuklijn op maandag t/m vrijdag 08.00 - 16.30 uur via telefoonnummer 088 708 52 33.,Op welke tijden kan ik ZGT bereiken via de Breuklijn?,U kunt ZGT bereiken via de Breuklijn op maandag t/m vrijdag 08.00 - 16.30 uur.,0.043478260869565216,0.3181818181818182,100.0
74,Heeft u na het lezen van deze folder nog vragen? Neem dan contact op met ZGT via de Breuklijn op maandag t/m vrijdag 08.00 - 16.30 uur via telefoonnummer 088 708 52 33.,Welk telefoonnummer moet ik bellen als ik nog vragen heb na het lezen van deze folder?,Het telefoonnummer om te bellen voor vragen over deze folder is 088 708 52 33.,0.043478260869565216,0.13043478260869565,100.0
75,Heeft u na het lezen van deze folder nog vragen? Neem dan contact op met ZGT via de Breuklijn op maandag t/m vrijdag 08.00 - 16.30 uur via telefoonnummer 088 708 52 33.,Welke dagen zijn de Breuklijn beschikbaar?,U kunt de Breuklijn op maandag t/m vrijdag bereiken voor vragen over deze folder.,0.0,0.13043478260869565,100.0
76,"Heeft u naar aanleiding van deze folder vragen, neem dan contact op met de stoma- /coloncareverpleegkundige. U kunt bellen op maandag tot en met vrijdag van 08.00 uur tot 16.30 uur. Telefoonnummer 088 708 36 74. Ben u onverwacht verhinderd? Geef dit dan tijdig door.",Hoeveel uur per dag kan ik contact opnemen met de stoma-/coloncareverpleegkundige?,U kunt bellen op maandag tot en met vrijdag van 08.00 uur tot 16.30 uur.,0.0,0.30434782608695654,100.0
77,"Heeft u naar aanleiding van deze folder vragen, neem dan contact op met de stoma- /coloncareverpleegkundige. U kunt bellen op maandag tot en met vrijdag van 08.00 uur tot 16.30 uur. Telefoonnummer 088 708 36 74. Ben u onverwacht verhinderd? Geef dit dan tijdig door.",Wat is het telefoonnummer van de stoma-/coloncareverpleegkundige?,Het telefoonnummer is 088 708 36 74.,0.0,0.125,100.0
78,"Heeft u naar aanleiding van deze folder vragen, neem dan contact op met de stoma- /coloncareverpleegkundige. U kunt bellen op maandag tot en met vrijdag van 08.00 uur tot 16.30 uur. Telefoonnummer 088 708 36 74. Ben u onverwacht verhinderd? Geef dit dan tijdig door.",Op welke dagen kan ik bellen naar de stoma-/coloncareverpleegkundige?,U kunt bellen op maandag tot en met vrijdag.,0.0,0.13043478260869565,95.0
