,topic_id,filename,header,section_text,Question,Answer
412,19,Richtlijnen voor reumapatiënten,Het zitten,"Ga zo ver mogelijk achter in de stoel zitten. Maak zo goed mogelijk gebruik van de rugleuning. Zorg ervoor dat uw knieën en enkels een rechte hoek maken. Uw bovenbenen zijn horizontaal. Laat beide voeten op de grond rusten. Gebruik een voetenbankje als de stoel te hoog is. Ga niet te veel met uw benen over elkaar zitten. De onderarmen en polsen moeten volledig ondersteund worden door de armleuningen. Zorg ervoor dat u de schouders niet te veel optrekt, of juist laat afhangen. Als u zittend werkt, dient het werkvlak ongeveer 5 cm lager te zijn dan uw ellebogen. Dit voorkomt dat u boven uw macht werkt. Ga af en toe wat verzitten om de gewrichten een andere stand te geven. Sta ongeveer om de 20 minuten op en loop een stukje. 1 2 3 4",Hoe moeten de onderarmen en polsen ondersteund worden tijdens het zitten?,De onderarmen en polsen moeten volledig ondersteund worden door de armleuningen.
423,19,Richtlijnen voor reumapatiënten,Ontzie uw handen,"Vermijd tillen, duwen of trekken van zware voorwerpen. In plaats van tillen kunt u beter schuiven of rollen. Als u toch moet tillen, doe dit dan met beide handen. Het beste is daarbij het voorwerp te laten rusten op beide handpalmen. Maak zoveel mogelijk gebruik van de grote gewrichten. Duwen van een pan om hem te verplaatsen Pan optillen met handpalmen Borden optillen met handpalmen Ontzie uw vingergewrichten door meer gebruik te maken van uw handpalmen dan van uw vingers. Houd een voorwerp niet langer vast dan nodig is (ongemerkt worden uw handen gedurende de dag toch al te veel belast). Als u rust, leg dan uw werk helemaal neer, probeer bewust te ontspannen. Gebruik zoveel mogelijk lichtgewicht voorwerpen. Vaak zijn dikke handgrepen ook prettig.",Hoe kan ik mijn vingergewrichten ontzien?,"Om uw vingergewrichten te ontzien, kunt u meer gebruik maken van uw handpalmen in plaats van uw vingers. Probeer ook niet te lang een voorwerp vast te houden en ontspan bewust tijdens rustmomenten."
416,19,Tissue expander vervangen door prothese,Figuur 5,Uw handen achter uw rug bij elkaar houden. Vervolgens uw armen gestrekt omhoog brengen. Blijf goed rechtop zitten.,Wat is Figuur 5?,Figuur 5 is een afbeelding die laat zien hoe u uw handen achter uw rug bij elkaar kunt houden en uw armen gestrekt omhoog kunt brengen terwijl u rechtop blijft zitten.
23,1,Aambeien (heamorroiden),Wat kunt u mogelijk zelf doen om aambeien te voorkomen?,"Aambeien kunnen veel klachten veroorzaken en daarom is het beter om het (opnieuw) uitzakken van aambeiweefsel te voorkomen. Hiervoor gelden de volgende adviezen en leefregels: 
- Eet gezond en gevarieerd. Eet vezelrijk (granen, fruit en groenten). Voor extra informatie zie folder ‘Vezelverrijkte voeding’. Drink minstens 1½ à 2 liter per dag. Dit houdt de stoelgang soepel. 
- Ga direct naar het toilet als u aandrang heeft. Anders wordt de ontlasting droger en harder. Stel uw stoelgang dus niet uit. Voorkom hard persen en langdurig toiletbezoek. Probeer te ontspannen als u op het toilet zit. 
- Ga bij jeuk of een branderig gevoel niet overdadig wassen met zeep. Dit kan jeuk en irritatie veroorzaken en/of verergeren. Wel helpt het om de anus met lauw water af te spoelen en daarna goed droog te deppen of de anus te reinigen met zoete olie. Gebruik alleen zacht toiletpapier en geen vochtig toiletpapier. Overgevoeligheid voor bepaalde bestanddelen komt vaak voor. 
- Regelmatig een warm bad zorgt ervoor dat de anus zich kan ontspannen. Ook als er klachten zijn als branderigheid, pijn, jeuk en eczeem rond de anus is een warm zitbad een goed middel ter bestrijding van de klachten (hygiëne). Probeer niet te krabben. Gebruik katoenen ondergoed, dat absorbeert beter en beschadigd de huid minder. 
- LET OP: bij bepaalde zalven en zetpillen. Deze kunnen de pijn, branderigheid en/of de jeuk doen verzachten of (tijdelijk) verdwijnen, maar zullen de aambeien zelf niet doen verdwijnen. 
- Zorg voor voldoende lichaamsbeweging, zeker als u een zittend leven leidt. En als u te zwaar bent, probeer wat af te vallen. 
- Probeer het uitgezakte aambeiweefsel (als u dat heeft) voorzichtig naar binnen te duwen. Soms kan de pijn daardoor verminderen en is er minder kans op inklemming en stuwing in de bloedvaten.",Hoe kunnen aambeien voorkomen worden door gezonde voeding?,Aambeien kunnen worden voorkomen door gezond en vezelrijk te eten en voldoende te drinken. Dit zorgt voor een soepele stoelgang.
181,1,Dieet bij verhoogd cholesterol,Cholesterol,Een te hoog cholesterolgehalte in het bloed vergroot de kans op hart- en vaatziekten. Cholesterol is een vetachtige stof die het lichaam nodig heeft. Het lichaam maakt het grootste deel van het cholesterol zelf in de lever. Ook komt cholesterol in voedingsmiddelen voor. Een te hoog cholesterolgehalte kan veroorzaakt worden door verkeerde eetgewoonten. Veranderingen in de voeding kunnen het cholesterolgehalte doen dalen. Cholesterol komt van nature in sommige voedingsmiddelen voor. Het is verstandig om cholesterolrijke producten te beperken.,Wat is het verband tussen cholesterol en hart- en vaatziekten?,Een te hoog cholesterolgehalte vergroot de kans op hart- en vaatziekten.
160,1,Dieet bij verhoogd cholesterol,Verzadigd vet,"Verzadigd vet stimuleert de lever tot het maken van cholesterol. Verzadigd vet komt vooral voor in producten van dierlijke oorsprong zoals in melkproducten en vlees. Sommige plantaardige producten bevatten ook veel verzadigd vet, bijvoorbeeld kokos en palmolie.",Welke soorten voeding bevatten verzadigd vet?,"Verzadigd vet komt vooral voor in producten van dierlijke oorsprong, zoals melkproducten en vlees. Sommige plantaardige producten bevatten ook veel verzadigd vet, zoals kokos en palmolie."
146,1,Dikke darmonderzoek (klinisch),Avondmaaltijd,"- Koffie, thee of heldere drank. 
- 1 pakje Nutridrink. 
- Eventueel heldere bouillon.",Wat moet ik eten voor de avondmaaltijd voordat ik een dikke darmonderzoek onderga?,"Voor de avondmaaltijd voor een dikke darmonderzoek, wordt aanbevolen om koffie, thee of heldere drank te drinken, 1 pakje Nutridrink te nemen en eventueel heldere bouillon te eten."
159,1,Dikke darmonderzoek (klinisch),In de avond,"- Koffie, thee of heldere drank. 
- Eventueel Nutridrink. 
- Niets eten! Op de dag van het onderzoek: Vóór het onderzoek 
- Geen ontbijt! 
- Drink zonodig 1 kop thee.",Mag ik ontbijten op de dag van het onderzoek van de dikke darm?,"Nee, je mag geen ontbijt eten op de dag van het onderzoek."
209,1,Eiwitrijke voeding,Eiwitrijke voeding,"Als gevolg van ziekte of een operatie heeft u meer eiwit nodig. Daarom heeft uw diëtist u geadviseerd om hier meer van te gaan gebruiken. Eiwitten zijn de bouwstenen van het lichaam. Het eten van voldoende eiwitten draagt bij aan spierbehoud, wondgenezing en een sneller herstel. Eiwitten komen voor in veel producten. Vooral vlees, vis, kip, eieren, kaas en melkproducten bevatten veel eiwitten. Hieronder treft u een overzicht van de hoeveelheid eiwitten in veelgebruikte producten. Verderop vindt u een overzicht met specifieke eiwitrijke producten die in de supermarkt verkrijgbaar zijn. Aanbevolen hoeveelheid eiwit: ……… gram/dag.",Wat zijn specifieke eiwitrijke producten die verkrijgbaar zijn in de supermarkt?,Specifieke eiwitrijke producten die verkrijgbaar zijn in de supermarkt zijn ...
199,1,Eiwitvariatielijst,Tips,"Om aan voldoende eiwit te komen is het belangrijk dat u eiwitrijke voedingsmiddelen, zoals kaas, vleeswaren, vis of ei bij uw broodmaaltijden gebruikt. Daarnaast is het van belang dat u bij de warme maaltijd een stukje vlees, vis, kip of vleesvervanger neemt. Begin bij de warme maaltijd met het vlees, de vis, kip of vleesvervanger, zodat u die zeker binnen krijgt. Verder is het advies om drie tot vier keer per dag een zuivelproduct te gebruiken.",Wat is het belang van het nemen van een stukje vlees of vis bij de warme maaltijd?,"Het is belangrijk om bij de warme maaltijd een stukje vlees of vis te nemen, zodat u voldoende eiwit binnenkrijgt."
206,1,FDG PET-CT met Koolhydraatvrij-voorbereidingsdieet,Voorbeelddagmenu,"Ontbijt Een kop bouillon Een gekookt ei (eventueel met wat zout) Een plakje vleeswaren en/of kaas Thee of koffie zonder melk en suiker, water of mineraalwater In de loop van de ochtend Thee of koffie zonder melk en suiker, water of mineraalwater Middageten Gekookt ei (of bijvoorbeeld een gebakken ei of roerei (zonder melk) met bacon en kruiden) Een plakje vleeswaren en/of kaas Thee of koffie zonder melk en suiker, water of mineraalwater In de loop van de middag Thee of koffie zonder melk en suiker, water of mineraalwater, frisdrank-light naar wens Avond eten Bouillon Stukje vlees, vis of kip (ongepaneerd) eventueel met zout, peper en kruiden Jus (alleen van bak- en braadvet of olie, zonder pakjes of bindmiddel) In de loop van de avond Thee of koffie zonder melk en suiker, water of mineraalwater, frisdrank-light naar wens Extra: Minimaal 1 liter water extra drinken Let op de tijd van het onderzoek: 4 uur voor de PET-scan moet u nuchter blijven!",Wat eet ik voor ontbijt als voorbereiding op een FDG PET-CT?,"Voor het ontbijt eet u een kop bouillon, een gekookt ei (eventueel met zout), en een plakje vleeswaren en/of kaas. U kunt thee of koffie zonder melk en suiker, water of mineraalwater drinken."
150,1,Fosfaatbeperkt dieet,Fosfaat in de voeding,"In onze voeding is het fosfaat meestal gebonden aan eiwit. Eiwitrijke voedingsmiddelen zijn dus ook fosfaatrijk. Als u het fosfaatgehalte in uw bloed wil verlagen, is het echter niet de bedoeling om het eiwit in uw voeding verder te beperken dan uw dieetadvies aangeeft. Het eiwit is namelijk een belangrijke voedingsstof voor uw lichaam. Het kan dus soms heel verwarrend zijn als u het advies krijgt om voldoende eiwitten te eten, maar uw fosfaat in de voeding te verminderen. Met deze informatie hopen wij u te kunnen helpen om meer inzicht rondom fosfaat in de voeding en het fosfaatbeperkte dieet te krijgen. Fosfaat zit veel in melk en melkproducten, kaas, smeerkaas, kip, vis, vlees, eieren, peulvruchten, noten en pinda’s, chocolade, frisdranken, bier en kant-en-klaarproducten. Weinig tot geen fosfaat zit in groenten, fruit, koek, snoep, suiker, boter, olie, water, zwarte koffie, thee, (natriumarme) bouillon.",Hoe wordt fosfaat in onze voeding voornamelijk gebonden?,Fosfaat in onze voeding is meestal gebonden aan eiwit.
203,1,Gezonde voeding na een beroerte,Gezond gewicht,"Houd uw gewicht op het juiste peil. Als u meer eet en drinkt dan u nodig heeft, krijgt u te veel energie (calorieën) binnen. Dit resulteert in overgewicht, wat kan leiden tot gezondheidsklachten. Het is dan van belang om af te vallen, dit heeft een gunstig effect op het cholesterolgehalte en de bloeddruk. Wanneer u wilt vermageren, kunt u dat het beste doen door gezond te eten en meer te bewegen. Om te weten of u een gezond gewicht heeft, kunt u de Body Mass Index (BMI) gebruiken. Dit is een index voor het gewicht in verhouding tot lichaamslengte. BMI = gewicht in kg (lengte in m)² Een goed gewicht is een BMI tussen de 20 en 25. Een BMI boven de 30 betekent ernstig overgewicht.",Wat is de Body Mass Index (BMI) en hoe kan ik deze gebruiken?,De Body Mass Index (BMI) is een index die uw gewicht in verhouding tot uw lichaamslengte berekent. Dit wordt gedaan door uw gewicht in kilogram te delen door uw lengte in meters in het kwadraat. Een gezond gewicht heeft een BMI tussen de 20 en 25. U kunt de BMI dus gebruiken om te bepalen of u een gezond gewicht heeft.
172,1,Gladgebonden vloeibaar dieet,Lichaamsgewicht,"Uw gewicht kan na de operatie afnemen. Dit gebeurt vooral in de eerste dagen na de operatie. Om ongewenst gewichtsverlies tegen te gaan, kunt u: 
- vaker iets eten; 
- extra vet gebruiken door toevoeging van (slag)room, boter of margarine aan vla, pap, mixmaaltijd of soep; 
- extra suiker gebruiken in thee, koffie, yoghurt, vla en dergelijke. Ook kan een tekort aan ijzer ontstaan doordat u bepaalde producten niet kunt eten. Het gebruik van Ferro-rozenbottel-siroop (extra ijzer) kan hiervoor een oplossing zijn. Deze moet u niet gebruiken in combinatie met melkproducten omdat ijzer daardoor slechter wordt opgenomen. Wanneer u last heeft van verstopping, kunt u gebruik maken van Laxo-rozenbottelsiroop (laxerende werking). Wanneer u veel gewicht verliest, neem dan contact op met uw diëtist.",Hoe kan ik ongewenst gewichtsverlies na de operatie tegengaan?,"U kunt ongewenst gewichtsverlies na de operatie tegengaan door vaker iets te eten, extra vet te gebruiken en extra suiker toe te voegen aan uw voeding."
605,1,Kaliumbeperkt dieet,Broodmaaltijd Kalium (mg),"Brood (bruin, volkoren, wit), per snee 60 Luxe broodje (kadetje, puntje), per stuk 110 Beschuit, per stuk 20 Ontbijtkoek, per plak 30 Roggebrood (donker), per snee 110 Roggebrood (licht), per snee 60 Fruitontbijt, per glas 200 Cruesli, per eetlepel 50",Wat is het aanbevolen kaliumgehalte voor een broodmaaltijd op een kaliumbeperkt dieet?,"Het aanbevolen kaliumgehalte voor brood op een kaliumbeperkt dieet is: 60 mg per snee voor bruin, volkoren en wit brood, 110 mg per stuk voor luxe broodjes (kadetjes en puntjes), 20 mg per stuk voor beschuit, 30 mg per plak voor ontbijtkoek en 110 mg per snee voor donker roggebrood."
198,1,Kaliumbeperkt dieet,Groenten/peulvruchten Kalium (mg),"Bloemkool, 1 opscheplepel 120 Courgette, 1 opscheplepel 160 Komkommer, 1 schaaltje 170 Paprika, 1 stuks 240 Andijvie rauw, 100 gram 250 Bleekselderij rauw, 1 stuks 190 Champignons, 100 gram 320 Broccoli, 1 opscheplepel 200 Witlof, opscheplepel 130 Peulvruchten, gemiddeld, 1 opscheplepel 230 Tomaat, 1 stuks 170",Hoeveel gram rauwe andijvie bevat ongeveer 250 mg kalium?,Ongeveer 100 gram rauwe andijvie bevat 250 mg kalium.
201,1,Keizersnede,Voeding,"Wondgenezing We raden na een keizersnede eiwitrijke voeding aan ter bevordering van de wondgenezing en minder verlies van spierkracht. Eiwitten komen veel voor in vlees, vis, kaas, ei, (soja)melkproducten, noten, pinda’s en peulvruchten.",Hoe kan ik de wondgenezing na een keizersnede bevorderen?,Door een goede hygiëne te handhaven en het gebruik van medicatie zoals voorgeschreven door de arts.
178,1,"Naar huis met sondevoeding, diëtetiek",Wat is sondevoeding,"Sondevoeding is vloeibare voeding die via een slangetje (sonde) in de maag of de dunne darm komt. Het bevat alle voedingsstoffen die u nodig heeft zoals eiwitten, vetten, koolhydraten, vitamines en mineralen. Sondevoeding kan de normale voeding geheel vervangen, maar kan ook een aanvulling zijn op wat u eet. Uw behandelend specialist of diëtist bekijkt welke voeding voor u het meest geschikt is. Omdat sondevoeding direct in de maag of dunne darm komt, ruikt en proeft u de sondevoeding niet. Alleen bij opboeren kunt u de voeding proeven en/of ruiken.",Kan sondevoeding de normale voeding vervangen?,"Ja, sondevoeding kan de normale voeding geheel vervangen, maar kan ook een aanvulling zijn op wat u eet."
167,1,Natriumbeperkt dieet,Maaltijden kant- en klaar,"Natriumarme maaltijden. Maaltijden kant- en klaar Alle overige kant-en-klaar maaltijden. Nagerechten Vla, pap, pudding, kwark, slagroom, zure room, ijs, bindmiddelen bijvoorbeeld: custard, griesmeel en maïzena. Nagerechten",Welke maaltijden zijn geschikt voor een natriumbeperkt dieet?,Maaltijden kant- en klaar: Natriumarme maaltijden en alle overige kant-en-klaar maaltijden zijn geschikt.
193,1,"Ondervoeding, voedingsadviezen bij (risico op)",Voedingsadviezen bij (risico op) ondervoeding,Bij opname in het ziekenhuis zijn vragen over uw voedingstoestand gesteld. Uit deze vragen is gebleken dat er bij u sprake is van (risico op) ondervoeding. Om die reden krijgt u deze folder en wordt er tijdens uw ziekenhuisopname een energie- en eiwitrijk dieet aangeboden met drie keer per dag een energie- en eiwitrijk tussendoortje. U kunt hiervoor samen met de zorgassistent een keuze maken van de menukaart.,Wanneer wordt er tijdens de ziekenhuisopname een energie- en eiwitrijk tussendoortje aangeboden?,"Tijdens de ziekenhuisopname wordt er over het algemeen meerdere keren per dag een tussendoortje aangeboden. Dit kan bijvoorbeeld zijn tussen het ontbijt en de lunch, en tussen de lunch en het avondeten. Deze tussendoortjes zijn vaak energie- en eiwitrijk om de voedingstoestand van de patiënt te verbeteren."
213,1,"Ondervoeding, voedingsadviezen bij (risico op)",Wanneer u naar huis gaat,Ook thuis is het nog steeds belangrijk om voldoende te eten en te drinken. In deze folder worden adviezen gegeven hoe u de voeding energie- en eiwitrijker kunt maken.,Waarom is het belangrijk om ook thuis voldoende te eten en te drinken?,"Ook thuis is het nog steeds belangrijk om voldoende te eten en te drinken, om ervoor te zorgen dat u voldoende voedingsstoffen binnenkrijgt om uw gezondheid op peil te houden. Dit is met name belangrijk bij (risico op) ondervoeding."
163,1,Vezelrijke voeding,Vezelrijke voeding ,Bij een vezelverrijking is het goed te streven naar 30-40 gram vezels per dag. Als uw voeding te weinig vezels bevat dan is het advies om dit geleidelijk te gaan verhogen. Houdt u er rekening mee dat de darmen moeten wennen aan een grotere hoeveelheid vezels en vocht. Mogelijk heeft u in het begin last van winderigheid en een opgeblazen gevoel. Na een aantal weken zullen deze klachten afnemen en ervaart u het positieve effect van de vezelrijke voeding.,Hoeveel gram vezels moet ik per dag streven bij een vezelverrijking?,Bij een vezelverrijking is het goed te streven naar 30-40 gram vezels per dag.
148,1,Vocht- en zoutadvies bij darmfalen,Hypotone dranken,"Hypotone dranken zijn dranken die voor toename van ontlasting kunnen zorgen. Deze dranken hebben een lagere concentratie aan suikers en/of zouten dan de vloeistoffen in ons lichaam. Het drinken ervan bevordert bij darmfalen het water- en zoutverlies via de ontlasting, stoma of fistel. Voorbeelden: water, thee en koffie zonder suiker, light frisdranken, en sportdranken met minder dan 6 gram koolhydraten per 100 ml.",Wat zijn hypotone dranken en wat is hun effect op darmfalen?,"Hypotone dranken zijn dranken met een lagere concentratie aan suikers en/of zouten dan ons lichaam. Ze zorgen voor toename van ontlasting en bevorderen water- en zoutverlies via ontlasting, stoma of fistel bij darmfalen."
143,1,"Voedingsadviezen bij COPD, revalidatie",Overgewicht ,"Indien er bij u sprake is van overgewicht en u wilt afvallen, dan kunt u beter voor de magere en/of halfvolle producten kiezen, halvarine op de boterham enz. Extra tussendoortjes kunt u dan beter vermijden, tenzij u deze nodig heeft om voldoende eiwitten binnen te krijgen.",Wat moet ik doen als ik extra eiwitten nodig heb?,"Als u extra eiwitten nodig heeft, dan kunt u beter kiezen voor magere en/of halfvolle producten. U kunt beter extra tussendoortjes vermijden als u wilt afvallen."
214,1,Voedingsadviezen bij coronavirus (COVID-19),Voedingsadviezen bij corona (COVID-19),"Bij ziekte en herstel (bijvoorbeeld na een IC opname) verbruikt het lichaam meer energie (= calorieën) en eiwit (=bouwstof voor onder andere de spieren) dan normaal. Eiwit komt veel voor in: vlees, vis, kaas, ei, (soja-)melkproducten, noten, pinda’s en peulvruchten. Door bijvoorbeeld verminderde eetlust, misselijkheid, emoties en benauwdheid kan eten moeizamer gaan. Hierdoor kan de inname van voedingsstoffen minder worden en valt u af. Als u onbedoeld gewicht verliest, verliest u geen vetreserves maar spiermassa. Ook na een IC opname bent u veel spiermassa verloren. Verlies van spiermassa is niet wenselijk en heeft nadelige gevolgen voor uw conditie.",Wat zijn de voedingsadviezen bij het coronavirus (COVID-19)?,"De voedingsadviezen bij het coronavirus (COVID-19) zijn: Bij ziekte en herstel verbruikt het lichaam meer energie en eiwit dan normaal. Daarom is het belangrijk om voldoende eiwitten binnen te krijgen, die voorkomen in vlees, vis, kaas, ei, (soja-)melkproducten, noten, pinda's en peulvruchten."
156,1,"Voedingsadviezen bij een stent in de slokdarm, maag of dunne darm",Algemene adviezen,"- Rechtop zitten tijdens de maaltijden; 
- Rustig en met aandacht eten, goed kauwen, snijden of prakken; 
- Ruim drinken bij de maaltijden; 
- Verdeel de maaltijden over de dag. Gebruik naast de drie hoofdmaaltijden iets tussendoor; 
- Voldoende vocht (tenminste anderhalve liter); 
- Maaltijden smeuïg maken met extra jus, saus, room en/of boter; 
- Een uur na de maaltijden iets drinken om de stent goed door te spoelen; 
- Koolzuurhoudende dranken zoals mineraalwater, cola, sinas en dergelijke kunnen het opboeren van lucht makkelijker maken; 
- Een stent in de slokdarm kan refluxklachten (= opboeren/omhoog komen van maagzuur) veroorzaken. Om reflux te voorkomen kan het nodig zijn om 3 tot 4 uur voor het slapengaan niet meer te eten.",Welke dranken kunnen het opboeren van lucht makkelijker maken bij een stent in de slokdarm?,"Bij een stent in de slokdarm kunnen koolzuurhoudende dranken zoals mineraalwater, cola, sinas en dergelijke het opboeren van lucht makkelijker maken."
188,1,Voedingsadviezen bij subtotale colectomie,Zout,"Wanneer u last heeft van (water)dunne ontlasting, verliest u niet alleen vocht, maar ook zout. Het is daarom belangrijk om het verlies van zout aan te vullen door extra zout te gebruiken. U kunt keukenzout over uw voeding strooien. Ook andere producten kunnen u helpen het zouttekort te voorkomen.",Wat is het belang van zout bij diarree na een subtotale colectomie?,Zout is belangrijk bij diarree na een subtotale colectomie omdat het verlies van zout door de diarree moet worden aangevuld.
168,1,Voedingsadviezen na een slokdarmresectie,Overzicht meest eiwitrijke producten Voedingsmiddel:,"Eenheid Gram eiwit Portie vlees, vis, kip of gevogelte 100 gram rauw 75 gram gaar 20 1 glas of schaaltje melk, karnemelk, yoghurt, vla of pap 150 ml 5 1 schaaltje magere kwark 150 ml 15 1 plak kaas 20 gram 5 1 plak vleeswaren 20 gram 4 1 gekookt of gebakken ei of 1 omelet 50 gram 7 Portie tahoe of tempé 100 gram 12 3 opscheplepels gare peulvruchten 150 gram 12 Portie vegetarische vleesvervanging 100 gram 16 Voldoende energie inname Gewichtsverlies is de eerste maanden na de operatie ongewenst. Indien u afvalt, kunt u (tijdelijk) proberen de voeding energierijker te maken. Energie is de brandstof voor uw lichaam. Tips om uw voeding energierijker te maken: 
- smeer dik boter of margarine op brood en broodvervangingen. 
- beleg elke boterham ruim met volvette kaas of niet te magere vleeswaren. 
- kies voor volle melk en melkproducten. 
- voeg geen water toe bij de bereiding van jus of saus en gebruik een ruime portie. 
- voeg (ongeklopte) slagroom toe aan koffie, pap, vla, yoghurt, soep e.d. 
- gebruik tussendoor een hartige of zoete snack zoals een kroket, zalmsalade, haring, gebakje, plak cake en plak ontbijtkoek met boter of margarine. 
- voeg ruim suiker of honing toe aan koffie, thee, pap, yoghurt e.d. 
- kies voor energierijke dranken. Beperk het gebruik van energiearme dranken zoals (mineraal)water, bouillon, thee en koffie zonder suiker/melk en light frisdrank. Drinkvoeding Drinkvoeding is net als sondevoeding een vloeibare, aanvullende of complete voeding. Soms is het na een buismaagoperatie moeilijk om met alleen “gewone” voedingsmiddelen het gewicht op peil te houden of alle noodzakelijke voedingsstoffen binnen te krijgen. Ook door toename van activiteiten of meer lichamelijke inspanning kan het moeilijk zijn om te voorzien in behoefte. In beide gevallen kan het daarom nodig zijn uw voeding aan te (blijven) vullen met drinkvoeding. Uw diëtist kan u helpen met de keuze welke soort en hoeveel drinkvoeding u dagelijks nodig heeft voor een volwaardige voeding. Een deel van de mensen met een buismaag gebruikt een jaar na de operatie nog steeds aanvullend drinkvoeding. Gewichtsbeloop Omdat daling van het lichaamsgewicht een grote rol speelt bij ondervoeding, is het goed om uw lichaamsgewicht wekelijks te controleren op een vast moment op de dag. Doe dit bij voorkeur voor het ontbijt, op dezelfde weegschaal en in dezelfde kleding. Bij gewichtsverlies is het verstandig om contact op te nemen met uw diëtist. Noteer uw lichaamsgewicht op de volgende lijst.",Wat kan worden gedaan om energierijke voeding te maken?,"Voeg suiker, honing of slagroom toe aan dranken en tussendoortjes, smeer boter op brood en kies voor energierijke dranken."
590,1,Voedingsadviezen na totale maagresectie,Citrusfruit,"Na een totale maagresectie kunnen grof vezelige vellen zoals het vlies van citrusvruchten (sinaasappel, grapefruit, limoen, citroen, mandarijn, tangelo, pompelmoes) een vezelbol (= bezoar) vormen. In uitzonderlijke gevallen kan dit een verstopping/afsluiting in de darm geven. Gebruik daarom citrusfruit bij voorkeur geperst en gezeefd.",Welke specifieke citrusvruchten kunnen leiden tot het vormen van een vezelbol in de darm?,"Citrusvruchten zoals sinaasappel, grapefruit, limoen, citroen, mandarijn, tangelo en pompelmoes kunnen leiden tot het vormen van een vezelbol in de darm na een totale maagresectie."
154,1,Voedingsadviezen na totale maagresectie,Snelle verzadiging,"Veel mensen kunnen na een totale maagresectie minder eten en drinken per keer/maaltijd en hebben sneller een vol gevoel. Het gebruik van 250-300 ml voeding en/of drinken per keer geeft meestal geen problemen. Om voldoende voedingsstoffen binnen te krijgen raden wij aan om, zeker in het begin, 6-9 kleine maaltijden goed verspreid over de dag te gebruiken.",Wat zijn voedingsadviezen na een totale maagresectie?,Voedingsadviezen na een totale maagresectie zijn onder andere om 250-300 ml voeding en/of drinken per keer te gebruiken en om 6-9 kleine maaltijden verspreid over de dag te gebruiken.
593,1,Voedingsadviezen voor ouderen,Algemeen,"Een gezond voedingspatroon is voor iedereen van belang. Gezonde voeding levert de energie en de voedingsstoffen die uw lichaam nodig heeft om goed te functioneren. Het is belangrijk om fit te worden en te blijven. Gezonde voeding zorgt voor een goede weerstand tegen ziektes. Soms lukt het niet om gezond en voldoende te eten. Voor een weekje is dat niet erg, maar als het langer duurt, kan het problemen gaan geven. Als u te weinig energie en voedingsstoffen binnenkrijgt, dan gebruikt uw lichaam de reservevoorraden die opgeslagen zijn in het vet- en spierweefsel. Uw vet en spieren worden afgebroken. U wordt daardoor zwakker en valt af. U wordt sneller moe en heeft minder zin om goed te eten en te bewegen. Het wordt dan steeds moeilijker om weer fit te worden. Wanneer u onbedoeld steeds verder afvalt, bijvoorbeeld drie kilo in een maand, spreken we van ondervoeding. Ook als u niet mager bent kunt u al ondervoed zijn, als door onvoldoende voeding vet en spierweefsel worden afgebroken.",Wat gebeurt er als je te weinig energie en voedingsstoffen binnenkrijgt?,"Als je te weinig energie en voedingsstoffen binnenkrijgt, gebruikt je lichaam de reservevoorraden die opgeslagen zijn in het vet- en spierweefsel. Dit kan leiden tot gewichtsverlies, vermoeidheid en een verminderde eetlust."
187,1,Voedingsadviezen voor ouderen,Wanneer kan ondervoeding ontstaan?,"Indien u over een langere periode minder gezond eet kan ondervoeding ontstaan. Ondervoeding betekent dat u een tekort aan energie en andere voedingsstoffen heeft. U heeft minder zin in eten of u krijgt het eten niet op. Misschien vindt u het lastig om boodschappen te doen of iets lekkers te koken. In een paar weken valt u enkele kilo’s af. U kunt zich daardoor moe en futloos voelen. U kunt ook last hebben van duizelingen. Uw eetlust kan verminderd zijn door ziekte, pijn of zorgen, door bepaalde medicijnen of overmatig gebruik van alcohol. Tijdens ziekte of herstel verbruikt uw lichaam meer energie en voedingsstoffen. De kans dat u dan ongewild afvalt is groter.",Waarom is het risico op ongewenst gewichtsverlies groter tijdens ziekte of herstel?,Tijdens ziekte of herstel verbruikt uw lichaam meer energie en voedingsstoffen.
197,1,Zwangerschapsdiabetes en voeding,Diversen,"Biscuitje 1 stuk (5 gram) 4 Blokjes kaas/worst 1 stuk 0 Bonbon 1 stuk (15 gram) 8 Borrelnootjes 1 handje (25 gram) 11 Chips 1 handje (25 gram) 5-16 Chocolade (puur/melk/wit) 1 stukje (5 gram) 3 Dropje/snoepje/spekje 1 stuk (5 gram) 4 Kruidkoek/ontbijtkoek 1 plak (25 gram) 17 Liga Evergreen 1 pakje (2stuks) 24 Moorkop 1 stuk (65 gram) 12 Pepsels/zoute stokjes 10 stuks (10 gram) 7 Pinda’s/nootjes 1 eetlepel (20 gram) 3 Snack-a-jacks 1 stuk (10 gram) 8 Speculaas 1 stuk (10 gram) 7 Taart (kwark,slagroom,vlaai) 1 punt (100 gram) 30 Taart appel 1 punt (41 gram) 41 Waterijsje 1 stuk (50 gram) 11 Zout biscuitje (Tuc) 1 stuk (4 gram) 3",Hoeveel pepsels of zoute stokjes worden aanbevolen als snack?,Er worden 10 stuks (10 gram) pepsels of zoute stokjes aanbevolen als snack.
