,topic_id,filename,header,section_text,Question,Answer
409,12.0,Borstvoeding,Wanneer voor het eerst voeden?,"Uw baby wordt direct na de geboorte op uw blote buik gelegd. Mocht dit niet lukken omdat de moeder zich niet goed voelt, dan raden we aan om de baby huid-op-huid bij de partner te leggen. De meeste baby’s hebben het eerste uur na de geboorte een sterke zuigreflex en zijn helder. Het is belangrijk om de baby het liefst binnen één uur na de bevalling aan te leggen. Wanneer u uw baby snel na de geboorte kunt aanleggen, komt de melkproductie sneller op gang. Mocht het aanleggen binnen het eerste uur niet lukken dan wil dit niet zeggen dat de borstvoeding niet zal slagen! Leg de baby vooral regelmatig huid-op-huid bij u neer zodat deze sneller en gemakkelijker op zoek naar de borst kan. Als uw baby na enkele voedingen (maar ten hoogste na 12- 24) uren nog niet wil drinken of niet wakker wordt, helpt de verpleegkundige u om de melkproductie op gang te brengen door te kolven. Dit kan met de hand of met een elektrische kolf. Voor meer informatie over kolven verwijzen we u naar de folder ‘Kolven’.",Waarom is het belangrijk om de baby binnen één uur na de bevalling aan te leggen?,Het is belangrijk om de baby binnen één uur na de bevalling aan te leggen zodat de melkproductie sneller op gang komt.
374,12.0,Keizersnede,Borstvoeding,"Na een keizersnede kunt u borstvoeding geven. Het maakt niet uit of de keizersnede gepland was of niet, of u algehele narcose of een ruggenprik hebt gekregen. Wel speelt de conditie van uw baby een rol of u al direct kunt aanleggen. Als aanleggen niet mogelijk is, kunt u afkolven. De moedermelk wordt dan aan uw baby gegeven. Ook na een narcose kunt u, als u zelf weer wakker bent, snel beginnen met uw baby de borst te geven. Zo komt de melkaanmaak vlot op gang en kan uw baby profiteren van de eerste voeding, het colostrum. Huid-op- huidcontact kan hierbij helpen. De eerste dag is liggend voeden vaak het meest plezierig. De verpleegkundige zal u helpen een geschikte houding aan te nemen.",Kan ik na een keizersnede borstvoeding geven?,"Ja, na een keizersnede kunt u borstvoeding geven, ongeacht of de keizersnede gepland was of niet en of u algehele narcose of een ruggenprik heeft gekregen."
414,12.0,Keizersnede,Huid-op-huid contact,"Als de conditie van moeder en baby dit toelaat, mag uw baby daarna bloot bij moeder liggen op de borst. Huid-op-huid contact verbetert de hechting tussen moeder en baby. Het eerste contact hoort ongestoord plaats te vinden tot en met de eerste voeding, ongeacht uw voedingskeuze. Als huidcontact niet mogelijk is, wordt dit later ingehaald.",Wat gebeurt er als huid-op-huid contact niet mogelijk is?,"Als huidcontact niet mogelijk is, wordt dit later ingehaald."
378,12.0,Leren drinken,Het geven van de fles in zijligging,"In zijligging drinken is een natuurlijke houding (te vergelijken met het drinken aan de borst) met veel voordelen ten opzichte van drinken in rugligging. 
- De voeding loopt door een andere uitwerking van de zwaartekracht minder snel; 
- De baby kan gemakkelijker ademen; 
- De coördinatie van het zuigen, slikken en ademen verloopt gemakkelijker; 
- De baby verslikt zich minder snel. Belangrijk is dat de baby in een ronde houding ligt, met de schouders naar voren (foetushouding). Het hoofd ligt hoger dan de billen. Voor deze houding kunt u gebruik maken van een voedingskussen en/of een voetenbank.",Wat zijn de voordelen van drinken in zijligging?,"Er zijn verschillende voordelen van drinken in zijligging, zoals een minder snelle doorstroming van voeding door de zwaartekracht, gemakkelijker ademhalen voor de baby, en een betere coördinatie van zuigen, slikken en ademen."
394,12.0,Leren drinken,Voeden met de fles,"De kunstvoeding op de afdeling wordt ‘kant- en-klaar’ aangeleverd. U krijgt voor iedere voeding een nieuwe fles, omdat deze maar een keer verwarmd mag worden. De verpleegkundige bespreekt mu u hoeveel uw baby ongeveer drinkt. De voedingstijden worden bepaald in overleg met u en in het belang van uw baby.",Hoe wordt de kunstvoeding aangeleverd op de afdeling?,De kunstvoeding wordt 'kant-en-klaar' aangeleverd op de afdeling.
403,12.0,Voeden met de fles bij de (rand)premature of dysmature baby,Voeding bij ontslag,"Er zijn verschillende mogelijkheden rondom het ontslag. Soms drinkt een baby alle voedingen uit de fles. Soms gaat de baby met sondevoeding naar huis. Dit noemen we het sondevoedingstraject. Deze verschillende opties bespreken we tijdens het ziekenhuisverblijf. Mochten er na het ziekenhuisverblijf problemen rondom het geven van de fles ontstaan kunt u een afspraak met de logopedist maken. De hoeveelheid voeding is afhankelijk van het gewicht en het aantal voedingen. De rekensom die daarvoor gebruikt wordt is 150 ml per kilogram gewicht, gedeeld door het aantal voedingen. Dit zijn gemiddelden en kan bij uw baby anders zijn.",Welke mogelijkheden worden er besproken tijdens het ziekenhuisverblijf?,"Tijdens het ziekenhuisverblijf worden verschillende opties besproken, zoals het drinken uit de fles of het gebruik van sondevoeding."
0,2.0,Afdeling medische psychologie,Het nagesprek,"In het nagesprek worden de resultaten van het onderzoek met u besproken. De resultaten van het testonderzoek worden gerelateerd aan uw klachten, dagelijks functioneren en eventueel aan uw levensgeschiedenis (bij kinderen ontwikkelingsgeschiedenis). Het nagesprek voert u alleen of, in overleg, in aanwezigheid met anderen. Voor kinderen geldt dat tot 12 jaar uw kind niet bij het nagesprek aanwezig is. Is uw kind 12 jaar of ouder dan gebeurt dit in overleg. Vanaf 16 jaar mag uw kind beslissen of u bij het nagesprek aanwezig bent. Soms geeft de duidelijkheid over de oorzaak van de klachten voldoende aangrijpingspunten en is verdere behandeling niet nodig. De psycholoog kan u eventueel adviezen geven hoe u het beste om kunt gaan met de situatie. Vaak volstaan adviezen niet en is verdere behandeling nodig. Afhankelijk van de aard en ernst van de problematiek kan de behandeling vervolgd worden op de afdeling medische psychologie of zal de psycholoog u een voorstel doen voor verwijzing.",Wat houdt het nagesprek in?,Het nagesprek is een gesprek waarin de resultaten van het onderzoek met u worden besproken.
191,2.0,"Antibiotica, thuisbehandeling van uw kind via het infuus",Telefoonnummers,"KinderThuisZorg KinderThuisZorg is 24 uur per dag, 7 dagen per week beschikbaar op het volgende telefoonnummer: 088 0200 700. Wanneer u belt naar KinderThuisZorg volgt er een keuzemenu. Vervolgens wordt er gevraagd naar uw postcode, waardoor u kan worden doorverbonden met de juiste kinderverpleegkundige uit uw regio. ZGT Almelo, moeder-kind afdeling Neonatologie De afdeling moeder-kind, neonatologie is 24 uur per dag, 7 dagen per week beschikbaar op het volgende telefoonnummer: 088 708 4451 Wanneer u met uw kind naar de afdeling komt voor een nieuw infuus, volgt u routenummer 1.2. U kunt u tijdens kantoortijden aanmelden bij de secretaresse. Buiten kantoortijden kunt u gebruik maken van de bel bij de ingang van de afdeling.",Wanneer is KinderThuisZorg beschikbaar?,"KinderThuisZorg is 24 uur per dag, 7 dagen per week beschikbaar."
226,2.0,Clavicula fractuur bij zuigelingen,Wat kunt u doen?,De eerste twee weken heeft de aangedane arm rust nodig zodat de breuk kan genezen. Het is belangrijk dat er niet te veel kracht of rek op de breuk ontstaat. Dit zou de genezing kunnen belemmeren. Ook kan uw kind deze bewegingen als pijnlijk ervaren. U kunt tijdens de dagelijkse verzorging erop letten dat de aangedane arm dicht tegen het lichaam gehouden wordt. In de onderstaande tekst en plaatjes wordt uitleg gegeven ten aanzien van het hanteren van uw kind.,Wat is een Clavicula fractuur?,Een Clavicula fractuur is een breuk in het sleutelbeen.
235,2.0,"Continentiepolikliniek, blaastraining, adviezen voor ouders en verzorgers","Blaastraining, adviezen voor ouders en","verzorgers Uw kind start binnenkort met een blaastraining. Het continentieteam van ZGT begeleidt uw kind hierbij. Tijdens de training is een positieve en stimulerende houding van de ouders/verzorgers belangrijk. De training heeft meer kans van slagen als uw kind goed gesteund en gemotiveerd wordt. Dat is een kunst op zich. De ervaring leert dat veel ouders/verzorgers dit best moeilijk vinden na alles wat zij al eerder met hun kind geprobeerd hebben. Daarom krijgt u in deze folder ‘blaastraining, adviezen voor ouders/verzorgers’ over hoe u zich als ouder/verzorger het beste op kunt stellen.",Wat is de rol van het continentieteam van ZGT bij de blaastraining?,Het continentieteam van ZGT begeleidt uw kind tijdens de blaastraining.
238,2.0,"Continentiepolikliniek, kinderen met blaasproblemen",Kinderen die overdag nat zijn (incontinent),"Kinderen met incontinentie zijn nat, omdat hun sluitspier, de spier waarmee ze hun plas ophouden, het niet goed doet. Deze kinderen verliezen steeds kleine beetjes plas zonder dat ze daar wat aan kunnen doen. Dit kan veroorzaakt worden door verschillende afwijkingen: 
- Het kind heeft de sluitspieren niet goed onder controle, de blaas en de sluitspier werken niet goed samen (functionele incontinentie). Dit is de meest voorkomende oorzaak bij kinderen; 
- De sluitspier kan niet helemaal goed aangelegd zijn (anatomische incontinentie); 
- De sluitspier wordt niet goed aangestuurd door de hersenen (neurologische incontinentie); 
- Stressincontinentie, de sluitspier werkt niet helemaal goed. De eerste oorzaak kun je door training herstellen. Daar gaat deze folder vooral over. De tweede en derde oorzaak wordt door de specialist behandeld met bijvoorbeeld een operatie of met medicijnen.",Wat is de meest voorkomende oorzaak van incontinentie bij kinderen?,"De meest voorkomende oorzaak van incontinentie bij kinderen is functionele incontinentie, waarbij de sluitspier en de blaas niet goed samenwerken."
242,2.0,"Continentiepolikliniek, obstipatie bij kinderen met blaasproblemen",Wat is obstipatie?,"Sommige kinderen moeten twee á drie keer per dag naar het toilet, anderen één keer per twee dagen. Dit is allemaal ‘normaal’, want niet iedereen poept hetzelfde. We spreken pas van obstipatie of verstopping als een kind drie keer per week of minder poept. Wanneer de ontlasting lange tijd in de darm blijft zitten wordt het te hard. Dit komt omdat er steeds meer water uit de ontlasting onttrokken wordt. Ook harde en forse ontlasting die moeilijk uit te poepen is wordt obstipatie genoemd. Als kinderen die al zindelijk waren weer in de broek gaan poepen, is dit ook vaak een teken van obstipatie. Een harde prop ontlasting in het laatste gedeelte van de darm blokkeert de uitgang. Pas als de darm erg vol zit, wordt aandrang gevoeld. Soms loopt er een klein beetje dunne ontlasting langs de harde ontlasting weg. Hierdoor ontstaan remsporen in de onderbroek of luier. Het lijkt erop of het kind diarree heeft, terwijl juist het tegenovergestelde aan de hand is. We noemen dit overloopdiarree.",Welke symptomen wijzen op obstipatie bij kinderen?,"Symptomen van obstipatie bij kinderen zijn onder andere het minder dan drie keer per week poepen, harde en forse ontlasting en het opnieuw in de broek gaan poepen bij kinderen die al zindelijk waren."
185,2.0,Dragen van uw kind,Kinderfysiotherapeut en dragen,"De kinderfysiotherapeuten die ook draagconsulenten van ZGT zijn, kunnen u kennis laten maken met het dragen van uw kind met behulp van verschillende draagdoeken en ergonomische draagsystemen. De kinderfysiotherapeut gaat uit van de hulpvraag van u als ouders / verzorgers. Zo komt de therapeut in goed overleg met u tot een zorgvuldig plan van aanpak. Een hulpvraag over dragen van kinderen komt vaak voort vanuit ouders / verzorgers. Maar het dragen kan ook als onderdeel van de kinderfysiotherapeutische behandeling plaatsvinden. U als ouders / verzorgers kunnen dan aangeven of u dit een geschikt behandelmiddel vindt voor uw situatie.",Waar komen de hulpvragen over het dragen van kinderen vaak vandaan?,Hulpvragen over dragen van kinderen komen meestal voort uit ouders / verzorgers.
206,2.0,"Eetproblematiek, eettraining klinisch",Achterliggende visie,"- Eten is gewoon; 
- Gezonde en gevarieerde voeding is belangrijk; 
- Het kind wordt opgenomen, maar het is geen probleem van het kind alleen. Ouders worden intensief betrokken bij de behandeling; 
- De nadruk ligt op de ondersteuning van ouders.",Wat is de achterliggende visie van de eettraining klinisch voor kinderen?,De achterliggende visie is dat eten gewoon is en dat gezonde en gevarieerde voeding belangrijk is. Daarnaast worden ouders intensief betrokken bij de behandeling en ligt de nadruk op hun ondersteuning.
217,2.0,"Eetproblematiek, observatie in dagbehandeling",Dag 2,"9.00 uur: Melden bij de medisch pedagogisch zorgverlener op de kinderafdeling ZGT (Almelo). Indien wenselijk kan dit tijdstip vervroegd worden naar 8.00 uur. 9.30 uur: Fruit eten in de speelkamer aangeboden door de medisch pedagogisch zorgverlener. 11.30 uur: Broodmaaltijd in de speelkamer, aangeboden door de medisch pedagogisch zorgverlener. 12.15 uur: Uw gaat met u kind spelen op de kamer (vanaf 13.00 uur kan dit weer in de speelkamer) 15.00 uur: Fruit/koekje eten in de speelkamer, aangeboden door de medisch pedagogisch zorgverlener, u kijkt mee. 16.00 uur: Warme maaltijd (door uzelf bereid, door ons opgewarmd) in de speelkamer, aangeboden door de medisch pedagogisch zorgverlener, u kijkt mee. 16.30 uur: nabespreking met u, ouders, door de medisch pedagogisch zorgverlener 16.45 uur: Kinderarts, psycholoog en de medisch pedagogisch zorgverlener overleggen over het behandelplan. 17.00 uur: Kinderarts en/of psycholoog en de medisch pedagogisch zorgverlener bespreken het behandelplan met u, ouders. 17.15 uur: Naar huis. Indien nodig kan worden afgeweken van onderdelen van het stappenplan in overleg met de medisch pedagogisch zorgverlener en kinderarts/psycholoog. De genoteerde tijden zijn richtlijnen, door omstandigheden kunnen ze afwijken. Er kan gekozen worden om eetmomenten te filmen. Deze beelden kunnen later met u teruggekeken worden (Video interactie begeleiding).",Waar kan er gespeeld worden na de broodmaaltijd?,Na de broodmaaltijd kunt u samen met uw kind spelen op de kamer. Vanaf 13.00 uur kan er weer gespeeld worden in de speelkamer.
223,2.0,Keizersnede,Uw baby na de geboorte,"Uw baby komt op de onderzoekstafel te liggen. Daar wordt hij afgedroogd en nagekeken. In principe is er altijd een kinderarts aanwezig bij de keizersnede, ook als er geen problemen worden verwacht. De kinderarts onderzoekt uw baby direct na de geboorte.",Waar komt de baby te liggen na de geboorte bij een keizersnede?,De baby komt op de onderzoekstafel te liggen.
209,2.0,Kinderen op bezoek op de IC,Op bezoek gaan op de IC,"- Bereid het bezoek voor Bij een bezoek met uw kind op de IC is een goede voorbereiding en begeleiding gewenst. Ook is het belangrijk om uw bezoek met uw kind op de IC af te stemmen met de betrokken verpleegkundige. U kunt in overleg met de betrokken verpleegkundige een tijd afstemmen om op bezoek te komen met uw kind. Het is belangrijk om tijdens een bezoek altijd met uw kind mee te gaan. Wel kan de verpleegkundige u begeleiden tijdens het bezoek. Maak het bezoek niet te lang, 5 tot 10 minuten is vaak lang genoeg. 
- Let op uw kind tijdens het bezoek Vertel gerust dat aanraken mag en vraag uw kind wat het zelf graag wil doen. Let er tijdens het bezoek op, hoe uw kind omgaat met het verwerken van alle indrukken. Ook is het belangrijk om na het bezoek te weten of uw kind nog vragen heeft, dit is belangrijk voor verdere verwerking. Praat er op een later tijdstip nog eens over met uw kind. Eventuele vragen kunnen ook na een poosje nog bij uw kind opkomen. 
- Infectieziekten Als er in de omgeving van uw kind (school, crèche, thuis etc.) infectieziekten heersen of uw kind is zelf ziek, dan verzoeken wij u dit te melden bij de betrokken verpleegkundige of intensivist. In overleg bespreken wij of een bezoek mogelijk is. Denk hierbij aan griep, diarree, waterpokken, enz. Patiënten op de afdeling IC hebben een groter risico om van een gewone kinderziekte ernstig ziek te worden. Eventueel kunnen maatregelen worden getroffen om een bezoek toch mogelijk te maken.",Hoe kunt u een bezoek met uw kind op de IC voorbereiden?,Een goede voorbereiding en begeleiding zijn belangrijk bij een bezoek met uw kind op de IC. Stem ook af met de betrokken verpleegkundige over de tijd en duur van het bezoek.
214,2.0,Koortsstuipen,Hoe herkent u een koortsstuip,"Een koortsstuip komt alleen voor als uw kind koorts heeft. Een koortsstuip uit zich op verschillende manieren. De meest voorkomende verschijnselen zijn: 
- De ogen draaien weg en uw kind is buiten bewustzijn; 
- Het lichaam verkeert in een zogenaamde strekkramp, waarna schokjes van armen en benen optreden, meestal aan beide kanten van het lichaam; 
- Het lichaam wordt slap; 
- Het gezicht wordt blauw of bleek van kleur; 
- Vaak treedt een snurkende ademhaling op. Na enkele minuten is de aanval meestal weer voorbij. Uw kind valt dan in een diepe slaap en is moeilijk te wekken. Hierna treedt volledig herstel op.",Hoe herkent u een koortsstuip?,Een koortsstuip komt alleen voor als uw kind koorts heeft.
250,2.0,"Operaties aan het oor, bij kinderen",De operatie,"Wanneer uw kind aan de beurt is voor de operatie wordt u samen met uw kind begeleidt naar de operatiekamer. Bij het in slaap brengen van uw kind door de anesthesie mag één ouder aanwezig zijn, in speciale kleding. Bij zwangerschap tot dertien weken mag de moeder niet mee. Het in slaap brengen van uw kind gebeurt met een kapje als het jonger is dan vier jaar. Oudere kinderen mogen kiezen, maar krijgen over het algemeen een prikje, tenzij dit anders met u is afgesproken. Tijdens de operatie wordt het oor opengemaakt via een snede achter de oorschelp. Vaak wordt ook een gedeelte van het schedelbot achter het middenoor geopend. De operatie wordt uitgevoerd met behulp van een operatie microscoop. Hierdoor kan de medisch specialist heel nauwkeurig werken.",Mag een ouder aanwezig zijn bij het in slaap brengen van het kind?,"Bij het in slaap brengen van uw kind door de anesthesie mag één ouder aanwezig zijn, in speciale kleding."
198,2.0,Opname kind- en tienerafdeling,ZGT-connect Almelo,"Voor de kinderen is bij ieder bed een tablet beschikbaar. Uw kind kan hierop TV kijken, Internetten en spelletjes doen. Deze diensten zijn gratis. Kinderen mogen gebruik maken van hun eigen mobiele telefoon, behalve nabij een monitor of andere gevoelige apparatuur. Het belgedrag van uw kind valt onder uw eigen verantwoordelijkheid. Er is WIFI (onbeveiligd) beschikbaar. Te vinden onder instellingen ZGT Public. Wilt u filmen, fotograferen of geluidsopnames maken? Houd dan rekening met de privacy van anderen. Vraag vooraf toestemming aan de personen die u fotografeert, filmt of opneemt.",Wat is de beschikbaarheid van WIFI in de kind- en tienerafdeling van ZGT-connect Almelo?,Er is onbeveiligd WIFI beschikbaar in de kind- en tienerafdeling van ZGT-connect Almelo. Deze is te vinden onder instellingen met de naam ZGT Public.
201,2.0,Patiëntenrechten kinderen,Het recht op informatie,"Zowel het kind als de ouders hebben recht op informatie. Het kind krijgt een duidelijke uitleg, op een voor hem begrijpelijke manier. Dan weet hij wat er gaat gebeuren en kan hij beter meewerken aan een behandeling. De ouders krijgen volledige informatie. Op basis daarvan kunnen zij beslissen over de behandeling van het kind. De nadruk ligt op het ‘samen beslissen’. De informatieplicht van de hulpverlener is aangevuld met de verplichting tijdig overleg te voeren met de patiënt waarbij de patiënt ook wordt uitgenodigd tot het stellen van vragen. Daarnaast dient de patiënt geïnformeerd te worden over: de mogelijkheid af te zien van behandeling, andere onderzoeken en behandelingen door andere hulpverleners, de uitvoeringstermijn van de behandeling en de verwachte tijdsduur daarvan.",Wat is het recht op informatie voor patiënten die kinderen zijn?,"Zowel het kind als de ouders hebben recht op informatie. Het kind krijgt een duidelijke uitleg, op een voor hem begrijpelijke manier."
233,2.0,"Schisis, reconstructie van het overgebleven schisisdefect 8-12 jr",Wilt u het volgende meenemen?,"- Schone kleding en toiletartikelen; 
- Eventueel eigen (dieet)voeding; 
- Knuffel of speelgoed; 
- Eventuele eigen medicijnen. Wilt u alstublieft geen broertjes of zusjes mee te nemen op de dag van de operatie. Wij vragen u dringend contact op te nemen met de polikliniek kaakchirurgie als uw kind: 
- Koorts heeft of ziek is; 
- In contact is geweest met iemand met een besmettelijke kinderziekte.",Kan ik mijn eigen medicijnen meenemen voor mijn kind?,"Ja, u kunt eventuele eigen medicijnen meenemen voor uw kind op de dag van de operatie."
180,2.0,"Schisis, sluiting van het zachte gehemelte",Pijnbestrijding,"Voor goed herstel is het belangrijk dat uw kind zo min mogelijk pijn heeft. Pijnbestrijding wordt gegeven via een infuus en met zetpillen. Pijn wordt door de verpleegkundige gemeten met behulp van pijnmeetinstrumenten. Als u denkt dat uw kind ondanks de pijnbestrijding pijn heeft, is het belangrijk dit aan de verpleegkundige te melden.",Wat is Schisis?,Schisis is een aangeboren afwijking waarbij het zachte gehemelte niet volledig gesloten is.
197,2.0,"Schisis, sluiting van het zachte gehemelte",Terug op de kinderafdeling,Op de kinderafdeling wordt uw kind bewaakt met een monitor. Uw kind kan onopgemerkt nabloeden. Dit komt omdat kinderen de neiging hebben alles door te slikken wat in de mond komt. Daarom kan de bloeddruk regelmatig gemeten worden.,Waarom wordt mijn kind bewaakt met een monitor op de kinderafdeling?,"Uw kind wordt bewaakt met een monitor op de kinderafdeling omdat kinderen de neiging hebben alles door te slikken wat in de mond komt, waardoor nabloedingen onopgemerkt kunnen blijven. De bloeddruk kan ook regelmatig gemeten worden."
247,2.0,Verwijderen van de neusamandel bij kinderen,Preoperatieve polikliniek,"Als voorbereiding op de operatie wordt uw kind op de polikliniek, opname planning en de anesthesie onderzocht. Daar kunt u een voorbeeld van het kapje waar uw kind mee in slaap zal worden gebracht zelf zien en kan het fotoboek worden doorgekeken. Tijdens dit pre-operatieve onderzoek wordt ook de pijnmedicatie afgesproken en krijgt u een recept en een folder ‘Paracetamol kinderen’ en ‘Anesthesie kinderen’ mee.",Kan ik het kapje zien waar mijn kind mee in slaap zal worden gebracht?,"Ja, tijdens het pre-operatieve onderzoek kunt u een voorbeeld van het kapje zien waar uw kind mee in slaap zal worden gebracht."
255,2.0,Verwijderen van de neusamandel bij kinderen,Voorbereiding de dag zelf,"- Nuchterbeleid; volgens voorschrift folder anesthesie kinderen/jongeren. 
- Geef uw kind volgens voorschrift van de preoperatieve screening de eerste paracetamol zetpil 
- Indien uw kind lang haar heeft, is het verstandig hier een staartje van te maken. Gebruik geen elastiek met metalen verbindingsstukje 
- Douche uw kind 
- Trek uw kind schone, gemakkelijk zittende kleding aan",Welk medicijn moet ik mijn kind geven volgens de preoperatieve screening voor het verwijderen van de neusamandel?,Volgens de preoperatieve screening moet het kind een paracetamol zetpil krijgen.
253,2.0,Video Interactie Begeleiding (VIB) bij kinderen,Verpleegkundige handelingen,"Verpleegkundige handelingen zijn noodzakelijk, maar niet altijd prettig voor een kind. Door te benoemen wat er gaat gebeuren, contact te houden met uw kind en het tempo af te stemmen kunt u hem of haar optimaal ondersteunen tijdens een soms moeilijk moment. Wanneer u als ouder zelfstandig een handeling moet verrichten bij uw kind vervult u twee rollen, de verpleegkundige- en de ouderrol. Video Interactie Begeleiding geeft inzicht in hoe u beide tegelijkertijd kunt uitvoeren.",Wat is Verpleegkundige handelingen?,"Verpleegkundige handelingen zijn noodzakelijk, maar niet altijd prettig voor een kind."
188,2.0,Voedselprovocatie kinderen,De opnamedag,"U komt met uw kind op het afgesproken tijdstip naar de verpleegafdeling kindergeneeskunde. Daar wordt u ontvangen door een verpleegkundige. Voorafgaand aan de test wordt uw kind gewogen en gemeten. Ook worden hartslag, zuurstofgehalte in het bloed en bloeddruk gemeten. Als het noodzakelijk is dat uw kind een infuus krijgt, zal de kinderarts dit voordien met u bespreken.",Wat gebeurt er op de dag van de voedselprovocatie voor uw kind?,Op de dag van de voedselprovocatie komt u samen met uw kind op het afgesproken tijdstip naar de verpleegafdeling kindergeneeskunde. Daar wordt u ontvangen door een verpleegkundige.
77,21.0,(Langdurig) gebroken vliezen,Check uw dossier op MijnZGT,"MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer informatie op: zgt.nl/mijnzgt.",Wat is MijnZGT?,"MijnZGT is het patiëntenportaal van ZGT waar u via uw computer, tablet of mobiel delen van uw medisch dossier kunt inzien, persoonlijke gegevens kunt controleren en vragenlijsten kunt invullen."
425,21.0,FDG PET-CT Myocard bij insuline afhankelijke diabetici,Check uw dossier op MijnZGT,"MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer informeer op: zgt.nl/mijnzgt.",Wat zijn de voordelen van het gebruik van MijnZGT voor patiënten?,"Er zijn verschillende voordelen van het gebruik van MijnZGT voor patiënten, zoals het gemak van toegang tot uw medisch dossier en het kunnen regelen van zaken via een online platform."
630,21.0,Gipsverbanden,Check uw dossier op MijnZGT,"Mijn ZGT is het patientendossier van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer informatie op: zgt.nl/mijnzgt.",Zijn er kosten verbonden aan het gebruik van MijnZGT?,"Nee, het gebruik van MijnZGT is gratis voor patiënten van het ZGT ziekenhuis."
426,21.0,Licht traumatisch hersenletsel (LTH) bij kinderen tot en met 5 jaar,Check uw dossier op MijnZGT,"MijnZGT is het patiëntenportaal van ZGT. U kunt op MijnZGT via uw computer, tablet of mobiel delen van uw medisch dossier inzien, persoonlijke gegevens checken, of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. Kijk voor meer informatie op: zgt.nl/mijnzgt .",Wat is de link tussen MijnZGT en traumatisch hersenletsel bij kinderen?,Er is geen directe link tussen MijnZGT en traumatisch hersenletsel bij kinderen. Het document vermeldt MijnZGT als een algemene informatiebron voor patiënten.
415,21.0,Patiëntenportaal KNO,Patiëntenportaal KNO Wat kan MijnZGT voor u betekenen?,"ZGT vindt het belangrijk dat het contact tussen het ziekenhuis en de patiënt zo toegankelijk mogelijk is. ZGT biedt u dan ook de mogelijkheid om via het patiëntenportaal MijnZGT online uw patiëntgegevens te controleren, (vervolg)afspraken te maken en bijvoorbeeld een vragenformulier in te vullen. Dit zijn eerste stappen waarmee ZGT uw aandeel in het online regelen van uw zorg vergroot. Via dit portaal breidt ZGT zijn online dienstverlening uit. Het patiëntenportaal maakt gebruik van een beveiligde verbinding.",Waarom vindt ZGT het belangrijk om het contact tussen ziekenhuis en patiënt zo toegankelijk mogelijk te maken?,ZGT wil ervoor zorgen dat de patiënt zoveel mogelijk betrokken wordt bij zijn of haar zorg. Het patiëntenportaal is hier een onderdeel van en maakt het mogelijk om online zaken te regelen.
417,21.0,"Patiëntenportaal, polikliniek dermatologie",Wat kan MijnZGT voor u betekenen?,"ZGT vindt het belangrijk dat het contact tussen het ziekenhuis en de patiënt zo toegankelijk mogelijk is. ZGT biedt u dan ook de mogelijkheid om via het patiëntenportaal zelf via MijnZGT. 
- Uw registratie bij ZGT te controleren. 
- Een eerste afspraak te plannen. 
- Een herhaalafspraak te plannen (over drie maanden). 
- Een bestaande afspraak te wijzigen. 
- Een vragenformulier in te vullen. Dit zijn eerste stappen waarmee ZGT uw aandeel in het online regelen van uw zorg vergroot. Ook breiden we gaandeweg via dit portaal onze online dienstverlening uit. Het patiëntenportaal maakt gebruik van een beveiligde verbinding.",Maakt het patiëntenportaal gebruik van een beveiligde verbinding?,"Ja, het patiëntenportaal maakt gebruik van een beveiligde verbinding om uw privacy en persoonsgegevens te waarborgen."
418,21.0,Uw rechten als patiënt,Inzage in medische gegevens via,"MijnZGT/PGO Op MijnZGT, het patiëntenportaal van ZGT kunt u delen van uw medische dossier inzien, persoonlijke gegevens checken, afspraken maken of bijvoorbeeld vragenlijsten invullen die wij voor u hebben klaargezet. U kunt hier zien wat over u is geregistreerd naar aanleiding van uw laatste opname, onderzoek of gesprek bij ZGT. MijnZGT is 24 uur per dag, 7 dagen per week online beschikbaar. Uw medische gegevens staan op een beveiligde omgeving waar u met uw persoonlijke DigiD op in kunt loggen. In uw PGO (persoonlijke gezondheidsomgeving) kunt u uw medisch dossier van ZGT en dat van andere instellingen inzien. Uw PGO is 24 uur per dag, 7 dagen van de week online schikbaar. Heeft uw PGO en MedMij-label, dan weet u dat uw gegevens op een veilige en betrouwbare manier uitgewisseld kunnen worden.",Is MijnZGT 24/7 beschikbaar?,"Ja, MijnZGT is 24 uur per dag, 7 dagen per week online beschikbaar."
22,26.0,(Langdurig) gebroken vliezen,Vragen,"Mocht u na het lezen van deze folder nog vragen hebben, uw gynaecoloog, verloskundige, verpleegkundige of huisarts is altijd bereid ze te beantwoorden.",Wat moet ik doen als ik vragen heb over (langdurig) gebroken vliezen?,"Als u vragen heeft over (langdurig) gebroken vliezen, kunt u terecht bij uw gynaecoloog, verloskundige, verpleegkundige of huisarts."
